office,town,candidate,party,votes,vote_percent
Registrar of Voters,statewide,Karen O'Keefe,D,6702,60.81%
Registrar of Voters,statewide,Peggy Roberts,R,4320,39.19%
Registrar of Voters,statewide,A. Aileen Witkowski,D,1895,41.21%
Registrar of Voters,statewide,Francis J. McGarry,R,2703,58.79%
Registrar of Voters,statewide,Diane  Stengl,D,3874,32.89%
Registrar of Voters,statewide,Christine Shields,R,7905,67.11%
Registrar of Voters,statewide,James Crawford,D,2154,52.94%
Registrar of Voters,statewide,Megan E. Ruppenicker,R,1915,47.06%
Registrar of Voters,statewide,Karen Pfluger,D,836,36.73%
Registrar of Voters,statewide,Christine M. Reisel,R,1440,63.27%
Registrar of Voters,statewide,Kevin McCauley,D,13503,50.78%
Registrar of Voters,statewide,Jolene Lusitani,R,13088,49.22%
Registrar of Voters,statewide,Louise A. Pitney,D,2517,51.30%
Registrar of Voters,statewide,Thomas Lionetti,R,2389,48.70%
Registrar of Voters,statewide,Veronica Rosario,D,11810,70.08%
Registrar of Voters,statewide,Mary J. Mourey,R,5042,29.92%
Registrar of Voters,statewide,Richard A. DePalma,D,5986,46.86%
Registrar of Voters,statewide,Alberta Vitale,R,6788,53.14%
Registrar of Voters,statewide,Beth Kintner,D,8552,57.73%
Registrar of Voters,statewide,Ann Newbury,R,6261,42.27%
Registrar of Voters,statewide,Mary Hegarty,D,16289,49.68%
Registrar of Voters,statewide,Fred DeCaro III,R,16102,49.11%
Registrar of Voters,statewide,Fred DeCaro III,IND,396,1.21%
Registrar of Voters,statewide,Diana Mann,D,5153,99.25%
Registrar of Voters,statewide,Judy Johnson,WI,39,0.75%
Registrar of Voters,statewide,Ron Manizza,D,6271,73.61%
Registrar of Voters,statewide,Alfred E. Fratoni,R,2248,26.39%
Registrar of Voters,statewide,Staci M. Roy,D,12340,56.36%
Registrar of Voters,statewide,Suzanne S. Flynn,R,9555,43.64%
Registrar of Voters,statewide,Kerri Rowland,D,15747,54.16%
Registrar of Voters,statewide,Debra Fellenbaum,R,13327,45.84%
Registrar of Voters,statewide,JoAnn Merolla-Martin,D,7966,57.43%
Registrar of Voters,statewide,Dianne M. Slopak,R,5904,42.57%
Registrar of Voters,statewide,Janice Casey,D,4132,48.37%
Registrar of Voters,statewide,Valerie Spinaci,R,4411,51.63%
Registrar of Voters,statewide,Teresa Begnal,D,16717,56.57%
Registrar of Voters,statewide,Alexandra Desjardins,R,11626,39.34%
Registrar of Voters,statewide,Michael J. Telesca,IND,1207,4.08%
Registrar of Voters,statewide,Janet Sabovik,D,8916,41.05%
Registrar of Voters,statewide,Peter R. Pavone,R,12803,58.95%
Registrar of Voters,statewide,Mary McDonald,D,5761,47.40%
Registrar of Voters,statewide,Marie Papaioannou,R,6393,52.60%
Registrar of Voters,statewide,R. Michael Wyman,D,4477,50.47%
Registrar of Voters,statewide,Leonard A. Bach,R,4394,49.53%
Registrar of Voters,statewide,Chris Prue,D,7948,55.62%
Registrar of Voters,statewide,M. Lisa Moody,R,6342,44.38%
Registrar of Voters,statewide,Thomas Wolfer,D,13668,47.87%
Registrar of Voters,statewide,Joan Ives-Parisi,R,14882,52.13%
Registrar of Voters,statewide,Lois Pinney,R,1144,99.48%
Registrar of Voters,statewide,Denise E.S. Arturi,WI,6,0.52%
Registrar of Voters,statewide,Maria Susanin,D,8259,55.66%
Registrar of Voters,statewide,Carol Garvey-Hurley,R,6580,44.34%
Registrar of Voters,statewide,Willy Hyde,D,7917,48.22%
Registrar of Voters,statewide,Sylvia Nichols,R,8503,51.78%
Registrar of Voters,statewide,Heather A. Petit,D,2118,47.36%
Registrar of Voters,statewide,Jon Scagnelli,R,2354,52.64%
Registrar of Voters,statewide,Matt Waggner,D,18647,56.23%
Registrar of Voters,statewide,Cathy Politi,R,14517,43.77%
Registrar of Voters,statewide,Charles Murray,D,11779,57.20%
Registrar of Voters,statewide,Lisbeth Becker,R,8815,42.80%
Registrar of Voters,statewide,James R. Stevenson,D,16110,64.22%
Registrar of Voters,statewide,Timothy H. Becker,R,8975,35.78%
Registrar of Voters,statewide,Mary Hillman,D,4173,50.38%
Registrar of Voters,statewide,Jeff Rogers,R,4110,49.62%
Registrar of Voters,statewide,Lucian J. Pawlak,D,13213,64.52%
Registrar of Voters,statewide,Peter J. Gostin,R,7265,35.48%
Registrar of Voters,statewide,Elizabeth Orteig,D,5333,45.91%
Registrar of Voters,statewide,Joan McLaughlin,R,6282,54.09%
Registrar of Voters,statewide,Elaine D. Bedard,D,11964,47.36%
Registrar of Voters,statewide,"August A. Palmer, III",R,13298,52.64%
Registrar of Voters,statewide,James Simon,D,14464,57.72%
Registrar of Voters,statewide,Louis A. DeCilio,R,10593,42.28%
Registrar of Voters,statewide,Jacque Williams,D,6666,43.96%
Registrar of Voters,statewide,Frederick E. Jury,R,8497,56.04%
Registrar of Voters,statewide,Jean Rabinow,D,10630,49.41%
Registrar of Voters,statewide,Tracy S. Vonick,R,10885,50.59%
Registrar of Voters,statewide,Sherri Lepper,D,11599,61.26%
Registrar of Voters,statewide,Jo Ann Callegari,R,7334,38.74%
Registrar of Voters,statewide,Joan G. Bielizna,D,15123,52.60%
Registrar of Voters,statewide,Mary Ann Doran,R,13626,47.40%
Registrar of Voters,statewide,Stuart W. Wells III,D,23468,59.67%
Registrar of Voters,statewide,Diana Paladino Christopher,R,13992,35.57%
Registrar of Voters,statewide,Katherine Price Snedaker,IND,1872,4.76%
Registrar of Voters,statewide,Elizabeth Rousseau,D,24193,71.91%
Registrar of Voters,statewide,Beth Kyle,R,9450,28.09%
Registrar of Voters,statewide,"Giselle ""Gigi"" Feliciano",D,19983,79.87%
Registrar of Voters,statewide,Michael T. McGarry,R,3762,15.04%
Registrar of Voters,statewide,Samuel Martin Pudlin,WF,1273,5.09%
Registrar of Voters,statewide,Patricia A. Howard,D,24858,75.00%
Registrar of Voters,statewide,Linda A. Grace,R,8287,25.00%
Registrar of Voters,statewide,Shannel Evans,D,28305,80.13%
Registrar of Voters,statewide,Lisa Milone,R,5831,16.51%
Registrar of Voters,statewide,Paul A. Garlinghouse,G,1189,3.37%
Board of Education,statewide,Julienne Foy,D,32200,31.02%
Board of Education,statewide,Rebecca Hamman,R,26001,25.05%
Board of Education,statewide,Prasad Tunga,R,24382,23.49%
Board of Education,statewide,Luisa Duran,R,21215,20.44%
Board of Education,statewide,Julia Motte Dennis,PC,4530,55.79%
Board of Education,statewide,Vanessa Lucia D'Anna,PC,3491,42.99%
Board of Education,statewide,Jessica Patraw,WI,99,1.22%
Board of Education,statewide,Joanna Walsh,D,5678,24.26%
Board of Education,statewide,Michael Balzano,D,4983,21.29%
Board of Education,statewide,David Brown,R,6199,26.48%
Board of Education,statewide,Robin Nelson,R,6549,27.98%
Representative Town Meeting District 1,statewide,Priscilla Wong,PC,89,13.99%
Representative Town Meeting District 1,statewide,Linda Tavlarios,PC,82,12.89%
Representative Town Meeting District 1,statewide,John Sartorius,PC,84,13.21%
Representative Town Meeting District 1,statewide,William Clarkson,PC,74,11.64%
Representative Town Meeting District 1,statewide,Charles Powis,PC,75,11.79%
Representative Town Meeting District 1,statewide,Patrick Parr,PC,74,11.64%
Representative Town Meeting District 1,statewide,Diane Conologue,PC,75,11.79%
Representative Town Meeting District 1,statewide,Beatrice Clements,WI,77,12.11%
Representative Town Meeting District 1,statewide,Peter Drippe,WI,6,0.94%
Representative Town Meeting District 1-01,statewide,Priscilla Wong,PC,159,15.62%
Representative Town Meeting District 1-01,statewide,Linda Tavlarios,PC,153,15.03%
Representative Town Meeting District 1-01,statewide,John Sartorius,PC,147,14.44%
Representative Town Meeting District 1-01,statewide,William Clarkson,PC,140,13.75%
Representative Town Meeting District 1-01,statewide,Charles Powis,PC,134,13.16%
Representative Town Meeting District 1-01,statewide,Patrick Parr,PC,144,14.15%
Representative Town Meeting District 1-01,statewide,Diane Conologue,PC,141,13.85%
Representative Town Meeting District 1-02,statewide,Priscilla Wong,PC,638,16.13%
Representative Town Meeting District 1-02,statewide,Linda Tavlarios,PC,573,14.48%
Representative Town Meeting District 1-02,statewide,John Sartorius,PC,562,14.21%
Representative Town Meeting District 1-02,statewide,William Clarkson,PC,544,13.75%
Representative Town Meeting District 1-02,statewide,Charles Powis,PC,533,13.47%
Representative Town Meeting District 1-02,statewide,Patrick Parr,PC,536,13.55%
Representative Town Meeting District 1-02,statewide,Diane Conologue,PC,570,14.41%
Representative Town Meeting District 2,statewide,Emily Salmore,PC,705,12.88%
Representative Town Meeting District 2,statewide,Richard Aponte,PC,629,11.49%
Representative Town Meeting District 2,statewide,Michael Casolo,PC,710,12.97%
Representative Town Meeting District 2,statewide,Penelope Wilson,PC,643,11.75%
Representative Town Meeting District 2,statewide,Michael Wheeler,PC,660,12.06%
Representative Town Meeting District 2,statewide,Cheryl Russell,PC,643,11.75%
Representative Town Meeting District 2,statewide,Charles Teschner,PC,612,11.18%
Representative Town Meeting District 2,statewide,Liz Bacon,PC,738,13.48%
Representative Town Meeting District 2,statewide,Karen Knapp,WI,91,1.66%
Representative Town Meeting District 2,statewide,Kelly Scallon,WI,43,0.79%
Representative Town Meeting District 3,statewide,Jack Davis,PC,666,49.30%
Representative Town Meeting District 3,statewide,Jeff Crouse,PC,661,48.93%
Representative Town Meeting District 3,statewide,Paul Ferrone,WI,24,1.78%
Representative Town Meeting District 4,statewide,Jean Hsu,PC,833,31.70%
Representative Town Meeting District 4,statewide,Jan Raymond,PC,897,34.13%
Representative Town Meeting District 4,statewide,Brian Rayhill,PC,898,34.17%
Representative Town Meeting District 5,statewide,Ian Laird,PC,756,13.80%
Representative Town Meeting District 5,statewide,Mark Adiletta,PC,818,14.93%
Representative Town Meeting District 5,statewide,Ashley Guadano,PC,830,15.15%
Representative Town Meeting District 5,statewide,Doug Allen Bernacchi,PC,716,13.07%
Representative Town Meeting District 5,statewide,Beth Pope,PC,857,15.64%
Representative Town Meeting District 5,statewide,Curtis Butler,PC,703,12.83%
Representative Town Meeting District 5,statewide,David Bayne,PC,798,14.57%
Representative Town Meeting District 6,statewide,Rachel Taylor,PC,909,26.32%
Representative Town Meeting District 6,statewide,Frank Adelman,PC,834,24.15%
Representative Town Meeting District 6,statewide,John Visi,PC,880,25.48%
Representative Town Meeting District 6,statewide,Susan Lauritzen,PC,827,23.94%
Representative Town Meeting District 6,statewide,Violet Aldaia,WI,4,0.12%
Judge of Probate 15 To Fill Vacancy,statewide,Phrances Leverton Szewczyk,D,24451,100.00%
Judge of Probate 22 To Fill Vacancy,statewide,David Labriola,R,31600,100.00%
Judge of Probate 25 To Fill Vacancy,statewide,Sophia H. Shaikh,D,19110,100.00%
Judge of Probate 28 To Fill Vacancy,statewide,George A. Baker,D,12272,51.62%
Judge of Probate 28 To Fill Vacancy,statewide,Douglas T. Stearns,R,11500,48.38%
Judge of Probate 37 To Fill Vacancy,statewide,Michael Dolan,D,23388,100.00%
Judge of Probate 49 To Fill Vacancy,statewide,Kathy Caulfield,D,18845,56.20%
Judge of Probate 49 To Fill Vacancy,statewide,Daniel Ford,R,14685,43.80%
Town Council To Fill a Vacancy,statewide,Susan G. Boilard,D,2021,33.18%
Town Council To Fill a Vacancy,statewide,Thomas J. Zagurski,R,4070,66.82%
Presidential Electors for,Andover,Harris and Walz,D,1032,49.28%
Presidential Electors for,Andover,Trump and Vance,R,1035,49.43%
Presidential Electors for,Andover,Stein and Ware,G,9,0.43%
Presidential Electors for,Andover,Oliver and ter Maat,LI,6,0.29%
Presidential Electors for,Andover,"Kennedy, Jr. and Shanahan",PC,12,0.57%
Presidential Electors for,Andover,De la Cruz and Garcia,WI,0,0.00%
Presidential Electors for,Andover,Fox and McVay,WI,0,0.00%
Presidential Electors for,Andover,McNeil and McNeil,WI,0,0.00%
Presidential Electors for,Andover,Potus and Kennedy,WI,0,0.00%
Presidential Electors for,Andover,Ayyadurai and Ellis,WI,0,0.00%
Presidential Electors for,Andover,Sonski and Onak,WI,0,0.00%
Presidential Electors for,Andover,West and Abdullah,WI,0,0.00%
United States Senator,Andover,Christopher S. Murphy,D,977,47.73%
United States Senator,Andover,Matthew M. Corey,R,985,48.12%
United States Senator,Andover,Christopher S. Murphy,WF,58,2.83%
United States Senator,Andover,Justin C. Paglino,G,12,0.59%
United States Senator,Andover,Robert Finley Hyde,CGG,15,0.73%
United States Senator,Andover,John Flynn,WI,0,0.00%
Representative in Congress 2,Andover,Joe Courtney,D,1076,52.90%
Representative in Congress 2,Andover,Mike France,R,958,47.10%
Representative in Congress 2,Andover,"Kenneth Kusmierski, Jr.",WI,0,0.00%
Representative in Congress 2,Andover,Jeffery Russell,WI,0,0.00%
State Senator 4,Andover,MD Rahman,D,973,48.50%
State Senator 4,Andover,Stephen King,R,976,48.65%
State Senator 4,Andover,MD Rahman,WF,57,2.84%
State Representative 55,Andover,Amanda Veneziano,D,816,40.38%
State Representative 55,Andover,Steve Weir,R,1156,57.20%
State Representative 55,Andover,Amanda Veneziano,WF,30,1.48%
State Representative 55,Andover,Amanda Veneziano,IND,19,0.94%
Registrar of Voters,Andover,Linda J. Derick,D,985,49.60%
Registrar of Voters,Andover,Wallace Earle Barton Jr.,R,1001,50.40%
Presidential Electors for,Ansonia,Harris and Walz,D,3860,49.42%
Presidential Electors for,Ansonia,Trump and Vance,R,3838,49.14%
Presidential Electors for,Ansonia,Stein and Ware,G,59,0.76%
Presidential Electors for,Ansonia,Oliver and ter Maat,LI,19,0.24%
Presidential Electors for,Ansonia,"Kennedy, Jr. and Shanahan",PC,34,0.44%
Presidential Electors for,Ansonia,De la Cruz and Garcia,WI,1,0.01%
Presidential Electors for,Ansonia,Fox and McVay,WI,0,0.00%
Presidential Electors for,Ansonia,McNeil and McNeil,WI,0,0.00%
Presidential Electors for,Ansonia,Potus and Kennedy,WI,0,0.00%
Presidential Electors for,Ansonia,Ayyadurai and Ellis,WI,0,0.00%
Presidential Electors for,Ansonia,Sonski and Onak,WI,0,0.00%
Presidential Electors for,Ansonia,West and Abdullah,WI,0,0.00%
United States Senator,Ansonia,Christopher S. Murphy,D,3769,51.06%
United States Senator,Ansonia,Matthew M. Corey,R,3116,42.21%
United States Senator,Ansonia,Christopher S. Murphy,WF,310,4.20%
United States Senator,Ansonia,Justin C. Paglino,G,70,0.95%
United States Senator,Ansonia,Robert Finley Hyde,CGG,117,1.58%
United States Senator,Ansonia,John Flynn,WI,0,0.00%
Representative in Congress 3,Ansonia,Rosa L. DeLauro,D,4040,55.06%
Representative in Congress 3,Ansonia,Michael Massey,R,3145,42.86%
Representative in Congress 3,Ansonia,Michael Massey,IND,151,2.06%
Representative in Congress 3,Ansonia,Leo Almoney,WI,0,0.00%
Representative in Congress 3,Ansonia,Omar Scott Antar,WI,0,0.00%
Representative in Congress 3,Ansonia,Shahd Omar,WI,1,0.01%
State Senator 17,Ansonia,Jorge Cabrera,D,4058,80.88%
State Senator 17,Ansonia,Jorge Cabrera,WF,567,11.30%
State Senator 17,Ansonia,Jorge Cabrera,IND,392,7.81%
State Representative 104,Ansonia,Kara Rochelle,D,3709,48.36%
State Representative 104,Ansonia,David S Cassetti,R,3506,45.71%
State Representative 104,Ansonia,Kara Rochelle,WF,364,4.75%
State Representative 104,Ansonia,Thomas G. Egan,IND,91,1.19%
Registrar of Voters,Ansonia,John Feddern,D,3582,51.16%
Registrar of Voters,Ansonia,David Papcin,R,3420,48.84%
Presidential Electors for,Ashford,Harris and Walz,D,1304,51.50%
Presidential Electors for,Ashford,Trump and Vance,R,1182,46.68%
Presidential Electors for,Ashford,Stein and Ware,G,18,0.71%
Presidential Electors for,Ashford,Oliver and ter Maat,LI,15,0.59%
Presidential Electors for,Ashford,"Kennedy, Jr. and Shanahan",PC,13,0.51%
Presidential Electors for,Ashford,De la Cruz and Garcia,WI,0,0.00%
Presidential Electors for,Ashford,Fox and McVay,WI,0,0.00%
Presidential Electors for,Ashford,McNeil and McNeil,WI,0,0.00%
Presidential Electors for,Ashford,Potus and Kennedy,WI,0,0.00%
Presidential Electors for,Ashford,Ayyadurai and Ellis,WI,0,0.00%
Presidential Electors for,Ashford,Sonski and Onak,WI,0,0.00%
Presidential Electors for,Ashford,West and Abdullah,WI,0,0.00%
United States Senator,Ashford,Christopher S. Murphy,D,1240,50.22%
United States Senator,Ashford,Matthew M. Corey,R,1106,44.80%
United States Senator,Ashford,Christopher S. Murphy,WF,73,2.96%
United States Senator,Ashford,Justin C. Paglino,G,28,1.13%
United States Senator,Ashford,Robert Finley Hyde,CGG,22,0.89%
United States Senator,Ashford,John Flynn,WI,0,0.00%
Representative in Congress 2,Ashford,Joe Courtney,D,1380,56.05%
Representative in Congress 2,Ashford,Mike France,R,1082,43.95%
Representative in Congress 2,Ashford,"Kenneth Kusmierski, Jr.",WI,0,0.00%
Representative in Congress 2,Ashford,Jeffery Russell,WI,0,0.00%
State Senator 35,Ashford,Merry C. Garrett,D,1133,46.11%
State Senator 35,Ashford,Jeff Gordon,R,1230,50.06%
State Senator 35,Ashford,Merry C. Garrett,WF,54,2.20%
State Senator 35,Ashford,Merry C. Garrett,IND,40,1.63%
State Representative 50,Ashford,Pat Boyd,D,1521,100.00%
Registrar of Voters,Ashford,Lauren L. Olson,D,1276,53.08%
Registrar of Voters,Ashford,Colleen S. DePercio,R,1128,46.92%
Presidential Electors for,Avon,Harris and Walz,D,7012,60.37%
Presidential Electors for,Avon,Trump and Vance,R,4382,37.72%
Presidential Electors for,Avon,Stein and Ware,G,109,0.94%
Presidential Electors for,Avon,Oliver and ter Maat,LI,59,0.51%
Presidential Electors for,Avon,"Kennedy, Jr. and Shanahan",PC,46,0.40%
Presidential Electors for,Avon,De la Cruz and Garcia,WI,4,0.03%
Presidential Electors for,Avon,Fox and McVay,WI,0,0.00%
Presidential Electors for,Avon,McNeil and McNeil,WI,0,0.00%
Presidential Electors for,Avon,Potus and Kennedy,WI,0,0.00%
Presidential Electors for,Avon,Ayyadurai and Ellis,WI,0,0.00%
Presidential Electors for,Avon,Sonski and Onak,WI,2,0.02%
Presidential Electors for,Avon,West and Abdullah,WI,2,0.02%
United States Senator,Avon,Christopher S. Murphy,D,6750,58.58%
United States Senator,Avon,Matthew M. Corey,R,4400,38.19%
United States Senator,Avon,Christopher S. Murphy,WF,194,1.68%
United States Senator,Avon,Justin C. Paglino,G,98,0.85%
United States Senator,Avon,Robert Finley Hyde,CGG,80,0.69%
United States Senator,Avon,John Flynn,WI,0,0.00%
Representative in Congress 5,Avon,Jahana Hayes,D,6531,56.84%
Representative in Congress 5,Avon,George Logan,R,4768,41.49%
Representative in Congress 5,Avon,Jahana Hayes,WF,189,1.64%
Representative in Congress 5,Avon,Ahmad AJ Darwish,WI,3,0.03%
Representative in Congress 5,Avon,Bertram Ferguson,WI,0,0.00%
State Senator 8,Avon,Paul Honig,D,5937,52.04%
State Senator 8,Avon,Lisa Seminara,R,5148,45.13%
State Senator 8,Avon,Paul Honig,WF,170,1.49%
State Senator 8,Avon,Lisa Seminara,IND,153,1.34%
State Representative 17,Avon,Eleni Kavros DeGraw,D,5070,62.12%
State Representative 17,Avon,Manju Gerber,R,2839,34.79%
State Representative 17,Avon,Eleni Kavros DeGraw,WF,140,1.72%
State Representative 17,Avon,Eleni Kavros DeGraw,IND,112,1.37%
State Representative 19,Avon,Tammy Exum,D,1686,100.00%
Registrar of Voters,Avon,Christy Yaros,D,6434,57.56%
Registrar of Voters,Avon,"Ernest McNeill, Jr.",R,4744,42.44%
Presidential Electors for,Barkhamsted,Harris and Walz,D,1127,46.78%
Presidential Electors for,Barkhamsted,Trump and Vance,R,1239,51.43%
Presidential Electors for,Barkhamsted,Stein and Ware,G,15,0.62%
Presidential Electors for,Barkhamsted,Oliver and ter Maat,LI,14,0.58%
Presidential Electors for,Barkhamsted,"Kennedy, Jr. and Shanahan",PC,14,0.58%
Presidential Electors for,Barkhamsted,De la Cruz and Garcia,WI,0,0.00%
Presidential Electors for,Barkhamsted,Fox and McVay,WI,0,0.00%
Presidential Electors for,Barkhamsted,McNeil and McNeil,WI,0,0.00%
Presidential Electors for,Barkhamsted,Potus and Kennedy,WI,0,0.00%
Presidential Electors for,Barkhamsted,Ayyadurai and Ellis,WI,0,0.00%
Presidential Electors for,Barkhamsted,Sonski and Onak,WI,0,0.00%
Presidential Electors for,Barkhamsted,West and Abdullah,WI,0,0.00%
United States Senator,Barkhamsted,Christopher S. Murphy,D,1075,45.59%
United States Senator,Barkhamsted,Matthew M. Corey,R,1194,50.64%
United States Senator,Barkhamsted,Christopher S. Murphy,WF,47,1.99%
United States Senator,Barkhamsted,Justin C. Paglino,G,11,0.47%
United States Senator,Barkhamsted,Robert Finley Hyde,CGG,31,1.31%
United States Senator,Barkhamsted,John Flynn,WI,0,0.00%
Representative in Congress 1,Barkhamsted,John B. Larson,D,1084,46.15%
Representative in Congress 1,Barkhamsted,Jim Griffin,R,1176,50.06%
Representative in Congress 1,Barkhamsted,John B. Larson,WF,52,2.21%
Representative in Congress 1,Barkhamsted,Mary L. Sanders,G,37,1.58%
State Senator 8,Barkhamsted,Paul Honig,D,986,42.05%
State Senator 8,Barkhamsted,Lisa Seminara,R,1270,54.16%
State Senator 8,Barkhamsted,Paul Honig,WF,45,1.92%
State Senator 8,Barkhamsted,Lisa Seminara,IND,44,1.88%
State Representative 62,Barkhamsted,Kim Becker,D,972,41.50%
State Representative 62,Barkhamsted,Mark W. Anderson,R,1287,54.95%
State Representative 62,Barkhamsted,Kim Becker,WF,37,1.58%
State Representative 62,Barkhamsted,Mark W. Anderson,IND,46,1.96%
Registrar of Voters,Barkhamsted,Karen Martin,D,1118,48.27%
Registrar of Voters,Barkhamsted,Steven Blackburn,R,1198,51.73%
Presidential Electors for,Beacon Falls,Harris and Walz,D,1533,40.76%
Presidential Electors for,Beacon Falls,Trump and Vance,R,2169,57.67%
Presidential Electors for,Beacon Falls,Stein and Ware,G,15,0.40%
Presidential Electors for,Beacon Falls,Oliver and ter Maat,LI,19,0.51%
Presidential Electors for,Beacon Falls,"Kennedy, Jr. and Shanahan",PC,24,0.64%
Presidential Electors for,Beacon Falls,De la Cruz and Garcia,WI,1,0.03%
Presidential Electors for,Beacon Falls,Fox and McVay,WI,0,0.00%
Presidential Electors for,Beacon Falls,McNeil and McNeil,WI,0,0.00%
Presidential Electors for,Beacon Falls,Potus and Kennedy,WI,0,0.00%
Presidential Electors for,Beacon Falls,Ayyadurai and Ellis,WI,0,0.00%
Presidential Electors for,Beacon Falls,Sonski and Onak,WI,0,0.00%
Presidential Electors for,Beacon Falls,West and Abdullah,WI,0,0.00%
United States Senator,Beacon Falls,Christopher S. Murphy,D,1479,40.40%
United States Senator,Beacon Falls,Matthew M. Corey,R,1984,54.19%
United States Senator,Beacon Falls,Christopher S. Murphy,WF,111,3.03%
United States Senator,Beacon Falls,Justin C. Paglino,G,36,0.98%
United States Senator,Beacon Falls,Robert Finley Hyde,CGG,49,1.34%
United States Senator,Beacon Falls,John Flynn,WI,2,0.05%
Representative in Congress 3,Beacon Falls,Rosa L. DeLauro,D,1554,42.92%
Representative in Congress 3,Beacon Falls,Michael Massey,R,1993,55.04%
Representative in Congress 3,Beacon Falls,Michael Massey,IND,74,2.04%
Representative in Congress 3,Beacon Falls,Leo Almoney,WI,0,0.00%
Representative in Congress 3,Beacon Falls,Omar Scott Antar,WI,0,0.00%
Representative in Congress 3,Beacon Falls,Shahd Omar,WI,0,0.00%
State Senator 17,Beacon Falls,Jorge Cabrera,D,1608,72.14%
State Senator 17,Beacon Falls,Jorge Cabrera,WF,336,15.07%
State Senator 17,Beacon Falls,Jorge Cabrera,IND,285,12.79%
State Representative 105,Beacon Falls,Nicole Klarides-Ditria,R,2737,100.00%
Registrar of Voters,Beacon Falls,Jessica A. Krenesky,R,2684,99.52%
Registrar of Voters,Beacon Falls,Shawn Northrop,WI,13,0.48%
Presidential Electors for,Berlin,Harris and Walz,D,5559,44.58%
Presidential Electors for,Berlin,Trump and Vance,R,6701,53.74%
Presidential Electors for,Berlin,Stein and Ware,G,88,0.71%
Presidential Electors for,Berlin,Oliver and ter Maat,LI,46,0.37%
Presidential Electors for,Berlin,"Kennedy, Jr. and Shanahan",PC,73,0.59%
Presidential Electors for,Berlin,De la Cruz and Garcia,WI,2,0.02%
Presidential Electors for,Berlin,Fox and McVay,WI,0,0.00%
Presidential Electors for,Berlin,McNeil and McNeil,WI,0,0.00%
Presidential Electors for,Berlin,Potus and Kennedy,WI,0,0.00%
Presidential Electors for,Berlin,Ayyadurai and Ellis,WI,0,0.00%
Presidential Electors for,Berlin,Sonski and Onak,WI,0,0.00%
Presidential Electors for,Berlin,West and Abdullah,WI,1,0.01%
United States Senator,Berlin,Christopher S. Murphy,D,5354,44.77%
United States Senator,Berlin,Matthew M. Corey,R,6131,51.26%
United States Senator,Berlin,Christopher S. Murphy,WF,299,2.50%
United States Senator,Berlin,Justin C. Paglino,G,86,0.72%
United States Senator,Berlin,Robert Finley Hyde,CGG,90,0.75%
United States Senator,Berlin,John Flynn,WI,0,0.00%
Representative in Congress 1,Berlin,John B. Larson,D,5387,45.51%
Representative in Congress 1,Berlin,Jim Griffin,R,5947,50.25%
Representative in Congress 1,Berlin,John B. Larson,WF,310,2.62%
Representative in Congress 1,Berlin,Mary L. Sanders,G,192,1.62%
State Senator 6,Berlin,Rick Lopes,D,5076,43.51%
State Senator 6,Berlin,Tremell Collins,R,6283,53.86%
State Senator 6,Berlin,Rick Lopes,WF,307,2.63%
State Representative 30,Berlin,Donna M. Veach,R,5510,100.00%
State Representative 83,Berlin,Jack Fazzino,D,1772,45.38%
State Representative 83,Berlin,Joseph Vollano,R,1935,49.55%
State Representative 83,Berlin,Jack Fazzino,WF,136,3.48%
State Representative 83,Berlin,Jack Fazzino,IND,62,1.59%
Registrar of Voters,Berlin,Christy Miano,D,5169,45.11%
Registrar of Voters,Berlin,Joan Veley,R,6290,54.89%
Board of Education,Berlin,Julia Motte Dennis,PC,4530,55.79%
Board of Education,Berlin,Vanessa Lucia D'Anna,PC,3491,42.99%
Board of Education,Berlin,Jessica Patraw,WI,99,1.22%
Presidential Electors for,Bethany,Harris and Walz,D,1788,50.32%
Presidential Electors for,Bethany,Trump and Vance,R,1688,47.51%
Presidential Electors for,Bethany,Stein and Ware,G,37,1.04%
Presidential Electors for,Bethany,Oliver and ter Maat,LI,18,0.51%
Presidential Electors for,Bethany,"Kennedy, Jr. and Shanahan",PC,21,0.59%
Presidential Electors for,Bethany,De la Cruz and Garcia,WI,0,0.00%
Presidential Electors for,Bethany,Fox and McVay,WI,0,0.00%
Presidential Electors for,Bethany,McNeil and McNeil,WI,0,0.00%
Presidential Electors for,Bethany,Potus and Kennedy,WI,0,0.00%
Presidential Electors for,Bethany,Ayyadurai and Ellis,WI,0,0.00%
Presidential Electors for,Bethany,Sonski and Onak,WI,1,0.03%
Presidential Electors for,Bethany,West and Abdullah,WI,0,0.00%
United States Senator,Bethany,Christopher S. Murphy,D,1714,49.30%
United States Senator,Bethany,Matthew M. Corey,R,1610,46.30%
United States Senator,Bethany,Christopher S. Murphy,WF,94,2.70%
United States Senator,Bethany,Justin C. Paglino,G,33,0.95%
United States Senator,Bethany,Robert Finley Hyde,CGG,26,0.75%
United States Senator,Bethany,John Flynn,WI,0,0.00%
Representative in Congress 3,Bethany,Rosa L. DeLauro,D,1792,51.61%
Representative in Congress 3,Bethany,Michael Massey,R,1622,46.72%
Representative in Congress 3,Bethany,Michael Massey,IND,57,1.64%
Representative in Congress 3,Bethany,Leo Almoney,WI,0,0.00%
Representative in Congress 3,Bethany,Omar Scott Antar,WI,0,0.00%
Representative in Congress 3,Bethany,Shahd Omar,WI,1,0.03%
State Senator 17,Bethany,Jorge Cabrera,D,1814,80.12%
State Senator 17,Bethany,Jorge Cabrera,WF,227,10.03%
