office,town,candidate,party,votes,vote_percent
Representative in Congress 5,statewide,Ahmad AJ Darwish,WI,76,0.02%
Representative in Congress 5,statewide,Bertram Ferguson,WI,3,0.00%
State Senator 1,statewide,John W. Fonfara,D,18512,87.29%
State Senator 1,statewide,Luis R. Delgado,G,2696,12.71%
State Senator 2,statewide,Douglas McCrory,D,30086,82.43%
State Senator 2,statewide,Kristin Hoffman,R,6411,17.57%
State Senator 3,statewide,Saud Anwar,D,25816,60.14%
State Senator 3,statewide,Matt Siracusa,R,15570,36.27%
State Senator 3,statewide,Saud Anwar,WF,1543,3.59%
State Senator 4,statewide,MD Rahman,D,31300,60.75%
State Senator 4,statewide,Stephen King,R,18422,35.76%
State Senator 4,statewide,MD Rahman,WF,1799,3.49%
State Senator 5,statewide,Derek Slap,D,36671,68.16%
State Senator 5,statewide,Kyla Zimmermann,R,17132,31.84%
State Senator 6,statewide,Rick Lopes,D,18860,54.66%
State Senator 6,statewide,Tremell Collins,R,14340,41.56%
State Senator 6,statewide,Rick Lopes,WF,1307,3.79%
State Senator 7,statewide,Cynthia Mangini,D,22410,43.13%
State Senator 7,statewide,John A. Kissel,R,27130,52.22%
State Senator 7,statewide,Cynthia Mangini,WF,1269,2.44%
State Senator 7,statewide,John A. Kissel,IND,1147,2.21%
State Senator 8,statewide,Paul Honig,D,27753,48.25%
State Senator 8,statewide,Lisa Seminara,R,27724,48.20%
State Senator 8,statewide,Paul Honig,WF,1137,1.98%
State Senator 8,statewide,Lisa Seminara,IND,910,1.58%
State Senator 9,statewide,Matthew Lesser,D,29321,82.59%
State Senator 9,statewide,Matthew Lesser,WF,3570,10.06%
State Senator 9,statewide,Matthew Lesser,IND,2609,7.35%
State Senator 10,statewide,Gary Winfield,D,19751,78.59%
State Senator 10,statewide,Nyrell Moore,R,4054,16.13%
State Senator 10,statewide,Gary Winfield,WF,997,3.97%
State Senator 10,statewide,Nyrell Moore,IND,330,1.31%
State Senator 11,statewide,Martin M. Looney,D,24283,77.77%
State Senator 11,statewide,Steven Orosco,R,6943,22.23%
State Senator 12,statewide,Christine Cohen,D,32624,53.35%
State Senator 12,statewide,Paul Crisci,R,26709,43.67%
State Senator 12,statewide,Christine Cohen,WF,1027,1.68%
State Senator 12,statewide,Christine Cohen,IND,796,1.30%
State Senator 13,statewide,Jan Hochadel,D,22710,51.16%
State Senator 13,statewide,Elain Cariati,R,19507,43.94%
State Senator 13,statewide,Jan Hochadel,WF,1111,2.50%
State Senator 13,statewide,Gwen Samuel,IND,1063,2.39%
State Senator 13,statewide,Gwen Samuel,WI,0,0.00%
State Senator 14,statewide,James Maroney,D,27256,53.55%
State Senator 14,statewide,Steven Johnstone,R,22396,44.00%
State Senator 14,statewide,James Maroney,IND,1245,2.45%
State Senator 15,statewide,Joan V. Hartley,D,17847,85.10%
State Senator 15,statewide,Joan V. Hartley,IND,3125,14.90%
State Senator 16,statewide,Christopher Robertson,D,21703,41.19%
State Senator 16,statewide,Rob Sampson,R,29813,56.58%
State Senator 16,statewide,Christopher Robertson,IND,1174,2.23%
State Senator 17,statewide,Jorge Cabrera,D,26983,82.01%
State Senator 17,statewide,Jorge Cabrera,WF,3453,10.50%
State Senator 17,statewide,Jorge Cabrera,IND,2465,7.49%
State Senator 18,statewide,Andrew M. Parrella,D,20217,40.97%
State Senator 18,statewide,Heather Somers,R,27461,55.66%
State Senator 18,statewide,Heather Somers,IND,1663,3.37%
State Senator 19,statewide,Catherine A. Osten,D,24664,52.19%
State Senator 19,statewide,Jason Guidone,R,20360,43.08%
State Senator 19,statewide,Catherine A. Osten,WF,1370,2.90%
State Senator 19,statewide,Catherine A. Osten,IND,868,1.84%
State Senator 20,statewide,Martha Marx,D,26599,53.60%
State Senator 20,statewide,Shaun Mastroianni,R,20842,42.00%
State Senator 20,statewide,Martha Marx,WF,1265,2.55%
State Senator 20,statewide,Shaun Mastroianni,IND,915,1.84%
State Senator 21,statewide,Kevin C. Kelly,R,36236,100.00%
State Senator 22,statewide,Sujata Gadkar-Wilcox,D,23957,57.46%
State Senator 22,statewide,Chris Carrena,R,16915,40.57%
State Senator 22,statewide,Robert Edward Halstead,IND,821,1.97%
State Senator 22,statewide,Louis Anthony Bevilacqua,WI,0,0.00%
State Senator 23,statewide,Herron Gaston,D,15198,73.91%
State Senator 23,statewide,Brian Banacowski,R,3969,19.30%
State Senator 23,statewide,Herron Gaston,WF,650,3.16%
State Senator 24,statewide,Julie Kushner,D,20501,51.12%
State Senator 24,statewide,Michelle Coelho,R,18006,44.90%
State Senator 24,statewide,Julie Kushner,WF,949,2.37%
State Senator 24,statewide,Michelle Coelho,IND,650,1.62%
State Senator 25,statewide,Bob Duff,D,28378,61.26%
State Senator 25,statewide,Martin Tagliaferro,R,16396,35.39%
State Senator 25,statewide,Bob Duff,WF,1551,3.35%
State Senator 26,statewide,Ceci Maher,D,35713,61.13%
State Senator 26,statewide,Kami Evans,R,21852,37.40%
State Senator 26,statewide,Kami Evans,IND,856,1.47%
State Senator 27,statewide,Pat Billie Miller,D,23980,62.31%
State Senator 27,statewide,Nicola Tarzia,R,14506,37.69%
State Senator 28,statewide,Rob Blanchard,D,27572,45.39%
State Senator 28,statewide,Tony Hwang,R,31717,52.21%
State Senator 28,statewide,Tony Hwang,IND,1455,2.40%
State Senator 29,statewide,Mae Flexer,D,19927,46.39%
State Senator 29,statewide,Chris Reddy,R,20796,48.41%
State Senator 29,statewide,Mae Flexer,WF,968,2.25%
State Senator 29,statewide,Mae Flexer,IND,490,1.14%
State Senator 29,statewide,Alice Leibowitz,G,778,1.81%
State Senator 30,statewide,Justin Potter,D,25879,46.09%
State Senator 30,statewide,Stephen G. Harding,R,29220,52.04%
State Senator 30,statewide,Stephen G. Harding,IND,1054,1.88%
State Senator 31,statewide,Henri Martin,R,33304,100.00%
State Senator 32,statewide,Jeff Desmarais,D,26256,42.78%
State Senator 32,statewide,Eric C. Berthel,R,35122,57.22%
State Senator 33,statewide,Norm Needleman,D,33138,54.10%
State Senator 33,statewide,Jeffery Duigou,R,26427,43.14%
State Senator 33,statewide,Norm Needleman,IND,1687,2.75%
State Senator 34,statewide,Brandi Mandato,D,23945,41.96%
State Senator 34,statewide,Paul Cicarella,R,30505,53.45%
State Senator 34,statewide,Brandi Mandato,WF,1034,1.81%
State Senator 34,statewide,Paul Cicarella,IND,1048,1.84%
State Senator 34,statewide,David A. Bedell,G,539,0.94%
State Senator 35,statewide,Merry C. Garrett,D,23841,44.10%
State Senator 35,statewide,Jeff Gordon,R,28613,52.92%
State Senator 35,statewide,Merry C. Garrett,WF,933,1.73%
State Senator 35,statewide,Merry C. Garrett,IND,679,1.26%
State Senator 36,statewide,Nick Simmons,D,26583,46.94%
State Senator 36,statewide,Ryan Fazio,R,29293,51.73%
State Senator 36,statewide,Nick Simmons,IND,751,1.33%
State Representative 1,statewide,Matthew Ritter,D,4961,100.00%
State Representative 2,statewide,Raghib Allie-Brennan,D,7007,55.44%
State Representative 2,statewide,Bradley M. Koltz,R,5310,42.01%
State Representative 2,statewide,Raghib Allie-Brennan,IND,323,2.56%
State Representative 3,statewide,Minnie Gonzalez,D,3354,100.00%
State Representative 4,statewide,Julio A. Concepcion,D,3519,100.00%
State Representative 5,statewide,Maryam Khan,D,8166,99.85%
State Representative 5,statewide,Tracy L. Funnye,WI,12,0.15%
State Representative 6,statewide,"James ""Jimmy"" Sanchez",D,4385,93.52%
State Representative 6,statewide,Alyssa Peterson,PC,304,6.48%
State Representative 7,statewide,Joshua M. Hall,D,4889,100.00%
State Representative 8,statewide,Nancy Hammarstrom,D,5657,39.01%
State Representative 8,statewide,Timothy Ackert,R,8580,59.17%
State Representative 8,statewide,Nancy Hammarstrom,WF,263,1.81%
State Representative 9,statewide,Jason Rojas,D,7419,100.00%
State Representative 10,statewide,Henry J. Genga,D,5470,68.77%
State Representative 10,statewide,Chris Tierinni,R,2484,31.23%
State Representative 11,statewide,Patrick Biggins,D,4969,69.37%
State Representative 11,statewide,Salema Davis,R,2194,30.63%
State Representative 12,statewide,Geoffrey Luxenberg,D,6361,62.55%
State Representative 12,statewide,Robert Cormier,R,3398,33.41%
State Representative 12,statewide,Geoffrey Luxenberg,WF,359,3.53%
State Representative 12,statewide,Joseph Arthur Young,PC,52,0.51%
State Representative 13,statewide,Jason Doucette,D,7518,63.63%
State Representative 13,statewide,Donna C Meier,R,3969,33.59%
State Representative 13,statewide,Jason Doucette,IND,328,2.78%
State Representative 14,statewide,"Steven King, Jr",D,5536,42.68%
State Representative 14,statewide,Tom Delnicki,R,6773,52.22%
State Representative 14,statewide,Tom Delnicki,IND,304,2.34%
State Representative 15,statewide,Bobby Gibson,D,10379,83.61%
State Representative 15,statewide,Quentin Johnson,R,2034,16.39%
State Representative 16,statewide,Melissa Osborne,D,9721,61.85%
State Representative 16,statewide,Michael Schulitz,R,5997,38.15%
State Representative 17,statewide,Eleni Kavros DeGraw,D,8681,59.09%
State Representative 17,statewide,Manju Gerber,R,5522,37.59%
State Representative 17,statewide,Eleni Kavros DeGraw,WF,275,1.87%
State Representative 17,statewide,Eleni Kavros DeGraw,IND,212,1.44%
State Representative 18,statewide,Jillian Gilchrest,D,10113,100.00%
State Representative 19,statewide,Tammy Exum,D,11481,100.00%
State Representative 20,statewide,Kate Farrar,D,8391,87.75%
State Representative 20,statewide,Kate Farrar,WF,1171,12.25%
State Representative 21,statewide,Mike Demicco,D,8392,61.12%
State Representative 21,statewide,Johnny Carrier,R,4834,35.21%
State Representative 21,statewide,Mike Demicco,WF,313,2.28%
State Representative 21,statewide,Mike Demicco,IND,192,1.40%
State Representative 22,statewide,Rebecca Martinez,D,5984,47.27%
State Representative 22,statewide,Francis Rexford Cooley,R,6108,48.25%
State Representative 22,statewide,Rebecca Martinez,WF,363,2.87%
State Representative 22,statewide,Rebecca Martinez,IND,204,1.61%
State Representative 23,statewide,Jane Wisialowski,D,7369,47.16%
State Representative 23,statewide,Devin R Carney,R,7758,49.65%
State Representative 23,statewide,Jane Wisialowski,WF,213,1.36%
State Representative 23,statewide,Devin R Carney,IND,286,1.83%
State Representative 24,statewide,"Emmanuel ""Manny"" Sanchez",D,4700,60.88%
State Representative 24,statewide,Alden Russell,R,2631,34.08%
State Representative 24,statewide,"Emmanuel ""Manny"" Sanchez",WF,362,4.69%
State Representative 24,statewide,Alfred P. Mayo,PC,27,0.35%
State Representative 25,statewide,"Robert ""Bobby"" Sanchez",D,3614,70.08%
State Representative 25,statewide,Jamie Vaughan,R,1543,29.92%
State Representative 26,statewide,David DeFronzo,D,4042,55.78%
State Representative 26,statewide,Barbara Marino,R,2910,40.16%
State Representative 26,statewide,David DeFronzo,WF,294,4.06%
State Representative 27,statewide,Gary Turco,D,7381,76.92%
State Representative 27,statewide,Gary Turco,WF,1106,11.53%
State Representative 27,statewide,Stephen P. Ellis,PC,1109,11.56%
State Representative 28,statewide,Amy Morrin Bello,D,7557,55.94%
State Representative 28,statewide,William Davidson,R,5480,40.56%
State Representative 28,statewide,Amy Morrin Bello,WF,473,3.50%
State Representative 29,statewide,Kerry Szeps Wood,D,6729,57.62%
State Representative 29,statewide,Edward V. Charamut,R,4950,42.38%
State Representative 30,statewide,Donna M. Veach,R,9344,100.00%
State Representative 31,statewide,Jill Barry,D,9367,88.57%
State Representative 31,statewide,Jill Barry,IND,1209,11.43%
State Representative 32,statewide,Christie M. Carpino,R,10215,100.00%
State Representative 33,statewide,Brandon Chafee,D,6510,75.87%
State Representative 33,statewide,Brandon Chafee,IND,1080,12.59%
State Representative 33,statewide,Robert Kyle Hoggard,WE,698,8.14%
State Representative 33,statewide,Christine Leigh Rebstock,PC,292,3.40%
State Representative 34,statewide,Richard E. Knotek,D,6530,44.86%
State Representative 34,statewide,Irene Haines,R,7730,53.11%
State Representative 34,statewide,David Brice Cassenti,IND,296,2.03%
State Representative 35,statewide,Cinzia Lettieri,D,6848,47.71%
State Representative 35,statewide,Chris Aniskovich,R,7019,48.90%
State Representative 35,statewide,Cinzia Lettieri,WF,254,1.77%
State Representative 35,statewide,Chris Aniskovich,IND,233,1.62%
State Representative 36,statewide,Renee LaMark Muir,D,8022,53.00%
State Representative 36,statewide,Kathryn Russell,R,7114,47.00%
State Representative 37,statewide,Nick Menapace,D,7405,48.18%
State Representative 37,statewide,Holly H. Cheeseman,R,7302,47.51%
State Representative 37,statewide,Nick Menapace,WF,330,2.15%
State Representative 37,statewide,Holly H. Cheeseman,IND,334,2.17%
State Representative 38,statewide,Nick Gauthier,D,6745,46.93%
State Representative 38,statewide,Kathleen M. McCarty,R,7100,49.39%
State Representative 38,statewide,Nick Gauthier,WF,320,2.23%
State Representative 38,statewide,Nick Gauthier,IND,209,1.45%
State Representative 39,statewide,Anthony Nolan,D,4803,73.02%
State Representative 39,statewide,Beloved Grace Carter,R,1273,19.35%
State Representative 39,statewide,Anthony Nolan,WF,502,7.63%
State Representative 40,statewide,Christine Conley,D,5682,60.69%
State Representative 40,statewide,Susan Deane-Shinbrot,R,3167,33.83%
State Representative 40,statewide,Christine Conley,WF,284,3.03%
State Representative 40,statewide,Christine Conley,IND,229,2.45%
State Representative 41,statewide,Aundre Bumgardner,D,8855,80.61%
State Representative 41,statewide,Aundre Bumgardner,WF,1368,12.45%
State Representative 41,statewide,Aundre Bumgardner,IND,762,6.94%
State Representative 42,statewide,Savet Constantine,D,7026,50.91%
State Representative 42,statewide,Kim Healy,R,6480,46.95%
State Representative 42,statewide,Kim Healy,IND,295,2.14%
State Representative 43,statewide,Ty Lamb,D,5679,42.12%
State Representative 43,statewide,Greg Howard,R,7805,57.88%
State Representative 44,statewide,Samantha Derenthal,D,3746,33.98%
State Representative 44,statewide,Anne Dubay Dauphinais,R,6982,63.34%
State Representative 44,statewide,Samantha Derenthal,IND,295,2.68%
State Representative 45,statewide,Kayla Thompson,D,4899,37.21%
State Representative 45,statewide,Brian L. Lanoue,R,8267,62.79%
State Representative 46,statewide,Derell Wilson,D,4468,60.86%
State Representative 46,statewide,Nicholas Casiano,R,2509,34.17%
State Representative 46,statewide,Derell Wilson,WF,365,4.97%
State Representative 47,statewide,Aaron Spruance,D,4872,37.35%
State Representative 47,statewide,Doug Dubitsky,R,8173,62.65%
State Representative 48,statewide,Christopher Rivers,D,6714,45.68%
State Representative 48,statewide,Mark DeCaprio,R,7506,51.06%
State Representative 48,statewide,Christopher Rivers,WF,304,2.07%
State Representative 48,statewide,Lance Lusignan,IND,175,1.19%
State Representative 49,statewide,Susan Johnson,D,4628,84.59%
State Representative 49,statewide,Susan Johnson,WF,843,15.41%
State Representative 50,statewide,Pat Boyd,D,9136,100.00%
State Representative 51,statewide,Renee LaPalme Waldron,D,4834,40.44%
State Representative 51,statewide,Chris Stewart,R,6519,54.54%
State Representative 51,statewide,Renee LaPalme Waldron,WF,338,2.83%
State Representative 51,statewide,Renee LaPalme Waldron,IND,262,2.19%
State Representative 52,statewide,Ethan R Werstler,D,6202,42.41%
State Representative 52,statewide,Kurt Vail,R,8421,57.59%
State Representative 53,statewide,Ann Bonney,D,5875,41.51%
State Representative 53,statewide,Tammy Nuccio,R,7761,54.83%
State Representative 53,statewide,Ann Bonney,WF,243,1.72%
State Representative 53,statewide,Tammy Nuccio,IND,275,1.94%
State Representative 54,statewide,Gregg Haddad,D,5292,70.71%
State Representative 54,statewide,Aaron Bowman,R,1933,25.83%
State Representative 54,statewide,Gregg Haddad,WF,259,3.46%
State Representative 55,statewide,Amanda Veneziano,D,6786,42.32%
State Representative 55,statewide,Steve Weir,R,8849,55.18%
State Representative 55,statewide,Amanda Veneziano,WF,222,1.38%
State Representative 55,statewide,Amanda Veneziano,IND,179,1.12%
State Representative 56,statewide,Kevin Brown,D,5869,56.65%
State Representative 56,statewide,Brian Motola,R,4096,39.54%
State Representative 56,statewide,Kevin Brown,WF,255,2.46%
State Representative 56,statewide,Kevin Brown,IND,140,1.35%
State Representative 57,statewide,Jaime S. Foster,D,6720,50.37%
State Representative 57,statewide,Jennifer Dzen,R,6261,46.93%
State Representative 57,statewide,Jaime S. Foster,IND,360,2.70%
State Representative 58,statewide,John Santanella,D,5389,53.57%
State Representative 58,statewide,Robert Hendrickson,R,4348,43.22%
State Representative 58,statewide,John Santanella,IND,322,3.20%
State Representative 59,statewide,Rick LeBorious,D,6021,49.27%
State Representative 59,statewide,Carol Hall,R,6199,50.73%
State Representative 60,statewide,Jane Garibay,D,8235,61.47%
State Representative 60,statewide,Lenworth Walker,R,4629,34.55%
State Representative 60,statewide,Jane Garibay,WF,364,2.72%
State Representative 60,statewide,Jane Garibay,IND,169,1.26%
State Representative 61,statewide,Michael Malloy,D,5656,40.58%
State Representative 61,statewide,Tami Zawistowski,R,8281,59.42%
State Representative 62,statewide,Kim Becker,D,6765,44.48%
State Representative 62,statewide,Mark W. Anderson,R,7921,52.08%
State Representative 62,statewide,Kim Becker,WF,272,1.79%
State Representative 62,statewide,Mark W. Anderson,IND,251,1.65%
State Representative 63,statewide,Jay M. Case,R,9448,100.00%
State Representative 64,statewide,Maria Horn,D,8675,61.82%
State Representative 64,statewide,Barbara L. Breor,R,4959,35.34%
State Representative 64,statewide,Maria Horn,WF,246,1.75%
State Representative 64,statewide,Maria Horn,IND,152,1.08%
State Representative 65,statewide,Michelle L. Cook,D,4632,49.71%
State Representative 65,statewide,Joe Canino,R,4686,50.29%
State Representative 66,statewide,Sharon Sherman,D,6673,43.92%
State Representative 66,statewide,Karen Reddington-Hughes,R,8522,56.08%
State Representative 67,statewide,Alexandra Thomas,D,4033,36.26%
State Representative 67,statewide,William Buckbee,R,6673,59.99%
State Representative 67,statewide,William Buckbee,IND,417,3.75%
State Representative 68,statewide,Joe Polletta,R,9905,100.00%
State Representative 69,statewide,Ed Edelson,D,6753,45.98%
State Representative 69,statewide,Jason Buchsbaum,R,7933,54.02%
State Representative 70,statewide,Jeff Litke,D,4257,41.72%
State Representative 70,statewide,Seth Bronko,R,5618,55.06%
State Representative 70,statewide,Jeff Litke,IND,328,3.21%
State Representative 71,statewide,William J. Pizzuto,R,6936,100.00%
State Representative 72,statewide,Larry B. Butler,D,3486,89.71%
State Representative 72,statewide,Larry B. Butler,IND,400,10.29%
State Representative 73,statewide,Ronald A Napoli Jr,D,4583,60.09%
State Representative 73,statewide,Abigail Pizarro,R,2560,33.56%
State Representative 73,statewide,Ronald A Napoli Jr,WF,265,3.47%
State Representative 73,statewide,Ronald A Napoli Jr,IND,219,2.87%
State Representative 74,statewide,Michael DiGiovancarlo,D,4817,100.00%
State Representative 75,statewide,Geraldo C. Reyes Jr.,D,2848,100.00%
State Representative 76,statewide,Stephen Simonin,D,4577,31.75%
State Representative 76,statewide,John Piscopo,R,9840,68.25%
State Representative 77,statewide,Cara C. Pavalock-D'Amato,R,6669,69.22%
State Representative 77,statewide,"Mary ""Mim"" Rydingsward",WF,1844,19.14%
State Representative 77,statewide,"Mary ""Mim"" Rydingsward",IND,1122,11.65%
State Representative 78,statewide,Joe Hoxha,R,8443,100.00%
State Representative 79,statewide,Mary B. Fortier,D,4806,51.66%
State Representative 79,statewide,David Schrager,R,4053,43.56%
State Representative 79,statewide,Mary B. Fortier,WF,286,3.07%
State Representative 79,statewide,Mary B. Fortier,IND,159,1.71%
State Representative 80,statewide,Gale L. Mastrofrancesco,R,10251,100.00%
State Representative 80,statewide,Ashley Kathleen Frazer,WI,0,0.00%
State Representative 81,statewide,Chris Poulos,D,7249,52.32%
State Representative 81,statewide,James E. Morelli Jr.,R,6098,44.01%
State Representative 81,statewide,Chris Poulos,IND,509,3.67%
State Representative 82,statewide,Michael D. Quinn,D,5723,56.52%
State Representative 82,statewide,Lamar Terrell,R,3995,39.45%
State Representative 82,statewide,Michael D. Quinn,WF,408,4.03%
State Representative 83,statewide,Jack Fazzino,D,6281,49.86%
State Representative 83,statewide,Joseph Vollano,R,5703,45.27%
State Representative 83,statewide,Jack Fazzino,WF,401,3.18%
State Representative 83,statewide,Jack Fazzino,IND,213,1.69%
State Representative 84,statewide,Hilda E. Santiago,D,4074,100.00%
State Representative 85,statewide,Mary M. Mushinsky,D,7571,52.12%
State Representative 85,statewide,"Jerry Farrell, Jr.",R,6358,43.77%
State Representative 85,statewide,Mary M. Mushinsky,WF,392,2.70%
State Representative 85,statewide,Mary M. Mushinsky,IND,205,1.41%
State Representative 86,statewide,Vincent J. Candelora,R,10043,100.00%
State Representative 87,statewide,Kieran Ahern,D,4251,29.31%
State Representative 87,statewide,David W. Yaccarino,R,10058,69.34%
State Representative 87,statewide,Kieran Ahern,WF,197,1.36%
State Representative 88,statewide,Joshua Elliott,D,6998,89.99%
State Representative 88,statewide,Joshua Elliott,WF,778,10.01%
State Representative 89,statewide,Lezlye Zupkus,R,10263,100.00%
State Representative 89,statewide,Stuart R. Korchin,WI,0,0.00%
State Representative 90,statewide,Rebecca Hyland,D,6974,43.87%
State Representative 90,statewide,Craig Fishbein,R,8336,52.44%
State Representative 90,statewide,Rebecca Hyland,WF,342,2.15%
State Representative 90,statewide,Craig Fishbein,IND,245,1.54%
State Representative 91,statewide,Laurie Sweet,D,7921,91.05%
State Representative 91,statewide,Laurie Sweet,WF,779,8.95%
State Representative 92,statewide,Patricia A. Dillon,D,6844,89.05%
State Representative 92,statewide,Morris Sumpter,R,842,10.95%
State Representative 93,statewide,Toni E. Walker,D,4760,100.00%
State Representative 94,statewide,Steven B. Winter,D,5936,100.00%
State Representative 95,statewide,Juan Candelaria,D,3454,100.00%
State Representative 96,statewide,Roland J. Lemar,D,6560,86.02%
State Representative 96,statewide,Andrea DiLieto Zola,R,956,12.54%
State Representative 96,statewide,Andrea DiLieto Zola,IND,110,1.44%
State Representative 97,statewide,Alphonse Paolillo Jr.,D,5610,74.24%
State Representative 97,statewide,Anthony Acri,R,1947,25.76%
State Representative 98,statewide,Moira Rader,D,9431,61.61%
State Representative 98,statewide,Richard S. DiNardo,R,5534,36.15%
State Representative 98,statewide,Moira Rader,WF,343,2.24%
State Representative 99,statewide,Joe Zullo,R,7840,100.00%
State Representative 100,statewide,Kai Juanna Belton,D,6353,58.64%
State Representative 100,statewide,Nigel Macon-Wilson,R,3949,36.45%
State Representative 100,statewide,Kai Juanna Belton,WF,532,4.91%
State Representative 101,statewide,John-Michael Parker,D,8428,55.36%
State Representative 101,statewide,Lisa Deane,R,6361,41.78%
State Representative 101,statewide,John-Michael Parker,WF,224,1.47%
State Representative 101,statewide,John-Michael Parker,IND,211,1.39%
State Representative 102,statewide,Robin Comey,D,6945,51.34%
State Representative 102,statewide,Ray Ingraham,R,6260,46.28%
State Representative 102,statewide,Robin Comey,WF,322,2.38%
State Representative 103,statewide,Liz Linehan,D,9696,100.00%
State Representative 104,statewide,Kara Rochelle,D,4604,49.31%
State Representative 104,statewide,David S Cassetti,R,4176,44.73%
State Representative 104,statewide,Kara Rochelle,WF,438,4.69%
State Representative 104,statewide,Thomas G. Egan,IND,118,1.26%
State Representative 105,statewide,Nicole Klarides-Ditria,R,9476,100.00%
State Representative 106,statewide,Michelle Embree Ku,D,7257,46.34%
State Representative 106,statewide,Mitch Bolinsky,R,8127,51.89%
State Representative 106,statewide,Michelle Embree Ku,IND,278,1.77%
State Representative 107,statewide,Aaron Zimmer,D,6339,44.58%
State Representative 107,statewide,Martin J. Foncello,R,7480,52.61%
State Representative 107,statewide,Aaron Zimmer,WF,220,1.55%
State Representative 107,statewide,Aaron Zimmer,IND,179,1.26%
State Representative 108,statewide,Anne Weisberg,D,5222,40.19%
State Representative 108,statewide,Patrick Callahan,R,7540,58.03%
State Representative 108,statewide,Anne Weisberg,WF,231,1.78%
State Representative 109,statewide,Farley A. Santos,D,4199,52.14%
State Representative 109,statewide,Brenda Santopolo Hefferon,R,3506,43.53%
State Representative 109,statewide,Farley A. Santos,WF,253,3.14%
State Representative 109,statewide,Farley A. Santos,IND,96,1.19%
State Representative 110,statewide,Bob Godfrey,D,3090,57.14%
State Representative 110,statewide,Austin Monteiro,R,2129,39.37%
State Representative 110,statewide,Bob Godfrey,WF,189,3.49%
State Representative 111,statewide,Aimee Berger-Girvalo,D,8128,57.88%
State Representative 111,statewide,Colette Kabasakalian,R,5647,40.21%
State Representative 111,statewide,Aimee Berger-Girvalo,IND,269,1.92%
State Representative 112,statewide,Beth Cliff,D,6153,41.55%
State Representative 112,statewide,Tony Scott,R,8328,56.24%
State Representative 112,statewide,Beth Cliff,WF,148,1.00%
State Representative 112,statewide,Beth Cliff,IND,179,1.21%
State Representative 113,statewide,Jason Perillo,R,9346,100.00%
State Representative 114,statewide,Mary Welander,D,7867,86.26%
State Representative 114,statewide,Mary Welander,IND,1253,13.74%
State Representative 115,statewide,William J. Heffernan III,D,5705,100.00%
State Representative 116,statewide,Trenee McGee,D,4521,100.00%
State Representative 117,statewide,MJ Shannon,D,6773,49.30%
State Representative 117,statewide,Raymond V. Collins III,R,6594,48.00%
State Representative 117,statewide,MJ Shannon,WF,186,1.35%
State Representative 117,statewide,MJ Shannon,IND,185,1.35%
State Representative 118,statewide,Frank Smith,D,6842,53.23%
State Representative 118,statewide,Mark Macchio,R,5618,43.71%
State Representative 118,statewide,Frank Smith,WF,394,3.07%
State Representative 119,statewide,Etan Hirsch,D,5534,42.63%
State Representative 119,statewide,Kathy Kennedy,R,7169,55.23%
