office,town,candidate,party,votes,vote_percent
State Representative 145 to Fill a Vacancy,statewide,Corey Paris,D,730,76.44%
State Representative 145 to Fill a Vacancy,statewide,Juan David Ospina,R,225,23.56%
State Representative 145 to Fill a Vacancy,Stamford,Corey Paris,D,730,76.44%
State Representative 145 to Fill a Vacancy,Stamford,Juan David Ospina,R,225,23.56%
