office,town,candidate,party,votes,vote_percent
State Representative 144th District to Fill Vacancy,statewide,Hubert Douglas Delany,D,1661,55.66%
State Representative 144th District to Fill Vacancy,statewide,Danny Melchionne,R,1323,44.34%
State Representative 144th District to Fill Vacancy,Stamford,Hubert Douglas Delany,D,1661,55.66%
State Representative 144th District to Fill Vacancy,Stamford,Danny Melchionne,R,1323,44.34%
