office,town,candidate,party,votes,vote_percent
Representative in Congress 05,Goshen,Richard DuPont,R,81,26.82%
Treasurer,Goshen,Thad Gray,R,214,69.93%
Treasurer,Goshen,Art Linares,R,92,30.07%
Comptroller,Goshen,Kurt Miller,R,143,44.41%
Comptroller,Goshen,Mark Greenberg,R,179,55.59%
Attorney General,Goshen,Sue Hatfield,R,259,84.09%
Attorney General,Goshen,John Shaban,R,49,15.91%
Governor,Granby,Mark Boughton,R,163,17.53%
Governor,Granby,Timothy M Herbst,R,193,20.75%
Governor,Granby,Steve Obsitnik,R,118,12.69%
Governor,Granby,Bob Stefanowski,R,237,25.48%
Governor,Granby,David Stemerman,R,219,23.55%
Lieutenant Governor,Granby,Joe Markley,R,479,52.75%
Lieutenant Governor,Granby,Jayme Stevenson,R,126,13.88%
Lieutenant Governor,Granby,Erin E Stewart,R,303,33.37%
United States Senator,Granby,Matthew Corey,R,716,83.45%
United States Senator,Granby,Dominic Rapini,R,142,16.55%
Treasurer,Granby,Thad Gray,R,472,54.50%
Treasurer,Granby,Art Linares,R,394,45.50%
Comptroller,Granby,Kurt Miller,R,430,49.83%
Comptroller,Granby,Mark Greenberg,R,433,50.17%
Attorney General,Granby,Sue Hatfield,R,711,81.63%
Attorney General,Granby,John Shaban,R,160,18.37%
Governor,Greenwich,Mark Boughton,R,558,17.80%
Governor,Greenwich,Timothy M Herbst,R,392,12.50%
Governor,Greenwich,Steve Obsitnik,R,716,22.84%
Governor,Greenwich,Bob Stefanowski,R,633,20.19%
Governor,Greenwich,David Stemerman,R,836,26.67%
Lieutenant Governor,Greenwich,Joe Markley,R,1191,40.58%
Lieutenant Governor,Greenwich,Jayme Stevenson,R,870,29.64%
Lieutenant Governor,Greenwich,Erin E Stewart,R,874,29.78%
United States Senator,Greenwich,Matthew Corey,R,2016,73.47%
United States Senator,Greenwich,Dominic Rapini,R,728,26.53%
Treasurer,Greenwich,Thad Gray,R,1998,70.30%
Treasurer,Greenwich,Art Linares,R,844,29.70%
Comptroller,Greenwich,Kurt Miller,R,1761,64.15%
Comptroller,Greenwich,Mark Greenberg,R,984,35.85%
Attorney General,Greenwich,Sue Hatfield,R,2104,74.03%
Attorney General,Greenwich,John Shaban,R,738,25.97%
Governor,Griswold,Mark Boughton,R,45,9.11%
Governor,Griswold,Timothy M Herbst,R,180,36.44%
Governor,Griswold,Steve Obsitnik,R,70,14.17%
Governor,Griswold,Bob Stefanowski,R,138,27.94%
Governor,Griswold,David Stemerman,R,61,12.35%
Lieutenant Governor,Griswold,Joe Markley,R,211,44.42%
Lieutenant Governor,Griswold,Jayme Stevenson,R,130,27.37%
Lieutenant Governor,Griswold,Erin E Stewart,R,134,28.21%
United States Senator,Griswold,Matthew Corey,R,348,76.15%
United States Senator,Griswold,Dominic Rapini,R,109,23.85%
Treasurer,Griswold,Thad Gray,R,203,44.23%
Treasurer,Griswold,Art Linares,R,256,55.77%
Comptroller,Griswold,Kurt Miller,R,228,50.33%
Comptroller,Griswold,Mark Greenberg,R,225,49.67%
Attorney General,Griswold,Sue Hatfield,R,408,85.89%
Attorney General,Griswold,John Shaban,R,67,14.11%
Governor,Groton,Mark Boughton,R,145,12.38%
Governor,Groton,Timothy M Herbst,R,278,23.74%
Governor,Groton,Steve Obsitnik,R,279,23.83%
Governor,Groton,Bob Stefanowski,R,317,27.07%
Governor,Groton,David Stemerman,R,152,12.98%
Lieutenant Governor,Groton,Joe Markley,R,510,45.78%
Lieutenant Governor,Groton,Jayme Stevenson,R,270,24.24%
Lieutenant Governor,Groton,Erin E Stewart,R,334,29.98%
United States Senator,Groton,Matthew Corey,R,812,76.53%
United States Senator,Groton,Dominic Rapini,R,249,23.47%
Treasurer,Groton,Thad Gray,R,519,47.88%
Treasurer,Groton,Art Linares,R,565,52.12%
Comptroller,Groton,Kurt Miller,R,542,51.47%
Comptroller,Groton,Mark Greenberg,R,511,48.53%
Attorney General,Groton,Sue Hatfield,R,900,82.27%
Attorney General,Groton,John Shaban,R,194,17.73%
Governor,Guilford,Mark Boughton,R,163,13.66%
Governor,Guilford,Timothy M Herbst,R,176,14.75%
Governor,Guilford,Steve Obsitnik,R,152,12.74%
Governor,Guilford,Bob Stefanowski,R,515,43.17%
Governor,Guilford,David Stemerman,R,187,15.67%
Lieutenant Governor,Guilford,Joe Markley,R,588,50.87%
Lieutenant Governor,Guilford,Jayme Stevenson,R,248,21.45%
Lieutenant Governor,Guilford,Erin E Stewart,R,320,27.68%
United States Senator,Guilford,Matthew Corey,R,775,69.82%
United States Senator,Guilford,Dominic Rapini,R,335,30.18%
Treasurer,Guilford,Thad Gray,R,588,53.31%
Treasurer,Guilford,Art Linares,R,515,46.69%
Comptroller,Guilford,Kurt Miller,R,530,47.79%
Comptroller,Guilford,Mark Greenberg,R,579,52.21%
Attorney General,Guilford,Sue Hatfield,R,922,82.10%
Attorney General,Guilford,John Shaban,R,201,17.90%
Governor,Haddam,Mark Boughton,R,93,15.60%
Governor,Haddam,Timothy M Herbst,R,189,31.71%
Governor,Haddam,Steve Obsitnik,R,71,11.91%
Governor,Haddam,Bob Stefanowski,R,149,25.00%
Governor,Haddam,David Stemerman,R,94,15.77%
Lieutenant Governor,Haddam,Joe Markley,R,265,45.61%
Lieutenant Governor,Haddam,Jayme Stevenson,R,102,17.56%
Lieutenant Governor,Haddam,Erin E Stewart,R,214,36.83%
United States Senator,Haddam,Matthew Corey,R,419,75.63%
United States Senator,Haddam,Dominic Rapini,R,135,24.37%
Treasurer,Haddam,Thad Gray,R,121,20.79%
Treasurer,Haddam,Art Linares,R,461,79.21%
Comptroller,Haddam,Kurt Miller,R,275,49.02%
Comptroller,Haddam,Mark Greenberg,R,286,50.98%
Attorney General,Haddam,Sue Hatfield,R,455,80.11%
Attorney General,Haddam,John Shaban,R,113,19.89%
Governor,Hamden,Mark Boughton,R,238,16.94%
Governor,Hamden,Timothy M Herbst,R,248,17.65%
Governor,Hamden,Steve Obsitnik,R,161,11.46%
Governor,Hamden,Bob Stefanowski,R,589,41.92%
Governor,Hamden,David Stemerman,R,169,12.03%
Lieutenant Governor,Hamden,Joe Markley,R,581,43.59%
Lieutenant Governor,Hamden,Jayme Stevenson,R,307,23.03%
Lieutenant Governor,Hamden,Erin E Stewart,R,445,33.38%
United States Senator,Hamden,Matthew Corey,R,702,54.38%
United States Senator,Hamden,Dominic Rapini,R,589,45.62%
Treasurer,Hamden,Thad Gray,R,682,53.32%
Treasurer,Hamden,Art Linares,R,597,46.68%
Comptroller,Hamden,Kurt Miller,R,694,54.91%
Comptroller,Hamden,Mark Greenberg,R,570,45.09%
Attorney General,Hamden,Sue Hatfield,R,1011,77.95%
Attorney General,Hamden,John Shaban,R,286,22.05%
Governor,Hampton,Mark Boughton,R,16,14.55%
Governor,Hampton,Timothy M Herbst,R,33,30.00%
Governor,Hampton,Steve Obsitnik,R,24,21.82%
Governor,Hampton,Bob Stefanowski,R,23,20.91%
Governor,Hampton,David Stemerman,R,14,12.73%
Lieutenant Governor,Hampton,Joe Markley,R,57,53.77%
Lieutenant Governor,Hampton,Jayme Stevenson,R,13,12.26%
Lieutenant Governor,Hampton,Erin E Stewart,R,36,33.96%
United States Senator,Hampton,Matthew Corey,R,66,66.67%
United States Senator,Hampton,Dominic Rapini,R,33,33.33%
Treasurer,Hampton,Thad Gray,R,49,49.00%
Treasurer,Hampton,Art Linares,R,51,51.00%
Comptroller,Hampton,Kurt Miller,R,56,54.90%
Comptroller,Hampton,Mark Greenberg,R,46,45.10%
Attorney General,Hampton,Sue Hatfield,R,76,72.38%
Attorney General,Hampton,John Shaban,R,29,27.62%
Governor,Hartford,Mark Boughton,R,69,19.22%
Governor,Hartford,Timothy M Herbst,R,54,15.04%
Governor,Hartford,Steve Obsitnik,R,52,14.48%
Governor,Hartford,Bob Stefanowski,R,82,22.84%
Governor,Hartford,David Stemerman,R,102,28.41%
Lieutenant Governor,Hartford,Joe Markley,R,119,34.10%
Lieutenant Governor,Hartford,Jayme Stevenson,R,67,19.20%
Lieutenant Governor,Hartford,Erin E Stewart,R,163,46.70%
United States Senator,Hartford,Matthew Corey,R,257,76.72%
United States Senator,Hartford,Dominic Rapini,R,78,23.28%
Treasurer,Hartford,Thad Gray,R,143,43.47%
Treasurer,Hartford,Art Linares,R,186,56.53%
Comptroller,Hartford,Kurt Miller,R,142,43.03%
Comptroller,Hartford,Mark Greenberg,R,188,56.97%
Attorney General,Hartford,Sue Hatfield,R,263,77.13%
Attorney General,Hartford,John Shaban,R,78,22.87%
Governor,Hartland,Mark Boughton,R,26,11.71%
Governor,Hartland,Timothy M Herbst,R,77,34.68%
Governor,Hartland,Steve Obsitnik,R,38,17.12%
Governor,Hartland,Bob Stefanowski,R,51,22.97%
Governor,Hartland,David Stemerman,R,30,13.51%
Lieutenant Governor,Hartland,Joe Markley,R,159,72.27%
Lieutenant Governor,Hartland,Jayme Stevenson,R,23,10.45%
Lieutenant Governor,Hartland,Erin E Stewart,R,38,17.27%
United States Senator,Hartland,Matthew Corey,R,181,84.98%
United States Senator,Hartland,Dominic Rapini,R,32,15.02%
Treasurer,Hartland,Thad Gray,R,110,51.16%
Treasurer,Hartland,Art Linares,R,105,48.84%
Comptroller,Hartland,Kurt Miller,R,106,50.48%
Comptroller,Hartland,Mark Greenberg,R,104,49.52%
Attorney General,Hartland,Sue Hatfield,R,164,76.64%
Attorney General,Hartland,John Shaban,R,50,23.36%
Governor,Harwinton,Mark Boughton,R,67,13.11%
Governor,Harwinton,Timothy M Herbst,R,111,21.72%
Governor,Harwinton,Steve Obsitnik,R,58,11.35%
Governor,Harwinton,Bob Stefanowski,R,154,30.14%
Governor,Harwinton,David Stemerman,R,121,23.68%
Lieutenant Governor,Harwinton,Joe Markley,R,273,54.06%
Lieutenant Governor,Harwinton,Jayme Stevenson,R,64,12.67%
Lieutenant Governor,Harwinton,Erin E Stewart,R,168,33.27%
United States Senator,Harwinton,Matthew Corey,R,375,80.13%
United States Senator,Harwinton,Dominic Rapini,R,93,19.87%
Representative in Congress 05,Harwinton,Manny Santos,R,229,47.81%
Representative in Congress 05,Harwinton,Ruby Corby-O'Neill,R,134,27.97%
Representative in Congress 05,Harwinton,Richard DuPont,R,116,24.22%
Treasurer,Harwinton,Thad Gray,R,274,58.55%
Treasurer,Harwinton,Art Linares,R,194,41.45%
Comptroller,Harwinton,Kurt Miller,R,191,39.96%
Comptroller,Harwinton,Mark Greenberg,R,287,60.04%
Attorney General,Harwinton,Sue Hatfield,R,389,81.21%
Attorney General,Harwinton,John Shaban,R,90,18.79%
Governor,Hebron,Mark Boughton,R,84,13.59%
Governor,Hebron,Timothy M Herbst,R,96,15.53%
Governor,Hebron,Steve Obsitnik,R,78,12.62%
Governor,Hebron,Bob Stefanowski,R,182,29.45%
Governor,Hebron,David Stemerman,R,178,28.80%
Lieutenant Governor,Hebron,Joe Markley,R,233,38.45%
Lieutenant Governor,Hebron,Jayme Stevenson,R,109,17.99%
Lieutenant Governor,Hebron,Erin E Stewart,R,264,43.56%
United States Senator,Hebron,Matthew Corey,R,454,79.37%
United States Senator,Hebron,Dominic Rapini,R,118,20.63%
Treasurer,Hebron,Thad Gray,R,347,59.72%
Treasurer,Hebron,Art Linares,R,234,40.28%
Comptroller,Hebron,Kurt Miller,R,285,50.00%
Comptroller,Hebron,Mark Greenberg,R,285,50.00%
Attorney General,Hebron,Sue Hatfield,R,481,82.22%
Attorney General,Hebron,John Shaban,R,104,17.78%
Governor,Kent,Mark Boughton,R,78,47.27%
Governor,Kent,Timothy M Herbst,R,16,9.70%
Governor,Kent,Steve Obsitnik,R,21,12.73%
Governor,Kent,Bob Stefanowski,R,32,19.39%
Governor,Kent,David Stemerman,R,18,10.91%
Lieutenant Governor,Kent,Joe Markley,R,78,49.37%
Lieutenant Governor,Kent,Jayme Stevenson,R,32,20.25%
Lieutenant Governor,Kent,Erin E Stewart,R,48,30.38%
United States Senator,Kent,Matthew Corey,R,139,89.68%
United States Senator,Kent,Dominic Rapini,R,16,10.32%
Representative in Congress 05,Kent,Manny Santos,R,54,34.62%
Representative in Congress 05,Kent,Ruby Corby-O'Neill,R,79,50.64%
Representative in Congress 05,Kent,Richard DuPont,R,23,14.74%
Treasurer,Kent,Thad Gray,R,110,70.06%
Treasurer,Kent,Art Linares,R,47,29.94%
Comptroller,Kent,Kurt Miller,R,78,49.06%
Comptroller,Kent,Mark Greenberg,R,81,50.94%
Attorney General,Kent,Sue Hatfield,R,135,85.99%
Attorney General,Kent,John Shaban,R,22,14.01%
Governor,Killingly,Mark Boughton,R,51,9.92%
Governor,Killingly,Timothy M Herbst,R,135,26.26%
Governor,Killingly,Steve Obsitnik,R,71,13.81%
Governor,Killingly,Bob Stefanowski,R,182,35.41%
Governor,Killingly,David Stemerman,R,75,14.59%
Lieutenant Governor,Killingly,Joe Markley,R,337,65.44%
Lieutenant Governor,Killingly,Jayme Stevenson,R,84,16.31%
Lieutenant Governor,Killingly,Erin E Stewart,R,94,18.25%
United States Senator,Killingly,Matthew Corey,R,415,83.84%
United States Senator,Killingly,Dominic Rapini,R,80,16.16%
Treasurer,Killingly,Thad Gray,R,293,59.55%
Treasurer,Killingly,Art Linares,R,199,40.45%
Comptroller,Killingly,Kurt Miller,R,248,51.03%
Comptroller,Killingly,Mark Greenberg,R,238,48.97%
Attorney General,Killingly,Sue Hatfield,R,409,82.63%
Attorney General,Killingly,John Shaban,R,86,17.37%
Governor,Killingworth,Mark Boughton,R,73,15.24%
Governor,Killingworth,Timothy M Herbst,R,126,26.30%
Governor,Killingworth,Steve Obsitnik,R,51,10.65%
Governor,Killingworth,Bob Stefanowski,R,162,33.82%
Governor,Killingworth,David Stemerman,R,67,13.99%
Lieutenant Governor,Killingworth,Joe Markley,R,194,41.90%
Lieutenant Governor,Killingworth,Jayme Stevenson,R,101,21.81%
Lieutenant Governor,Killingworth,Erin E Stewart,R,168,36.29%
United States Senator,Killingworth,Matthew Corey,R,321,73.96%
United States Senator,Killingworth,Dominic Rapini,R,113,26.04%
Treasurer,Killingworth,Thad Gray,R,148,32.96%
Treasurer,Killingworth,Art Linares,R,301,67.04%
Comptroller,Killingworth,Kurt Miller,R,220,50.57%
Comptroller,Killingworth,Mark Greenberg,R,215,49.43%
Attorney General,Killingworth,Sue Hatfield,R,357,79.87%
Attorney General,Killingworth,John Shaban,R,90,20.13%
Governor,Lebanon,Mark Boughton,R,53,11.52%
Governor,Lebanon,Timothy M Herbst,R,119,25.87%
Governor,Lebanon,Steve Obsitnik,R,90,19.57%
Governor,Lebanon,Bob Stefanowski,R,119,25.87%
Governor,Lebanon,David Stemerman,R,79,17.17%
Lieutenant Governor,Lebanon,Joe Markley,R,194,43.11%
Lieutenant Governor,Lebanon,Jayme Stevenson,R,95,21.11%
Lieutenant Governor,Lebanon,Erin E Stewart,R,161,35.78%
United States Senator,Lebanon,Matthew Corey,R,337,79.67%
United States Senator,Lebanon,Dominic Rapini,R,86,20.33%
Treasurer,Lebanon,Thad Gray,R,220,50.23%
Treasurer,Lebanon,Art Linares,R,218,49.77%
Comptroller,Lebanon,Kurt Miller,R,208,49.06%
Comptroller,Lebanon,Mark Greenberg,R,216,50.94%
Attorney General,Lebanon,Sue Hatfield,R,347,78.86%
Attorney General,Lebanon,John Shaban,R,93,21.14%
Governor,Ledyard,Mark Boughton,R,130,16.80%
Governor,Ledyard,Timothy M Herbst,R,185,23.90%
Governor,Ledyard,Steve Obsitnik,R,168,21.71%
Governor,Ledyard,Bob Stefanowski,R,198,25.58%
Governor,Ledyard,David Stemerman,R,93,12.02%
Lieutenant Governor,Ledyard,Joe Markley,R,409,53.96%
Lieutenant Governor,Ledyard,Jayme Stevenson,R,169,22.30%
Lieutenant Governor,Ledyard,Erin E Stewart,R,180,23.75%
United States Senator,Ledyard,Matthew Corey,R,600,82.19%
United States Senator,Ledyard,Dominic Rapini,R,130,17.81%
Treasurer,Ledyard,Thad Gray,R,401,55.69%
Treasurer,Ledyard,Art Linares,R,319,44.31%
Comptroller,Ledyard,Kurt Miller,R,409,56.88%
Comptroller,Ledyard,Mark Greenberg,R,310,43.12%
Attorney General,Ledyard,Sue Hatfield,R,634,84.76%
Attorney General,Ledyard,John Shaban,R,114,15.24%
Governor,Lisbon,Mark Boughton,R,15,6.55%
Governor,Lisbon,Timothy M Herbst,R,52,22.71%
Governor,Lisbon,Steve Obsitnik,R,44,19.21%
Governor,Lisbon,Bob Stefanowski,R,87,37.99%
Governor,Lisbon,David Stemerman,R,31,13.54%
Lieutenant Governor,Lisbon,Joe Markley,R,110,51.89%
Lieutenant Governor,Lisbon,Jayme Stevenson,R,53,25.00%
Lieutenant Governor,Lisbon,Erin E Stewart,R,49,23.11%
United States Senator,Lisbon,Matthew Corey,R,164,82.41%
United States Senator,Lisbon,Dominic Rapini,R,35,17.59%
Treasurer,Lisbon,Thad Gray,R,115,57.79%
Treasurer,Lisbon,Art Linares,R,84,42.21%
Comptroller,Lisbon,Kurt Miller,R,87,44.16%
Comptroller,Lisbon,Mark Greenberg,R,110,55.84%
Attorney General,Lisbon,Sue Hatfield,R,173,80.47%
Attorney General,Lisbon,John Shaban,R,42,19.53%
Governor,Litchfield,Mark Boughton,R,157,21.16%
Governor,Litchfield,Timothy M Herbst,R,126,16.98%
Governor,Litchfield,Steve Obsitnik,R,84,11.32%
Governor,Litchfield,Bob Stefanowski,R,247,33.29%
Governor,Litchfield,David Stemerman,R,128,17.25%
Lieutenant Governor,Litchfield,Joe Markley,R,406,56.23%
Lieutenant Governor,Litchfield,Jayme Stevenson,R,110,15.24%
Lieutenant Governor,Litchfield,Erin E Stewart,R,206,28.53%
United States Senator,Litchfield,Matthew Corey,R,545,80.74%
United States Senator,Litchfield,Dominic Rapini,R,130,19.26%
Representative in Congress 05,Litchfield,Manny Santos,R,281,39.47%
Representative in Congress 05,Litchfield,Ruby Corby-O'Neill,R,242,33.99%
Representative in Congress 05,Litchfield,Richard DuPont,R,189,26.54%
Treasurer,Litchfield,Thad Gray,R,479,68.72%
Treasurer,Litchfield,Art Linares,R,218,31.28%
Comptroller,Litchfield,Kurt Miller,R,351,48.89%
Comptroller,Litchfield,Mark Greenberg,R,367,51.11%
Attorney General,Litchfield,Sue Hatfield,R,572,81.25%
Attorney General,Litchfield,John Shaban,R,132,18.75%
Governor,Lyme,Mark Boughton,R,22,10.68%
Governor,Lyme,Timothy M Herbst,R,39,18.93%
Governor,Lyme,Steve Obsitnik,R,34,16.50%
Governor,Lyme,Bob Stefanowski,R,70,33.98%
Governor,Lyme,David Stemerman,R,41,19.90%
Lieutenant Governor,Lyme,Joe Markley,R,61,31.44%
Lieutenant Governor,Lyme,Jayme Stevenson,R,52,26.80%
Lieutenant Governor,Lyme,Erin E Stewart,R,81,41.75%
United States Senator,Lyme,Matthew Corey,R,149,80.11%
United States Senator,Lyme,Dominic Rapini,R,37,19.89%
Treasurer,Lyme,Thad Gray,R,54,27.41%
Treasurer,Lyme,Art Linares,R,143,72.59%
Comptroller,Lyme,Kurt Miller,R,109,57.98%
Comptroller,Lyme,Mark Greenberg,R,79,42.02%
Attorney General,Lyme,Sue Hatfield,R,158,82.29%
Attorney General,Lyme,John Shaban,R,34,17.71%
Governor,Madison,Mark Boughton,R,157,11.09%
Governor,Madison,Timothy M Herbst,R,150,10.59%
Governor,Madison,Steve Obsitnik,R,176,12.43%
Governor,Madison,Bob Stefanowski,R,755,53.32%
Governor,Madison,David Stemerman,R,178,12.57%
Lieutenant Governor,Madison,Joe Markley,R,458,33.85%
Lieutenant Governor,Madison,Jayme Stevenson,R,337,24.91%
Lieutenant Governor,Madison,Erin E Stewart,R,558,41.24%
United States Senator,Madison,Matthew Corey,R,931,73.60%
United States Senator,Madison,Dominic Rapini,R,334,26.40%
Treasurer,Madison,Thad Gray,R,592,45.64%
Treasurer,Madison,Art Linares,R,705,54.36%
Comptroller,Madison,Kurt Miller,R,634,49.45%
Comptroller,Madison,Mark Greenberg,R,648,50.55%
Attorney General,Madison,Sue Hatfield,R,1064,81.97%
Attorney General,Madison,John Shaban,R,234,18.03%
Governor,Manchester,Mark Boughton,R,297,17.04%
Governor,Manchester,Timothy M Herbst,R,251,14.40%
Governor,Manchester,Steve Obsitnik,R,289,16.58%
Governor,Manchester,Bob Stefanowski,R,494,28.34%
Governor,Manchester,David Stemerman,R,412,23.64%
Lieutenant Governor,Manchester,Joe Markley,R,733,42.67%
Lieutenant Governor,Manchester,Jayme Stevenson,R,263,15.31%
Lieutenant Governor,Manchester,Erin E Stewart,R,722,42.03%
United States Senator,Manchester,Matthew Corey,R,1387,84.62%
United States Senator,Manchester,Dominic Rapini,R,252,15.38%
Treasurer,Manchester,Thad Gray,R,841,51.72%
Treasurer,Manchester,Art Linares,R,785,48.28%
Comptroller,Manchester,Kurt Miller,R,690,42.62%
Comptroller,Manchester,Mark Greenberg,R,929,57.38%
Attorney General,Manchester,Sue Hatfield,R,1335,80.66%
Attorney General,Manchester,John Shaban,R,320,19.34%
Governor,Mansfield,Mark Boughton,R,45,13.16%
Governor,Mansfield,Timothy M Herbst,R,57,16.67%
Governor,Mansfield,Steve Obsitnik,R,49,14.33%
Governor,Mansfield,Bob Stefanowski,R,104,30.41%
Governor,Mansfield,David Stemerman,R,87,25.44%
Lieutenant Governor,Mansfield,Joe Markley,R,137,41.27%
Lieutenant Governor,Mansfield,Jayme Stevenson,R,59,17.77%
Lieutenant Governor,Mansfield,Erin E Stewart,R,136,40.96%
United States Senator,Mansfield,Matthew Corey,R,261,83.12%
United States Senator,Mansfield,Dominic Rapini,R,53,16.88%
Treasurer,Mansfield,Thad Gray,R,179,56.83%
Treasurer,Mansfield,Art Linares,R,136,43.17%
Comptroller,Mansfield,Kurt Miller,R,164,51.74%
Comptroller,Mansfield,Mark Greenberg,R,153,48.26%
Attorney General,Mansfield,Sue Hatfield,R,268,82.72%
Attorney General,Mansfield,John Shaban,R,56,17.28%
Governor,Marlborough,Mark Boughton,R,44,10.92%
Governor,Marlborough,Timothy M Herbst,R,63,15.63%
Governor,Marlborough,Steve Obsitnik,R,52,12.90%
Governor,Marlborough,Bob Stefanowski,R,117,29.03%
Governor,Marlborough,David Stemerman,R,127,31.51%
Lieutenant Governor,Marlborough,Joe Markley,R,163,41.27%
Lieutenant Governor,Marlborough,Jayme Stevenson,R,45,11.39%
Lieutenant Governor,Marlborough,Erin E Stewart,R,187,47.34%
United States Senator,Marlborough,Matthew Corey,R,292,77.25%
United States Senator,Marlborough,Dominic Rapini,R,86,22.75%
Treasurer,Marlborough,Thad Gray,R,185,48.18%
Treasurer,Marlborough,Art Linares,R,199,51.82%
Comptroller,Marlborough,Kurt Miller,R,184,48.55%
Comptroller,Marlborough,Mark Greenberg,R,195,51.45%
Attorney General,Marlborough,Sue Hatfield,R,303,80.16%
Attorney General,Marlborough,John Shaban,R,75,19.84%
Governor,Meriden,Mark Boughton,R,260,18.49%
Governor,Meriden,Timothy M Herbst,R,292,20.77%
Governor,Meriden,Steve Obsitnik,R,146,10.38%
Governor,Meriden,Bob Stefanowski,R,503,35.78%
Governor,Meriden,David Stemerman,R,205,14.58%
Lieutenant Governor,Meriden,Joe Markley,R,851,61.58%
Lieutenant Governor,Meriden,Jayme Stevenson,R,149,10.78%
Lieutenant Governor,Meriden,Erin E Stewart,R,382,27.64%
United States Senator,Meriden,Matthew Corey,R,972,76.66%
United States Senator,Meriden,Dominic Rapini,R,296,23.34%
Representative in Congress 05,Meriden,Manny Santos,R,1077,78.96%
Representative in Congress 05,Meriden,Ruby Corby-O'Neill,R,162,11.88%
Representative in Congress 05,Meriden,Richard DuPont,R,125,9.16%
Treasurer,Meriden,Thad Gray,R,671,51.85%
Treasurer,Meriden,Art Linares,R,623,48.15%
Comptroller,Meriden,Kurt Miller,R,538,41.13%
Comptroller,Meriden,Mark Greenberg,R,770,58.87%
Attorney General,Meriden,Sue Hatfield,R,1054,80.21%
Attorney General,Meriden,John Shaban,R,260,19.79%
Governor,Middlebury,Mark Boughton,R,264,30.99%
Governor,Middlebury,Timothy M Herbst,R,110,12.91%
Governor,Middlebury,Steve Obsitnik,R,70,8.22%
Governor,Middlebury,Bob Stefanowski,R,234,27.46%
Governor,Middlebury,David Stemerman,R,174,20.42%
Lieutenant Governor,Middlebury,Joe Markley,R,428,52.45%
Lieutenant Governor,Middlebury,Jayme Stevenson,R,98,12.01%
Lieutenant Governor,Middlebury,Erin E Stewart,R,290,35.54%
United States Senator,Middlebury,Matthew Corey,R,574,74.55%
United States Senator,Middlebury,Dominic Rapini,R,196,25.45%
Representative in Congress 05,Middlebury,Manny Santos,R,398,50.51%
Representative in Congress 05,Middlebury,Ruby Corby-O'Neill,R,180,22.84%
Representative in Congress 05,Middlebury,Richard DuPont,R,210,26.65%
Treasurer,Middlebury,Thad Gray,R,523,68.28%
Treasurer,Middlebury,Art Linares,R,243,31.72%
Comptroller,Middlebury,Kurt Miller,R,435,55.63%
Comptroller,Middlebury,Mark Greenberg,R,347,44.37%
Attorney General,Middlebury,Sue Hatfield,R,602,76.30%
Attorney General,Middlebury,John Shaban,R,187,23.70%
Governor,Middlefield,Mark Boughton,R,35,13.57%
Governor,Middlefield,Timothy M Herbst,R,58,22.48%
Governor,Middlefield,Steve Obsitnik,R,36,13.95%
Governor,Middlefield,Bob Stefanowski,R,80,31.01%
Governor,Middlefield,David Stemerman,R,49,18.99%
Lieutenant Governor,Middlefield,Joe Markley,R,106,42.23%
Lieutenant Governor,Middlefield,Jayme Stevenson,R,41,16.33%
Lieutenant Governor,Middlefield,Erin E Stewart,R,104,41.43%
United States Senator,Middlefield,Matthew Corey,R,173,72.08%
United States Senator,Middlefield,Dominic Rapini,R,67,27.92%
Treasurer,Middlefield,Thad Gray,R,115,47.33%
Treasurer,Middlefield,Art Linares,R,128,52.67%
Comptroller,Middlefield,Kurt Miller,R,108,44.63%
Comptroller,Middlefield,Mark Greenberg,R,134,55.37%
Attorney General,Middlefield,Sue Hatfield,R,182,73.39%
Attorney General,Middlefield,John Shaban,R,66,26.61%
Governor,Middletown,Mark Boughton,R,170,12.54%
Governor,Middletown,Timothy M Herbst,R,292,21.53%
Governor,Middletown,Steve Obsitnik,R,162,11.95%
Governor,Middletown,Bob Stefanowski,R,448,33.04%
Governor,Middletown,David Stemerman,R,284,20.94%
Lieutenant Governor,Middletown,Joe Markley,R,524,39.70%
Lieutenant Governor,Middletown,Jayme Stevenson,R,223,16.89%
Lieutenant Governor,Middletown,Erin E Stewart,R,573,43.41%
United States Senator,Middletown,Matthew Corey,R,932,73.16%
United States Senator,Middletown,Dominic Rapini,R,342,26.84%
State Senator 09,Middletown,Ed Charamut,R,373,53.06%
State Senator 09,Middletown,Tyler Flanigan,R,330,46.94%
State Representative 100,Middletown,Tyrell Brown,R,247,35.49%
State Representative 100,Middletown,Anthony Gennaro,R,449,64.51%
Treasurer,Middletown,Thad Gray,R,497,38.50%
Treasurer,Middletown,Art Linares,R,794,61.50%
Comptroller,Middletown,Kurt Miller,R,557,43.79%
Comptroller,Middletown,Mark Greenberg,R,715,56.21%
Attorney General,Middletown,Sue Hatfield,R,986,77.03%
Attorney General,Middletown,John Shaban,R,294,22.97%
Governor,Milford,Mark Boughton,R,537,20.07%
Governor,Milford,Timothy M Herbst,R,496,18.54%
Governor,Milford,Steve Obsitnik,R,301,11.25%
Governor,Milford,Bob Stefanowski,R,969,36.21%
Governor,Milford,David Stemerman,R,373,13.94%
Lieutenant Governor,Milford,Joe Markley,R,1351,52.20%
Lieutenant Governor,Milford,Jayme Stevenson,R,514,19.86%
Lieutenant Governor,Milford,Erin E Stewart,R,723,27.94%
United States Senator,Milford,Matthew Corey,R,1728,71.35%
United States Senator,Milford,Dominic Rapini,R,694,28.65%
