office,town,candidate,party,votes,vote_percent
Mayor,statewide,Joseph P. Ganim,D,6366,58.65%
Mayor,statewide,David R. Herz,R,357,3.29%
Mayor,statewide,John Gomes,IND,4131,38.06%
Mayor,Bridgeport,Joseph P. Ganim,D,6366,58.65%
Mayor,Bridgeport,David R. Herz,R,357,3.29%
Mayor,Bridgeport,John Gomes,IND,4131,38.06%
