office,town,candidate,party,votes,vote_percent
Lieutenant Governor,South Windsor,Susan Bysiewicz,D,1198,70.85%
Lieutenant Governor,South Windsor,Eva Bermudez Zimmerman,D,493,29.15%
Treasurer,South Windsor,Shawn Wooden,D,956,57.66%
Treasurer,South Windsor,Dita Bhargava,D,702,42.34%
Attorney General,South Windsor,William Tong,D,877,52.26%
Attorney General,South Windsor,Paul R Doyle,D,191,11.38%
Attorney General,South Windsor,Chris Mattei,D,610,36.35%
Governor,Sprague,Ned Lamont,D,143,84.12%
Governor,Sprague,Joe Ganim,D,27,15.88%
Lieutenant Governor,Sprague,Susan Bysiewicz,D,119,71.69%
Lieutenant Governor,Sprague,Eva Bermudez Zimmerman,D,47,28.31%
Treasurer,Sprague,Shawn Wooden,D,77,49.36%
Treasurer,Sprague,Dita Bhargava,D,79,50.64%
Attorney General,Sprague,William Tong,D,74,45.96%
Attorney General,Sprague,Paul R Doyle,D,26,16.15%
Attorney General,Sprague,Chris Mattei,D,61,37.89%
Governor,Stafford,Ned Lamont,D,501,86.83%
Governor,Stafford,Joe Ganim,D,76,13.17%
Lieutenant Governor,Stafford,Susan Bysiewicz,D,365,64.04%
Lieutenant Governor,Stafford,Eva Bermudez Zimmerman,D,205,35.96%
Treasurer,Stafford,Shawn Wooden,D,314,56.88%
Treasurer,Stafford,Dita Bhargava,D,238,43.12%
Attorney General,Stafford,William Tong,D,339,60.21%
Attorney General,Stafford,Paul R Doyle,D,65,11.55%
Attorney General,Stafford,Chris Mattei,D,159,28.24%
Governor,Stamford,Ned Lamont,D,5608,82.51%
Governor,Stamford,Joe Ganim,D,1189,17.49%
Lieutenant Governor,Stamford,Susan Bysiewicz,D,4461,67.19%
Lieutenant Governor,Stamford,Eva Bermudez Zimmerman,D,2178,32.81%
State Representative 146,Stamford,David Michel,D,1063,68.49%
State Representative 146,Stamford,Terry B Adams,D,489,31.51%
Treasurer,Stamford,Shawn Wooden,D,3907,59.77%
Treasurer,Stamford,Dita Bhargava,D,2630,40.23%
Attorney General,Stamford,William Tong,D,5337,74.40%
Attorney General,Stamford,Paul R Doyle,D,550,7.67%
Attorney General,Stamford,Chris Mattei,D,1286,17.93%
Governor,Sterling,Ned Lamont,D,92,80.00%
Governor,Sterling,Joe Ganim,D,23,20.00%
Lieutenant Governor,Sterling,Susan Bysiewicz,D,75,64.66%
Lieutenant Governor,Sterling,Eva Bermudez Zimmerman,D,41,35.34%
Treasurer,Sterling,Shawn Wooden,D,62,55.36%
Treasurer,Sterling,Dita Bhargava,D,50,44.64%
Attorney General,Sterling,William Tong,D,74,64.35%
Attorney General,Sterling,Paul R Doyle,D,15,13.04%
Attorney General,Sterling,Chris Mattei,D,26,22.61%
Judge of Probate 27,Sterling,Andrea Truppa,D,77,66.38%
Judge of Probate 27,Sterling,Michael J Cartier,D,39,33.62%
Governor,Stonington,Ned Lamont,D,1541,85.75%
Governor,Stonington,Joe Ganim,D,256,14.25%
Lieutenant Governor,Stonington,Susan Bysiewicz,D,1272,71.78%
Lieutenant Governor,Stonington,Eva Bermudez Zimmerman,D,500,28.22%
State Representative 43,Stonington,Kate Rotella,D,943,50.89%
State Representative 43,Stonington,Chris Donahue,D,910,49.11%
Treasurer,Stonington,Shawn Wooden,D,932,55.54%
Treasurer,Stonington,Dita Bhargava,D,746,44.46%
Attorney General,Stonington,William Tong,D,1100,65.36%
Attorney General,Stonington,Paul R Doyle,D,232,13.78%
Attorney General,Stonington,Chris Mattei,D,351,20.86%
Governor,Stratford,Ned Lamont,D,1946,66.51%
Governor,Stratford,Joe Ganim,D,980,33.49%
Lieutenant Governor,Stratford,Susan Bysiewicz,D,1728,59.92%
Lieutenant Governor,Stratford,Eva Bermudez Zimmerman,D,1156,40.08%
State Senator 23,Stratford,Dennis Bradley,D,262,43.74%
State Senator 23,Stratford,Aaron Turner,D,337,56.26%
Treasurer,Stratford,Shawn Wooden,D,1471,52.05%
Treasurer,Stratford,Dita Bhargava,D,1355,47.95%
Attorney General,Stratford,William Tong,D,1697,59.29%
Attorney General,Stratford,Paul R Doyle,D,542,18.94%
Attorney General,Stratford,Chris Mattei,D,623,21.77%
Governor,Suffield,Ned Lamont,D,538,85.67%
Governor,Suffield,Joe Ganim,D,90,14.33%
Lieutenant Governor,Suffield,Susan Bysiewicz,D,390,62.80%
Lieutenant Governor,Suffield,Eva Bermudez Zimmerman,D,231,37.20%
Treasurer,Suffield,Shawn Wooden,D,345,57.50%
Treasurer,Suffield,Dita Bhargava,D,255,42.50%
Attorney General,Suffield,William Tong,D,320,52.81%
Attorney General,Suffield,Paul R Doyle,D,78,12.87%
Attorney General,Suffield,Chris Mattei,D,208,34.32%
Governor,Thomaston,Ned Lamont,D,241,77.99%
Governor,Thomaston,Joe Ganim,D,68,22.01%
Lieutenant Governor,Thomaston,Susan Bysiewicz,D,213,68.93%
Lieutenant Governor,Thomaston,Eva Bermudez Zimmerman,D,96,31.07%
Representative in Congress 05,Thomaston,Mary Messina Glassman,D,94,30.42%
Representative in Congress 05,Thomaston,Jahana Hayes,D,215,69.58%
Treasurer,Thomaston,Shawn Wooden,D,156,52.00%
Treasurer,Thomaston,Dita Bhargava,D,144,48.00%
Attorney General,Thomaston,William Tong,D,157,51.31%
Attorney General,Thomaston,Paul R Doyle,D,75,24.51%
Attorney General,Thomaston,Chris Mattei,D,74,24.18%
Governor,Thompson,Ned Lamont,D,335,87.24%
Governor,Thompson,Joe Ganim,D,49,12.76%
Lieutenant Governor,Thompson,Susan Bysiewicz,D,304,79.37%
Lieutenant Governor,Thompson,Eva Bermudez Zimmerman,D,79,20.63%
Treasurer,Thompson,Shawn Wooden,D,240,64.86%
Treasurer,Thompson,Dita Bhargava,D,130,35.14%
Attorney General,Thompson,William Tong,D,223,59.47%
Attorney General,Thompson,Paul R Doyle,D,79,21.07%
Attorney General,Thompson,Chris Mattei,D,73,19.47%
Governor,Tolland,Ned Lamont,D,767,90.13%
Governor,Tolland,Joe Ganim,D,84,9.87%
Lieutenant Governor,Tolland,Susan Bysiewicz,D,508,60.19%
Lieutenant Governor,Tolland,Eva Bermudez Zimmerman,D,336,39.81%
Treasurer,Tolland,Shawn Wooden,D,444,54.28%
Treasurer,Tolland,Dita Bhargava,D,374,45.72%
Attorney General,Tolland,William Tong,D,474,56.77%
Attorney General,Tolland,Paul R Doyle,D,122,14.61%
Attorney General,Tolland,Chris Mattei,D,239,28.62%
Governor,Torrington,Ned Lamont,D,1009,79.64%
Governor,Torrington,Joe Ganim,D,258,20.36%
Lieutenant Governor,Torrington,Susan Bysiewicz,D,847,66.48%
Lieutenant Governor,Torrington,Eva Bermudez Zimmerman,D,427,33.52%
Representative in Congress 05,Torrington,Mary Messina Glassman,D,227,34.34%
Representative in Congress 05,Torrington,Jahana Hayes,D,434,65.66%
Treasurer,Torrington,Shawn Wooden,D,696,56.36%
Treasurer,Torrington,Dita Bhargava,D,539,43.64%
Attorney General,Torrington,William Tong,D,747,59.38%
Attorney General,Torrington,Paul R Doyle,D,165,13.12%
Attorney General,Torrington,Chris Mattei,D,346,27.50%
Governor,Trumbull,Ned Lamont,D,1492,81.44%
Governor,Trumbull,Joe Ganim,D,340,18.56%
Lieutenant Governor,Trumbull,Susan Bysiewicz,D,1272,70.71%
Lieutenant Governor,Trumbull,Eva Bermudez Zimmerman,D,527,29.29%
Treasurer,Trumbull,Shawn Wooden,D,922,51.71%
Treasurer,Trumbull,Dita Bhargava,D,861,48.29%
Attorney General,Trumbull,William Tong,D,1095,61.17%
Attorney General,Trumbull,Paul R Doyle,D,196,10.95%
Attorney General,Trumbull,Chris Mattei,D,499,27.88%
Governor,Union,Ned Lamont,D,48,94.12%
Governor,Union,Joe Ganim,D,3,5.88%
Lieutenant Governor,Union,Susan Bysiewicz,D,31,60.78%
Lieutenant Governor,Union,Eva Bermudez Zimmerman,D,20,39.22%
Treasurer,Union,Shawn Wooden,D,36,72.00%
Treasurer,Union,Dita Bhargava,D,14,28.00%
Attorney General,Union,William Tong,D,31,62.00%
Attorney General,Union,Paul R Doyle,D,7,14.00%
Attorney General,Union,Chris Mattei,D,12,24.00%
Governor,Vernon,Ned Lamont,D,1337,88.78%
Governor,Vernon,Joe Ganim,D,169,11.22%
Lieutenant Governor,Vernon,Susan Bysiewicz,D,946,63.45%
Lieutenant Governor,Vernon,Eva Bermudez Zimmerman,D,545,36.55%
Treasurer,Vernon,Shawn Wooden,D,843,57.46%
Treasurer,Vernon,Dita Bhargava,D,624,42.54%
Attorney General,Vernon,William Tong,D,848,57.37%
Attorney General,Vernon,Paul R Doyle,D,177,11.98%
Attorney General,Vernon,Chris Mattei,D,453,30.65%
Governor,Voluntown,Ned Lamont,D,122,91.73%
Governor,Voluntown,Joe Ganim,D,11,8.27%
Lieutenant Governor,Voluntown,Susan Bysiewicz,D,89,66.42%
Lieutenant Governor,Voluntown,Eva Bermudez Zimmerman,D,45,33.58%
Treasurer,Voluntown,Shawn Wooden,D,75,57.69%
Treasurer,Voluntown,Dita Bhargava,D,55,42.31%
Attorney General,Voluntown,William Tong,D,70,53.03%
Attorney General,Voluntown,Paul R Doyle,D,14,10.61%
Attorney General,Voluntown,Chris Mattei,D,48,36.36%
Governor,Wallingford,Ned Lamont,D,1828,81.90%
Governor,Wallingford,Joe Ganim,D,404,18.10%
Lieutenant Governor,Wallingford,Susan Bysiewicz,D,1494,67.48%
Lieutenant Governor,Wallingford,Eva Bermudez Zimmerman,D,720,32.52%
State Senator 34,Wallingford,Aili McKeen,D,1805,81.23%
State Senator 34,Wallingford,Josh Balter,D,417,18.77%
Treasurer,Wallingford,Shawn Wooden,D,1230,56.55%
Treasurer,Wallingford,Dita Bhargava,D,945,43.45%
Attorney General,Wallingford,William Tong,D,1456,65.79%
Attorney General,Wallingford,Paul R Doyle,D,248,11.21%
Attorney General,Wallingford,Chris Mattei,D,509,23.00%
Governor,Warren,Ned Lamont,D,102,92.73%
Governor,Warren,Joe Ganim,D,8,7.27%
Lieutenant Governor,Warren,Susan Bysiewicz,D,73,64.04%
Lieutenant Governor,Warren,Eva Bermudez Zimmerman,D,41,35.96%
Representative in Congress 05,Warren,Mary Messina Glassman,D,33,28.95%
Representative in Congress 05,Warren,Jahana Hayes,D,81,71.05%
Treasurer,Warren,Shawn Wooden,D,64,57.14%
Treasurer,Warren,Dita Bhargava,D,48,42.86%
Attorney General,Warren,William Tong,D,78,68.42%
Attorney General,Warren,Paul R Doyle,D,6,5.26%
Attorney General,Warren,Chris Mattei,D,30,26.32%
Governor,Washington,Ned Lamont,D,341,94.20%
Governor,Washington,Joe Ganim,D,21,5.80%
Lieutenant Governor,Washington,Susan Bysiewicz,D,238,66.30%
Lieutenant Governor,Washington,Eva Bermudez Zimmerman,D,121,33.70%
Representative in Congress 05,Washington,Mary Messina Glassman,D,95,25.61%
Representative in Congress 05,Washington,Jahana Hayes,D,276,74.39%
Treasurer,Washington,Shawn Wooden,D,218,63.37%
Treasurer,Washington,Dita Bhargava,D,126,36.63%
Attorney General,Washington,William Tong,D,213,61.03%
Attorney General,Washington,Paul R Doyle,D,34,9.74%
Attorney General,Washington,Chris Mattei,D,102,29.23%
Governor,Waterbury,Ned Lamont,D,3005,56.39%
Governor,Waterbury,Joe Ganim,D,2324,43.61%
Lieutenant Governor,Waterbury,Susan Bysiewicz,D,2499,47.41%
Lieutenant Governor,Waterbury,Eva Bermudez Zimmerman,D,2772,52.59%
Representative in Congress 05,Waterbury,Mary Messina Glassman,D,770,16.00%
Representative in Congress 05,Waterbury,Jahana Hayes,D,4044,84.00%
State Senator 16,Waterbury,Dagmara Scalise,D,386,31.80%
State Senator 16,Waterbury,Vickie Orsini Nardello,D,828,68.20%
Treasurer,Waterbury,Shawn Wooden,D,2540,49.60%
Treasurer,Waterbury,Dita Bhargava,D,2581,50.40%
Attorney General,Waterbury,William Tong,D,2207,42.74%
Attorney General,Waterbury,Paul R Doyle,D,2099,40.65%
Attorney General,Waterbury,Chris Mattei,D,858,16.62%
Governor,Waterford,Ned Lamont,D,1189,83.97%
Governor,Waterford,Joe Ganim,D,227,16.03%
Lieutenant Governor,Waterford,Susan Bysiewicz,D,925,65.79%
Lieutenant Governor,Waterford,Eva Bermudez Zimmerman,D,481,34.21%
State Representative 38,Waterford,Baird Welch-Collins,D,547,38.63%
State Representative 38,Waterford,Nick Gauthier,D,392,27.68%
State Representative 38,Waterford,Patrick Murphy,D,477,33.69%
Treasurer,Waterford,Shawn Wooden,D,730,53.99%
Treasurer,Waterford,Dita Bhargava,D,622,46.01%
Attorney General,Waterford,William Tong,D,793,57.93%
Attorney General,Waterford,Paul R Doyle,D,181,13.22%
Attorney General,Waterford,Chris Mattei,D,395,28.85%
Governor,Watertown,Ned Lamont,D,675,73.37%
Governor,Watertown,Joe Ganim,D,245,26.63%
Lieutenant Governor,Watertown,Susan Bysiewicz,D,606,65.94%
Lieutenant Governor,Watertown,Eva Bermudez Zimmerman,D,313,34.06%
Representative in Congress 05,Watertown,Mary Messina Glassman,D,279,30.00%
Representative in Congress 05,Watertown,Jahana Hayes,D,651,70.00%
Treasurer,Watertown,Shawn Wooden,D,484,53.72%
Treasurer,Watertown,Dita Bhargava,D,417,46.28%
Attorney General,Watertown,William Tong,D,533,59.16%
Attorney General,Watertown,Paul R Doyle,D,163,18.09%
Attorney General,Watertown,Chris Mattei,D,205,22.75%
Governor,Westbrook,Ned Lamont,D,345,88.01%
Governor,Westbrook,Joe Ganim,D,47,11.99%
Lieutenant Governor,Westbrook,Susan Bysiewicz,D,250,64.77%
Lieutenant Governor,Westbrook,Eva Bermudez Zimmerman,D,136,35.23%
Treasurer,Westbrook,Shawn Wooden,D,193,51.74%
Treasurer,Westbrook,Dita Bhargava,D,180,48.26%
Attorney General,Westbrook,William Tong,D,227,60.21%
Attorney General,Westbrook,Paul R Doyle,D,51,13.53%
Attorney General,Westbrook,Chris Mattei,D,99,26.26%
Governor,West Hartford,Ned Lamont,D,6735,90.99%
Governor,West Hartford,Joe Ganim,D,667,9.01%
Lieutenant Governor,West Hartford,Susan Bysiewicz,D,3998,54.58%
Lieutenant Governor,West Hartford,Eva Bermudez Zimmerman,D,3327,45.42%
State Representative 18,West Hartford,Andy Fleischmann,D,1558,47.72%
State Representative 18,West Hartford,Jillian Gilchrest,D,1707,52.28%
Treasurer,West Hartford,Shawn Wooden,D,3979,55.94%
Treasurer,West Hartford,Dita Bhargava,D,3134,44.06%
Attorney General,West Hartford,William Tong,D,4408,60.95%
Attorney General,West Hartford,Paul R Doyle,D,906,12.53%
Attorney General,West Hartford,Chris Mattei,D,1918,26.52%
Governor,West Haven,Ned Lamont,D,1994,59.40%
Governor,West Haven,Joe Ganim,D,1363,40.60%
Lieutenant Governor,West Haven,Susan Bysiewicz,D,2003,60.90%
Lieutenant Governor,West Haven,Eva Bermudez Zimmerman,D,1286,39.10%
Treasurer,West Haven,Shawn Wooden,D,1853,57.58%
Treasurer,West Haven,Dita Bhargava,D,1365,42.42%
Attorney General,West Haven,William Tong,D,1457,44.10%
Attorney General,West Haven,Paul R Doyle,D,858,25.97%
Attorney General,West Haven,Chris Mattei,D,989,29.93%
Governor,Weston,Ned Lamont,D,706,94.39%
Governor,Weston,Joe Ganim,D,42,5.61%
Lieutenant Governor,Weston,Susan Bysiewicz,D,526,72.65%
Lieutenant Governor,Weston,Eva Bermudez Zimmerman,D,198,27.35%
Treasurer,Weston,Shawn Wooden,D,357,50.21%
Treasurer,Weston,Dita Bhargava,D,354,49.79%
Attorney General,Weston,William Tong,D,518,72.14%
Attorney General,Weston,Paul R Doyle,D,35,4.87%
Attorney General,Weston,Chris Mattei,D,165,22.98%
Governor,Westport,Ned Lamont,D,1861,94.32%
Governor,Westport,Joe Ganim,D,112,5.68%
Lieutenant Governor,Westport,Susan Bysiewicz,D,1425,73.57%
Lieutenant Governor,Westport,Eva Bermudez Zimmerman,D,512,26.43%
Treasurer,Westport,Shawn Wooden,D,1015,53.70%
Treasurer,Westport,Dita Bhargava,D,875,46.30%
Attorney General,Westport,William Tong,D,1346,70.29%
Attorney General,Westport,Paul R Doyle,D,120,6.27%
Attorney General,Westport,Chris Mattei,D,449,23.45%
Governor,Wethersfield,Ned Lamont,D,2015,85.53%
Governor,Wethersfield,Joe Ganim,D,341,14.47%
Lieutenant Governor,Wethersfield,Susan Bysiewicz,D,1362,58.18%
Lieutenant Governor,Wethersfield,Eva Bermudez Zimmerman,D,979,41.82%
State Senator 09,Wethersfield,"Antonio ""Tony"" Guerrera",D,278,58.28%
State Senator 09,Wethersfield,Matt Lesser,D,199,41.72%
State Representative 29,Wethersfield,Christopher Duff,D,117,44.15%
State Representative 29,Wethersfield,Kerry Szeps Wood,D,148,55.85%
Treasurer,Wethersfield,Shawn Wooden,D,1318,58.27%
Treasurer,Wethersfield,Dita Bhargava,D,944,41.73%
Attorney General,Wethersfield,William Tong,D,756,31.68%
Attorney General,Wethersfield,Paul R Doyle,D,1215,50.92%
Attorney General,Wethersfield,Chris Mattei,D,415,17.39%
Governor,Willington,Ned Lamont,D,323,89.72%
Governor,Willington,Joe Ganim,D,37,10.28%
Lieutenant Governor,Willington,Susan Bysiewicz,D,218,61.76%
Lieutenant Governor,Willington,Eva Bermudez Zimmerman,D,135,38.24%
Treasurer,Willington,Shawn Wooden,D,191,55.20%
Treasurer,Willington,Dita Bhargava,D,155,44.80%
Attorney General,Willington,William Tong,D,221,62.78%
Attorney General,Willington,Paul R Doyle,D,40,11.36%
Attorney General,Willington,Chris Mattei,D,91,25.85%
Governor,Wilton,Ned Lamont,D,980,92.98%
Governor,Wilton,Joe Ganim,D,74,7.02%
Lieutenant Governor,Wilton,Susan Bysiewicz,D,752,73.29%
Lieutenant Governor,Wilton,Eva Bermudez Zimmerman,D,274,26.71%
Treasurer,Wilton,Shawn Wooden,D,538,54.18%
Treasurer,Wilton,Dita Bhargava,D,455,45.82%
Attorney General,Wilton,William Tong,D,734,72.82%
Attorney General,Wilton,Paul R Doyle,D,74,7.34%
Attorney General,Wilton,Chris Mattei,D,200,19.84%
Judge of Probate 51,Wilton,Doug Stern,D,789,81.17%
Judge of Probate 51,Wilton,Darnell D Crosland,D,183,18.83%
Governor,Winchester,Ned Lamont,D,326,84.90%
Governor,Winchester,Joe Ganim,D,58,15.10%
Lieutenant Governor,Winchester,Susan Bysiewicz,D,250,65.27%
Lieutenant Governor,Winchester,Eva Bermudez Zimmerman,D,133,34.73%
Treasurer,Winchester,Shawn Wooden,D,211,55.38%
Treasurer,Winchester,Dita Bhargava,D,170,44.62%
Attorney General,Winchester,William Tong,D,246,64.06%
Attorney General,Winchester,Paul R Doyle,D,37,9.64%
Attorney General,Winchester,Chris Mattei,D,101,26.30%
Governor,Windham,Ned Lamont,D,984,85.12%
Governor,Windham,Joe Ganim,D,172,14.88%
Lieutenant Governor,Windham,Susan Bysiewicz,D,592,49.42%
Lieutenant Governor,Windham,Eva Bermudez Zimmerman,D,606,50.58%
Treasurer,Windham,Shawn Wooden,D,638,57.89%
Treasurer,Windham,Dita Bhargava,D,464,42.11%
Attorney General,Windham,William Tong,D,713,63.43%
Attorney General,Windham,Paul R Doyle,D,151,13.43%
Attorney General,Windham,Chris Mattei,D,260,23.13%
Governor,Windsor,Ned Lamont,D,2855,80.92%
Governor,Windsor,Joe Ganim,D,673,19.08%
Lieutenant Governor,Windsor,Susan Bysiewicz,D,2241,63.70%
Lieutenant Governor,Windsor,Eva Bermudez Zimmerman,D,1277,36.30%
State Representative 05,Windsor,Lawrence O Jaggon,D,504,28.82%
State Representative 05,Windsor,Brandon McGee,D,1245,71.18%
State Representative 60,Windsor,Jane M Garibay,D,964,74.10%
State Representative 60,Windsor,Kathleen Tracy,D,337,25.90%
Treasurer,Windsor,Shawn Wooden,D,2289,66.16%
Treasurer,Windsor,Dita Bhargava,D,1171,33.84%
Attorney General,Windsor,William Tong,D,1706,48.72%
Attorney General,Windsor,Paul R Doyle,D,490,13.99%
Attorney General,Windsor,Chris Mattei,D,1306,37.29%
Governor,Windsor Locks,Ned Lamont,D,607,83.49%
Governor,Windsor Locks,Joe Ganim,D,120,16.51%
Lieutenant Governor,Windsor Locks,Susan Bysiewicz,D,537,73.36%
Lieutenant Governor,Windsor Locks,Eva Bermudez Zimmerman,D,195,26.64%
State Representative 60,Windsor Locks,Jane M Garibay,D,404,55.42%
State Representative 60,Windsor Locks,Kathleen Tracy,D,325,44.58%
Treasurer,Windsor Locks,Shawn Wooden,D,433,60.81%
Treasurer,Windsor Locks,Dita Bhargava,D,279,39.19%
Attorney General,Windsor Locks,William Tong,D,403,55.13%
Attorney General,Windsor Locks,Paul R Doyle,D,151,20.66%
Attorney General,Windsor Locks,Chris Mattei,D,177,24.21%
Governor,Wolcott,Ned Lamont,D,563,68.74%
Governor,Wolcott,Joe Ganim,D,256,31.26%
Lieutenant Governor,Wolcott,Susan Bysiewicz,D,502,62.99%
Lieutenant Governor,Wolcott,Eva Bermudez Zimmerman,D,295,37.01%
Representative in Congress 05,Wolcott,Mary Messina Glassman,D,223,26.87%
Representative in Congress 05,Wolcott,Jahana Hayes,D,607,73.13%
State Senator 16,Wolcott,Dagmara Scalise,D,361,45.81%
State Senator 16,Wolcott,Vickie Orsini Nardello,D,427,54.19%
Treasurer,Wolcott,Shawn Wooden,D,429,55.28%
Treasurer,Wolcott,Dita Bhargava,D,347,44.72%
Attorney General,Wolcott,William Tong,D,393,49.56%
Attorney General,Wolcott,Paul R Doyle,D,205,25.85%
Attorney General,Wolcott,Chris Mattei,D,195,24.59%
Registrar of Voters,Wolcott,Donna Ferguson,D,376,44.71%
Registrar of Voters,Wolcott,James D Pape,D,465,55.29%
Governor,Woodbridge,Ned Lamont,D,842,87.07%
Governor,Woodbridge,Joe Ganim,D,125,12.93%
Lieutenant Governor,Woodbridge,Susan Bysiewicz,D,622,64.86%
Lieutenant Governor,Woodbridge,Eva Bermudez Zimmerman,D,337,35.14%
State Senator 17,Woodbridge,Jorge Cabrera,D,318,37.63%
State Senator 17,Woodbridge,Sean Grace,D,80,9.47%
State Senator 17,Woodbridge,Valerie Horsley,D,447,52.90%
Treasurer,Woodbridge,Shawn Wooden,D,532,57.95%
Treasurer,Woodbridge,Dita Bhargava,D,386,42.05%
Attorney General,Woodbridge,William Tong,D,586,62.54%
Attorney General,Woodbridge,Paul R Doyle,D,71,7.58%
Attorney General,Woodbridge,Chris Mattei,D,280,29.88%
Governor,Woodbury,Ned Lamont,D,645,86.93%
Governor,Woodbury,Joe Ganim,D,97,13.07%
Lieutenant Governor,Woodbury,Susan Bysiewicz,D,513,69.61%
Lieutenant Governor,Woodbury,Eva Bermudez Zimmerman,D,224,30.39%
Representative in Congress 05,Woodbury,Mary Messina Glassman,D,260,34.90%
Representative in Congress 05,Woodbury,Jahana Hayes,D,485,65.10%
Treasurer,Woodbury,Shawn Wooden,D,384,53.48%
Treasurer,Woodbury,Dita Bhargava,D,334,46.52%
Attorney General,Woodbury,William Tong,D,455,62.07%
Attorney General,Woodbury,Paul R Doyle,D,87,11.87%
Attorney General,Woodbury,Chris Mattei,D,191,26.06%
Governor,Woodstock,Ned Lamont,D,379,87.73%
Governor,Woodstock,Joe Ganim,D,53,12.27%
Lieutenant Governor,Woodstock,Susan Bysiewicz,D,254,58.93%
Lieutenant Governor,Woodstock,Eva Bermudez Zimmerman,D,177,41.07%
Treasurer,Woodstock,Shawn Wooden,D,217,51.06%
Treasurer,Woodstock,Dita Bhargava,D,208,48.94%
Attorney General,Woodstock,William Tong,D,285,67.38%
Attorney General,Woodstock,Paul R Doyle,D,54,12.77%
Attorney General,Woodstock,Chris Mattei,D,84,19.86%
