office,town,candidate,party,votes,vote_percent
State Representative 148,statewide,Jonathan Jacobson,D,600,62.63%
State Representative 148,statewide,Anabel Figueroa,D,358,37.37%
Judge of Probate 28 To Fill Vacancy,statewide,Mathew Olkin,D,404,48.38%
Judge of Probate 28 To Fill Vacancy,statewide,George A. Baker,D,431,51.62%
Judge of Probate 37 To Fill Vacancy,statewide,Michael Dolan,D,2665,57.75%
Judge of Probate 37 To Fill Vacancy,statewide,Karolyn Papacoda,D,1950,42.25%
Judge of Probate 37 To Fill Vacancy,Bethany,Michael Dolan,D,121,72.02%
Judge of Probate 37 To Fill Vacancy,Bethany,Karolyn Papacoda,D,47,27.98%
State Senator 2,Bloomfield,Douglas McCrory,D,1539,69.32%
State Senator 2,Bloomfield,Shellye Davis,D,194,8.74%
State Senator 2,Bloomfield,Ayana Taylor,D,487,21.94%
State Representative 15,Bloomfield,Jennifer A. Marshall-Nealy,D,738,29.15%
State Representative 15,Bloomfield,Bobby Gibson,D,1794,70.85%
State Senator 22,Bridgeport,No Party Endorsement,D,0,0.00%
State Senator 22,Bridgeport,Scott Burns,D,506,21.88%
State Senator 22,Bridgeport,William A. Finch,D,858,37.09%
State Senator 22,Bridgeport,Tyler Mack,D,597,25.81%
State Senator 22,Bridgeport,Sujata Gadkar-Wilcox,D,352,15.22%
State Senator 23,Bridgeport,Herron Gaston,D,1631,70.91%
State Senator 23,Bridgeport,"Ernest E. Newton, II",D,669,29.09%
State Representative 124,Bridgeport,Eneida Martinez,D,469,48.55%
State Representative 124,Bridgeport,"Andre Baker, Jr.",D,497,51.45%
Judge of Probate 28 To Fill Vacancy,Chaplin,Mathew Olkin,D,30,66.67%
Judge of Probate 28 To Fill Vacancy,Chaplin,George A. Baker,D,15,33.33%
Judge of Probate 28 To Fill Vacancy,Colchester,Mathew Olkin,D,43,13.19%
Judge of Probate 28 To Fill Vacancy,Colchester,George A. Baker,D,283,86.81%
State Representative 110,Danbury,Bob Godfrey,D,406,74.09%
State Representative 110,Danbury,Melissa B. Santana,D,142,25.91%
State Senator 7,East Granby,Cynthia Mangini,D,85,62.04%
State Senator 7,East Granby,Nathan Wolliston,D,52,37.96%
State Senator 7,Ellington,Cynthia Mangini,D,19,65.52%
State Senator 7,Ellington,Nathan Wolliston,D,10,34.48%
State Senator 7,Enfield,Cynthia Mangini,D,943,70.69%
State Senator 7,Enfield,Nathan Wolliston,D,391,29.31%
State Representative 58,Enfield,John Santanella,D,704,76.69%
State Representative 58,Enfield,David Alexander,D,214,23.31%
State Senator 7,Granby,Cynthia Mangini,D,162,58.70%
State Senator 7,Granby,Nathan Wolliston,D,114,41.30%
State Representative 88,Hamden,Joshua Elliott,D,1425,82.18%
State Representative 88,Hamden,Dan Garrett,D,309,17.82%
State Representative 91,Hamden,Jennifer Pope,D,932,49.60%
State Representative 91,Hamden,Laurie Sweet,D,947,50.40%
State Representative 94,Hamden,Steven B. Winter,D,245,44.14%
State Representative 94,Hamden,Tarolyn Moore,D,45,8.11%
State Representative 94,Hamden,Abdul Osmanu,D,265,47.75%
Judge of Probate 37 To Fill Vacancy,Hamden,Michael Dolan,D,2544,57.21%
Judge of Probate 37 To Fill Vacancy,Hamden,Karolyn Papacoda,D,1903,42.79%
Judge of Probate 28 To Fill Vacancy,Hampton,Mathew Olkin,D,14,33.33%
Judge of Probate 28 To Fill Vacancy,Hampton,George A. Baker,D,28,66.67%
State Senator 2,Hartford,Douglas McCrory,D,1295,73.04%
State Senator 2,Hartford,Shellye Davis,D,162,9.14%
State Senator 2,Hartford,Ayana Taylor,D,316,17.82%
Judge of Probate 28 To Fill Vacancy,Lebanon,Mathew Olkin,D,46,51.69%
Judge of Probate 28 To Fill Vacancy,Lebanon,George A. Baker,D,43,48.31%
State Senator 22,Monroe,No Party Endorsement,D,0,0.00%
State Senator 22,Monroe,Scott Burns,D,9,5.00%
State Senator 22,Monroe,William A. Finch,D,56,31.11%
State Senator 22,Monroe,Tyler Mack,D,19,10.56%
State Senator 22,Monroe,Sujata Gadkar-Wilcox,D,96,53.33%
State Representative 26,New Britain,David DeFronzo,D,484,66.12%
State Representative 26,New Britain,Aram Ayalon,D,248,33.88%
State Representative 94,New Haven,Steven B. Winter,D,493,75.15%
State Representative 94,New Haven,Tarolyn Moore,D,40,6.10%
State Representative 94,New Haven,Abdul Osmanu,D,123,18.75%
State Representative 140,Norwalk,No Party Endorsement,D,0,0.00%
State Representative 140,Norwalk,Carleton Giles,D,214,44.49%
State Representative 140,Norwalk,Travis Simms,D,267,55.51%
Judge of Probate 28 To Fill Vacancy,Scotland,Mathew Olkin,D,8,25.00%
Judge of Probate 28 To Fill Vacancy,Scotland,George A. Baker,D,24,75.00%
State Senator 7,Somers,Cynthia Mangini,D,88,56.77%
State Senator 7,Somers,Nathan Wolliston,D,67,43.23%
State Representative 146,Stamford,Eilish Collins Main,D,548,55.75%
State Representative 146,Stamford,David Michel,D,435,44.25%
State Representative 148,Stamford,Jonathan Jacobson,D,600,62.63%
State Representative 148,Stamford,Anabel Figueroa,D,358,37.37%
State Senator 23,Stratford,Herron Gaston,D,193,78.14%
State Senator 23,Stratford,"Ernest E. Newton, II",D,54,21.86%
State Senator 7,Suffield,Cynthia Mangini,D,183,76.89%
State Senator 7,Suffield,Nathan Wolliston,D,55,23.11%
State Senator 22,Trumbull,No Party Endorsement,D,0,0.00%
State Senator 22,Trumbull,Scott Burns,D,81,4.56%
State Senator 22,Trumbull,William A. Finch,D,274,15.43%
State Senator 22,Trumbull,Tyler Mack,D,116,6.53%
State Senator 22,Trumbull,Sujata Gadkar-Wilcox,D,1305,73.48%
State Representative 15,West Hartford,Jennifer A. Marshall-Nealy,D,55,45.45%
State Representative 15,West Hartford,Bobby Gibson,D,66,54.55%
Judge of Probate 28 To Fill Vacancy,Windham,Mathew Olkin,D,263,87.38%
Judge of Probate 28 To Fill Vacancy,Windham,George A. Baker,D,38,12.62%
State Senator 2,Windsor,Douglas McCrory,D,839,38.66%
State Senator 2,Windsor,Shellye Davis,D,169,7.79%
State Senator 2,Windsor,Ayana Taylor,D,1162,53.55%
State Senator 7,Windsor,Cynthia Mangini,D,58,35.15%
State Senator 7,Windsor,Nathan Wolliston,D,107,64.85%
State Senator 7,Windsor Locks,Cynthia Mangini,D,118,67.82%
State Senator 7,Windsor Locks,Nathan Wolliston,D,56,32.18%
