office,town,candidate,party,votes,vote_percent
State Representative 97,statewide,"Alphonse Paolillo, Jr.",D,6042,76.08%
State Representative 97,statewide,Erin Reilly,R,1745,21.97%
State Representative 97,statewide,Erin Reilly,IND,155,1.95%
State Representative 98,statewide,Sean Scanlon,D,10464,90.72%
State Representative 98,statewide,Sean Scanlon,WF,1070,9.28%
State Representative 99,statewide,Dave Yaccarino,D,4551,39.33%
State Representative 99,statewide,Joe Zullo,R,6364,55.00%
State Representative 99,statewide,Joe Zullo,IND,411,3.55%
State Representative 99,statewide,Dave Yaccarino,WF,244,2.11%
State Representative 100,statewide,Quentin Phipps,D,6892,60.58%
State Representative 100,statewide,Tony Gennaro,R,3945,34.68%
State Representative 100,statewide,Quentin Phipps,WF,539,4.74%
State Representative 101,statewide,John-Michael Parker,D,7683,50.07%
State Representative 101,statewide,Noreen Kokoruda,R,7102,46.29%
State Representative 101,statewide,John-Michael Parker,IND,360,2.35%
State Representative 101,statewide,John-Michael Parker,WF,198,1.29%
State Representative 102,statewide,Robin Comey,D,7770,55.39%
State Representative 102,statewide,Marc Riccio,R,5687,40.54%
State Representative 102,statewide,Marc Riccio,IND,245,1.75%
State Representative 102,statewide,Robin Comey,WF,327,2.33%
State Representative 103,statewide,Liz Linehan,D,6355,50.48%
State Representative 103,statewide,Pam Salamone,R,5957,47.32%
State Representative 103,statewide,Pam Salamone,IND,278,2.21%
State Representative 104,statewide,Kara Rochelle,D,5346,53.92%
State Representative 104,statewide,Myra Rivers,R,4004,40.39%
State Representative 104,statewide,Kara Rochelle,IND,329,3.32%
State Representative 104,statewide,Kara Rochelle,WF,235,2.37%
State Representative 105,statewide,Christopher E.  Bowen,D,4405,32.87%
State Representative 105,statewide,Nicole Klarides-Ditria,R,8997,67.13%
State Representative 106,statewide,Rebekah Harriman-Stites,D,6658,46.64%
State Representative 106,statewide,Mitch Bolinsky,R,7331,51.36%
State Representative 106,statewide,Rebekah Harriman-Stites,WF,286,2.00%
State Representative 107,statewide,Kerri Colombo,D,6086,40.36%
State Representative 107,statewide,Stephen G. Harding,R,8248,54.70%
State Representative 107,statewide,Stephen G. Harding,IND,486,3.22%
State Representative 107,statewide,Kerri Colombo,WF,259,1.72%
State Representative 108,statewide,Danette Onofrio,D,5768,45.17%
State Representative 108,statewide,Patrick Callahan,R,7002,54.83%
State Representative 109,statewide,"David Arconti, Jr.",D,5169,58.18%
State Representative 109,statewide,Michael Henry,R,3273,36.84%
State Representative 109,statewide,Michael Henry,IND,144,1.62%
State Representative 109,statewide,"David Arconti, Jr.",WF,298,3.35%
State Representative 110,statewide,Bob Godfrey,D,4013,65.57%
State Representative 110,statewide,Erin M. Domenech,R,1808,29.54%
State Representative 110,statewide,Erin M. Domenech,IND,105,1.72%
State Representative 110,statewide,Bob Godfrey,WF,194,3.17%
State Representative 111,statewide,Aimee Berger-Girvalo,D,8044,52.41%
State Representative 111,statewide,Bob Hebert,R,6844,44.59%
State Representative 111,statewide,Bob Hebert,IND,461,3.00%
State Representative 112,statewide,JP Sredzinski,R,8569,81.41%
State Representative 112,statewide,JP Sredzinski,IND,1957,18.59%
State Representative 113,statewide,Elaine Matto,D,4483,35.88%
State Representative 113,statewide,Jason Perillo,R,8010,64.12%
State Representative 114,statewide,Mary Welander,D,7081,50.75%
State Representative 114,statewide,Dan DeBarba,R,6309,45.22%
State Representative 114,statewide,Dan DeBarba,IND,279,2.00%
State Representative 114,statewide,Mary Welander,WF,283,2.03%
State Representative 115,statewide,Dorinda Borer,D,6487,88.83%
State Representative 115,statewide,Dorinda Borer,WF,816,11.17%
State Representative 116,statewide,Michael DiMassa,D,5178,92.10%
State Representative 116,statewide,Michael DiMassa,WF,444,7.90%
State Representative 117,statewide,Tony Sutton,D,5884,43.14%
State Representative 117,statewide,Charles Ferraro,R,7353,53.91%
State Representative 117,statewide,Tony Sutton,IND,216,1.58%
State Representative 117,statewide,Tony Sutton,WF,187,1.37%
State Representative 118,statewide,Frank Smith,D,6908,52.83%
State Representative 118,statewide,Erik A. Smith,R,5538,42.35%
State Representative 118,statewide,Erik A. Smith,IND,338,2.58%
State Representative 118,statewide,Frank Smith,WF,292,2.23%
State Representative 119,statewide,Bryan Anderson,D,6640,46.22%
State Representative 119,statewide,Kathy Kennedy,R,7260,50.53%
State Representative 119,statewide,Bryan Anderson,IND,302,2.10%
State Representative 119,statewide,Bryan Anderson,WF,165,1.15%
State Representative 120,statewide,Philip L. Young,D,6869,51.70%
State Representative 120,statewide,Jim Feehan,R,6047,45.51%
State Representative 120,statewide,Jim Feehan,IND,371,2.79%
State Representative 121,statewide,Joseph P. Gresko,D,7303,69.30%
State Representative 121,statewide,Edward J. Scinto,R,3235,30.70%
State Representative 122,statewide,Jose Goncalves,D,6000,40.89%
State Representative 122,statewide,Ben McGorty,R,8673,59.11%
State Representative 123,statewide,Sujata Gadkar-Wilcox,D,6605,47.14%
State Representative 123,statewide,David Rutigliano,R,6816,48.65%
State Representative 123,statewide,David Rutigliano,IND,307,2.19%
State Representative 123,statewide,Sujata Gadkar-Wilcox,WF,283,2.02%
State Representative 124,statewide,Andre F. Baker,D,5337,82.78%
State Representative 124,statewide,Jasmin Sanchez,R,961,14.91%
State Representative 124,statewide,Wilfredo Martinez,IND,149,2.31%
State Representative 125,statewide,"Thomas P. O'Dea , Jr.",R,9762,100.00%
State Representative 126,statewide,Charlie Stallworth,D,7254,82.53%
State Representative 126,statewide,"Lee V. Grisby, II",R,1535,17.47%
State Representative 127,statewide,John (Jack) F. Hennessy,D,5523,73.32%
State Representative 127,statewide,Peter Perillo,R,1848,24.53%
State Representative 127,statewide,"Robert T. Keeley, Jr.",PC,162,2.15%
State Representative 128,statewide,Christopher Rosario,D,3359,79.79%
State Representative 128,statewide,"Ethan Book, Jr.",R,691,16.41%
State Representative 128,statewide,"Ethan Book, Jr.",IND,101,2.40%
State Representative 128,statewide,Wanda R. Simmons,PC,59,1.40%
State Representative 129,statewide,Steven Stafstrom,D,5690,77.08%
State Representative 129,statewide,Helene S. Kouassi,R,1502,20.35%
State Representative 129,statewide,Robert E. Halstead,PC,190,2.57%
State Representative 130,statewide,Antonio Felipe,D,4490,85.36%
State Representative 130,statewide,Terrence A. Sullivan,R,770,14.64%
State Representative 131,statewide,David K. Labriola,R,10295,100.00%
State Representative 132,statewide,Jennifer Leeper,D,7388,49.32%
State Representative 132,statewide,Brian Farnen,R,6885,45.96%
State Representative 132,statewide,Brian Farnen,IND,459,3.06%
State Representative 132,statewide,Jennifer Leeper,WF,249,1.66%
State Representative 133,statewide,Cristin McCarthy Vahey,D,7581,62.65%
State Representative 133,statewide,Joanne Romano-Csonka,R,4056,33.52%
State Representative 133,statewide,Joanne Romano-Csonka,IND,177,1.46%
State Representative 133,statewide,Cristin McCarthy Vahey,WF,287,2.37%
State Representative 134,statewide,Carla Volpe,D,6413,45.44%
State Representative 134,statewide,Laura Devlin,R,7344,52.04%
State Representative 134,statewide,Carla Volpe,IND,226,1.60%
State Representative 134,statewide,Carla Volpe,WF,130,0.92%
State Representative 135,statewide,Anne Hughes,D,8662,56.88%
State Representative 135,statewide,John Shaban,R,6215,40.81%
State Representative 135,statewide,John Shaban,IND,352,2.31%
State Representative 136,statewide,Jonathan Steinberg,D,10567,66.51%
State Representative 136,statewide,Chip Stephens,R,5322,33.49%
State Representative 137,statewide,Chris Perone,D,7813,66.61%
State Representative 137,statewide,Ellen G. Wink,R,3619,30.85%
State Representative 137,statewide,Ellen G. Wink,IND,298,2.54%
State Representative 138,statewide,Kenneth Gucker,D,6530,51.48%
State Representative 138,statewide,Emile Buzaid,R,5582,44.00%
State Representative 138,statewide,Emile Buzaid,IND,271,2.14%
State Representative 138,statewide,Kenneth Gucker,WF,302,2.38%
State Representative 139,statewide,Kevin Ryan,D,5417,51.54%
State Representative 139,statewide,Caleb Espinosa,R,4469,42.52%
State Representative 139,statewide,Caleb Espinosa,IND,299,2.84%
State Representative 139,statewide,Kevin Ryan,WF,326,3.10%
State Representative 140,statewide,Travis Simms,D,5861,78.11%
State Representative 140,statewide,John J.Flynn,R,1643,21.89%
State Representative 141,statewide,Terrie E. Wood,R,8793,80.19%
State Representative 141,statewide,Terrie E. Wood,IND,2172,19.81%
State Representative 142,statewide,Lucy Dathan,D,7647,53.60%
State Representative 142,statewide,Fred Wilms,R,5974,41.87%
State Representative 142,statewide,Fred Wilms,IND,378,2.65%
State Representative 142,statewide,Lucy Dathan,WF,269,1.89%
State Representative 143,statewide,Stephanie Thomas,D,8105,53.70%
State Representative 143,statewide,Patrizia Zucaro,R,6409,42.47%
State Representative 143,statewide,Patrizia Zucaro,IND,321,2.13%
State Representative 143,statewide,Stephanie Thomas,WF,257,1.70%
State Representative 144,statewide,Caroline Simmons,D,9106,100.00%
State Representative 145,statewide,Patricia Billie Miller,D,5898,77.26%
State Representative 145,statewide,J.D. Ospina,R,1736,22.74%
State Representative 146,statewide,David Michel,D,8147,70.49%
State Representative 146,statewide,George Hallenbeck,R,3410,29.51%
State Representative 147,statewide,Matt Blumenthal,D,8451,62.02%
State Representative 147,statewide,Dan Maymin,R,5176,37.98%
State Representative 148,statewide,Daniel J. Fox,D,6519,76.03%
State Representative 148,statewide,Wilm Donath,R,2055,23.97%
State Representative 149,statewide,Kathleen Stowe,D,6809,48.59%
State Representative 149,statewide,Kimberly Fiorello,R,6878,49.09%
State Representative 149,statewide,Kimberly Fiorello,IND,325,2.32%
State Representative 150,statewide,Steve Meskers,D,6714,54.92%
State Representative 150,statewide,Joe Kelly,R,5225,42.74%
State Representative 150,statewide,Joe Kelly,IND,287,2.35%
State Representative 151,statewide,Hector Arzeno,D,6477,46.90%
State Representative 151,statewide,Harry Arora,R,7332,53.10%
Registrar of Voters,statewide,Alice Kelly,D,4297,51.78%
Registrar of Voters,statewide,Bonnie Anderson,R,4002,48.22%
Registrar of Voters,statewide,Martha Hansen,D,2752,49.86%
Registrar of Voters,statewide,Lucy Salicrup,R,2767,50.14%
Registrar of Voters,statewide,Lawrence Sweeney,D,768,100.00%
Registrar of Voters,statewide,John Amarilios,D,5236,43.81%
Registrar of Voters,statewide,Joan McLaughlin,R,6715,56.19%
Registrar of Voters,statewide,Luis Daniel Rodriguez,D,4302,56.09%
Registrar of Voters,statewide,Kimberly Desaulniers,R,2465,32.14%
Registrar of Voters,statewide,Jean de Smet,G,903,11.77%
Registrar of Voters,statewide,Lauren L. Olson,D,1293,52.97%
Registrar of Voters,statewide,Colleen DePercio,R,1148,47.03%
Registrar of Voters,statewide,Susan K. Gray,D,5683,46.00%
Registrar of Voters,statewide,John J. Visi,R,6671,54.00%
Registrar of Voters,statewide,Katherine G. Grace,D,1426,39.40%
Registrar of Voters,statewide,Jessica A. Krenesky,R,2193,60.60%
Registrar of Voters,statewide,Al Fucci,D,6119,45.42%
Registrar of Voters,statewide,Donna C. Norman,R,7354,54.58%
Registrar of Voters,statewide,Louise A. Pitney,D,2933,54.25%
Registrar of Voters,statewide,Michael Rabovsky,R,2473,45.75%
Registrar of Voters,statewide,Dorothy A. Dori,D,4719,45.32%
Registrar of Voters,statewide,Ryan Murphy,R,5693,54.68%
Registrar of Voters,statewide,Laura A. Wolfe,D,3669,51.84%
Registrar of Voters,statewide,Sonja G. Smith,R,3409,48.16%
Registrar of Voters,statewide,Mary Louise Oliver,D,522,50.00%
Registrar of Voters,statewide,Dayna McDermott-Arriola,R,522,50.00%
Registrar of Voters,statewide,Christy Miano,D,5449,45.21%
Registrar of Voters,statewide,Joan Veley,R,6604,54.79%
Registrar of Voters,statewide,Ron Malloy,D,35855,63.82%
Registrar of Voters,statewide,Lucy Corelli,R,20325,36.18%
Registrar of Voters,statewide,Robert Avery,D,11504,47.16%
Registrar of Voters,statewide,Joan Parisi,R,12888,52.84%
Registrar of Voters,statewide,Constance Berardi,D,1398,44.10%
Registrar of Voters,statewide,Amy French,R,1772,55.90%
Registrar of Voters,statewide,Anne Greineder,D,5216,71.65%
Registrar of Voters,statewide,Vera Stearns Ward,R,2064,28.35%
Registrar of Voters,statewide,Karen C. Butzgy,D,1751,50.69%
Registrar of Voters,statewide,Katherine  Morrison,R,1703,49.31%
Registrar of Voters,statewide,Susan Devokaitis,D,1160,48.72%
Registrar of Voters,statewide,Martha Emilio,R,1221,51.28%
Registrar of Voters,statewide,Donald R. Francis,D,5835,55.84%
Registrar of Voters,statewide,Thomas Pugliese,R,4614,44.16%
Registrar of Voters,statewide,Dianne Daniels,D,8749,61.26%
Registrar of Voters,statewide,Dianne Slopak,R,5533,38.74%
Registrar of Voters,statewide,Sue Armstrong,D,2644,43.79%
Registrar of Voters,statewide,Ellie Canestrari,R,3286,54.42%
Registrar of Voters,statewide,Sue Armstrong,O,108,1.79%
Registrar of Voters,statewide,Christine Psathas,D,1496,48.56%
Registrar of Voters,statewide,Suzanne G. Chapman,R,1585,51.44%
Registrar of Voters,statewide,Marylin C. Clarke,D,2994,57.00%
Registrar of Voters,statewide,Catherine Q. Carter,R,2259,43.00%
Registrar of Voters,statewide,Susan Abram,D,4265,47.87%
Registrar of Voters,statewide,Beth Gasparini,R,4645,52.13%
Registrar of Voters,statewide,Andrew Stockton,D,1141,42.96%
Registrar of Voters,statewide,Angela Davis,R,1515,57.04%
Registrar of Voters,statewide,Katherine Blinstrubas,D,2101,35.76%
Registrar of Voters,statewide,Marianne Byrne,R,3774,64.24%
Registrar of Voters,statewide,Patricia Fondelheit,D,1928,47.05%
Registrar of Voters,statewide,Kimberley J.D. Simmons,R,2170,52.95%
Registrar of Voters,statewide,Laura Miller,R,940,100.00%
Registrar of Voters,statewide,Wendy O'Connor,D,403,43.33%
Registrar of Voters,statewide,Melody Savino,R,527,56.67%
Registrar of Voters,statewide,Marel Rogers,D,940,63.60%
Registrar of Voters,statewide,Barbara Coords,R,538,36.40%
Registrar of Voters,statewide,Bill Petkanas,D,1144,50.46%
Registrar of Voters,statewide,George O. Linkletter,R,1123,49.54%
Registrar of Voters,statewide,Robert W. Schmidt,D,1985,36.40%
Registrar of Voters,statewide,David P. McCaffrey,R,3468,63.60%
Registrar of Voters,statewide,Maria M. Gladue,D,757,50.67%
Registrar of Voters,statewide,Barbara Richardson Crouch,R,737,49.33%
Registrar of Voters,statewide,Dianna M. Firlik,D,1009,100.00%
Registrar of Voters,statewide,A. Aileen Witkowski,D,2269,47.27%
Registrar of Voters,statewide,Francis J. McGarry,R,2531,52.73%
Registrar of Voters,statewide,Joyce A. Melgey,D,607,41.72%
Registrar of Voters,statewide,Belinda Wiese,R,848,58.28%
Registrar of Voters,statewide,Jon P. Garvey,D,405,44.95%
Registrar of Voters,statewide,Richard Valine,R,496,55.05%
Registrar of Voters,statewide,Denise E.S. Arturi,D,1408,64.15%
Registrar of Voters,statewide,Lois Pinney,R,787,35.85%
Registrar of Voters,statewide,Julie Watson Jones,D,6265,53.98%
Registrar of Voters,statewide,Patti Waters,R,5342,46.02%
Registrar of Voters,statewide,Debra A. Hughes,D,4399,36.39%
Registrar of Voters,statewide,Robert M. Porter,R,7690,63.61%
Registrar of Voters,statewide,Barbara Braunstein,D,1891,38.35%
Registrar of Voters,statewide,Deborah G. Jones,R,3040,61.65%
Registrar of Voters,statewide,R. Michael Wyman,D,4648,52.38%
Registrar of Voters,statewide,Leonard A. Bach,R,4225,47.62%
Registrar of Voters,statewide,Christopher Prue,D,8338,56.93%
Registrar of Voters,statewide,John Anderson,R,6307,43.07%
Registrar of Voters,statewide,Joan Strickland,D,3789,53.64%
Registrar of Voters,statewide,Joan Broadhurst,R,3275,46.36%
Registrar of Voters,statewide,Irene A. Bessette,D,2727,40.55%
Registrar of Voters,statewide,Sonia S. Chapman,R,3526,52.43%
Registrar of Voters,statewide,Elizabeth V. Saros,PC,472,7.02%
Registrar of Voters,statewide,Meghan Ely,D,3509,65.22%
Registrar of Voters,statewide,Sara Baker,R,1871,34.78%
Registrar of Voters,statewide,Marie Greene,D,5914,47.27%
