office,town,candidate,party,votes,vote_percent
State Representative 151 To Fill a Vacancy,statewide,Cheryl Trepp Moss,D,1965,45.59%
State Representative 151 To Fill a Vacancy,statewide,Harry Arora,R,2345,54.41%
State Representative 151 To Fill a Vacancy,Greenwich,Cheryl Trepp Moss,D,1965,45.59%
State Representative 151 To Fill a Vacancy,Greenwich,Harry Arora,R,2345,54.41%
