office,town,candidate,party,votes,vote_percent
United States Senator,Goshen,Gerry Smith,R,0,0.00%
United States Senator,Goshen,Matthew M. Corey,R,0,0.00%
United States Senator,Granby,Gerry Smith,R,0,0.00%
United States Senator,Granby,Matthew M. Corey,R,0,0.00%
United States Senator,Greenwich,Gerry Smith,R,0,0.00%
United States Senator,Greenwich,Matthew M. Corey,R,0,0.00%
Representative in Congress 4,Greenwich,Bob MacGuffie,R,0,0.00%
Representative in Congress 4,Greenwich,Michael Goldstein,R,0,0.00%
United States Senator,Griswold,Gerry Smith,R,0,0.00%
United States Senator,Griswold,Matthew M. Corey,R,0,0.00%
United States Senator,Groton,Gerry Smith,R,0,0.00%
United States Senator,Groton,Matthew M. Corey,R,0,0.00%
United States Senator,Guilford,Gerry Smith,R,0,0.00%
United States Senator,Guilford,Matthew M. Corey,R,0,0.00%
United States Senator,Haddam,Gerry Smith,R,0,0.00%
United States Senator,Haddam,Matthew M. Corey,R,0,0.00%
United States Senator,Hamden,Gerry Smith,R,0,0.00%
United States Senator,Hamden,Matthew M. Corey,R,0,0.00%
United States Senator,Hampton,Gerry Smith,R,0,0.00%
United States Senator,Hampton,Matthew M. Corey,R,0,0.00%
United States Senator,Hartford,Gerry Smith,R,0,0.00%
United States Senator,Hartford,Matthew M. Corey,R,0,0.00%
United States Senator,Hartland,Gerry Smith,R,0,0.00%
United States Senator,Hartland,Matthew M. Corey,R,0,0.00%
United States Senator,Harwinton,Gerry Smith,R,0,0.00%
United States Senator,Harwinton,Matthew M. Corey,R,0,0.00%
United States Senator,Hebron,Gerry Smith,R,0,0.00%
United States Senator,Hebron,Matthew M. Corey,R,0,0.00%
Registrar of Voters,Hebron,Michele May,R,0,0.00%
Registrar of Voters,Hebron,John F. Richmond,R,0,0.00%
United States Senator,Kent,Gerry Smith,R,0,0.00%
United States Senator,Kent,Matthew M. Corey,R,0,0.00%
United States Senator,Killingly,Gerry Smith,R,0,0.00%
United States Senator,Killingly,Matthew M. Corey,R,0,0.00%
State Senator 29,Killingly,Chris Reddy,R,0,0.00%
State Senator 29,Killingly,Susanne Witkowski,R,0,0.00%
United States Senator,Killingworth,Gerry Smith,R,0,0.00%
United States Senator,Killingworth,Matthew M. Corey,R,0,0.00%
United States Senator,Lebanon,Gerry Smith,R,0,0.00%
United States Senator,Lebanon,Matthew M. Corey,R,0,0.00%
United States Senator,Ledyard,Gerry Smith,R,0,0.00%
United States Senator,Ledyard,Matthew M. Corey,R,0,0.00%
United States Senator,Lisbon,Gerry Smith,R,0,0.00%
United States Senator,Lisbon,Matthew M. Corey,R,0,0.00%
United States Senator,Litchfield,Gerry Smith,R,0,0.00%
United States Senator,Litchfield,Matthew M. Corey,R,0,0.00%
United States Senator,Lyme,Gerry Smith,R,0,0.00%
United States Senator,Lyme,Matthew M. Corey,R,0,0.00%
United States Senator,Madison,Gerry Smith,R,0,0.00%
United States Senator,Madison,Matthew M. Corey,R,0,0.00%
United States Senator,Manchester,Gerry Smith,R,0,0.00%
United States Senator,Manchester,Matthew M. Corey,R,0,0.00%
United States Senator,Mansfield,Gerry Smith,R,0,0.00%
United States Senator,Mansfield,Matthew M. Corey,R,0,0.00%
State Senator 29,Mansfield,Chris Reddy,R,0,0.00%
State Senator 29,Mansfield,Susanne Witkowski,R,0,0.00%
United States Senator,Marlborough,Gerry Smith,R,0,0.00%
United States Senator,Marlborough,Matthew M. Corey,R,0,0.00%
United States Senator,Meriden,Gerry Smith,R,0,0.00%
United States Senator,Meriden,Matthew M. Corey,R,0,0.00%
United States Senator,Middlebury,Gerry Smith,R,0,0.00%
United States Senator,Middlebury,Matthew M. Corey,R,0,0.00%
United States Senator,Middlefield,Gerry Smith,R,0,0.00%
United States Senator,Middlefield,Matthew M. Corey,R,0,0.00%
United States Senator,Middletown,Gerry Smith,R,0,0.00%
United States Senator,Middletown,Matthew M. Corey,R,0,0.00%
United States Senator,Milford,Gerry Smith,R,0,0.00%
United States Senator,Milford,Matthew M. Corey,R,0,0.00%
United States Senator,Monroe,Gerry Smith,R,0,0.00%
United States Senator,Monroe,Matthew M. Corey,R,0,0.00%
Representative in Congress 4,Monroe,Bob MacGuffie,R,0,0.00%
Representative in Congress 4,Monroe,Michael Goldstein,R,0,0.00%
United States Senator,Montville,Gerry Smith,R,0,0.00%
United States Senator,Montville,Matthew M. Corey,R,0,0.00%
United States Senator,Morris,Gerry Smith,R,0,0.00%
United States Senator,Morris,Matthew M. Corey,R,0,0.00%
United States Senator,Naugatuck,Gerry Smith,R,0,0.00%
United States Senator,Naugatuck,Matthew M. Corey,R,0,0.00%
United States Senator,New Britain,Gerry Smith,R,0,0.00%
United States Senator,New Britain,Matthew M. Corey,R,0,0.00%
United States Senator,New Canaan,Gerry Smith,R,0,0.00%
United States Senator,New Canaan,Matthew M. Corey,R,0,0.00%
Representative in Congress 4,New Canaan,Bob MacGuffie,R,0,0.00%
Representative in Congress 4,New Canaan,Michael Goldstein,R,0,0.00%
United States Senator,New Fairfield,Gerry Smith,R,0,0.00%
United States Senator,New Fairfield,Matthew M. Corey,R,0,0.00%
United States Senator,New Hartford,Gerry Smith,R,0,0.00%
United States Senator,New Hartford,Matthew M. Corey,R,0,0.00%
United States Senator,New Haven,Gerry Smith,R,0,0.00%
United States Senator,New Haven,Matthew M. Corey,R,0,0.00%
United States Senator,Newington,Gerry Smith,R,0,0.00%
United States Senator,Newington,Matthew M. Corey,R,0,0.00%
United States Senator,New London,Gerry Smith,R,0,0.00%
United States Senator,New London,Matthew M. Corey,R,0,0.00%
United States Senator,New Milford,Gerry Smith,R,0,0.00%
United States Senator,New Milford,Matthew M. Corey,R,0,0.00%
State Representative 69,New Milford,Jason Buchsbaum,R,0,0.00%
State Representative 69,New Milford,Edwin N. Cady,R,0,0.00%
United States Senator,Newtown,Gerry Smith,R,0,0.00%
United States Senator,Newtown,Matthew M. Corey,R,0,0.00%
United States Senator,Norfolk,Gerry Smith,R,0,0.00%
United States Senator,Norfolk,Matthew M. Corey,R,0,0.00%
United States Senator,North Branford,Gerry Smith,R,0,0.00%
United States Senator,North Branford,Matthew M. Corey,R,0,0.00%
United States Senator,North Canaan,Gerry Smith,R,0,0.00%
United States Senator,North Canaan,Matthew M. Corey,R,0,0.00%
United States Senator,North Haven,Gerry Smith,R,0,0.00%
United States Senator,North Haven,Matthew M. Corey,R,0,0.00%
United States Senator,North Stonington,Gerry Smith,R,0,0.00%
United States Senator,North Stonington,Matthew M. Corey,R,0,0.00%
United States Senator,Norwalk,Gerry Smith,R,0,0.00%
United States Senator,Norwalk,Matthew M. Corey,R,0,0.00%
Representative in Congress 4,Norwalk,Bob MacGuffie,R,0,0.00%
Representative in Congress 4,Norwalk,Michael Goldstein,R,0,0.00%
United States Senator,Norwich,Gerry Smith,R,0,0.00%
United States Senator,Norwich,Matthew M. Corey,R,0,0.00%
United States Senator,Old Lyme,Gerry Smith,R,0,0.00%
United States Senator,Old Lyme,Matthew M. Corey,R,0,0.00%
United States Senator,Old Saybrook,Gerry Smith,R,0,0.00%
United States Senator,Old Saybrook,Matthew M. Corey,R,0,0.00%
United States Senator,Orange,Gerry Smith,R,0,0.00%
United States Senator,Orange,Matthew M. Corey,R,0,0.00%
United States Senator,Oxford,Gerry Smith,R,0,0.00%
United States Senator,Oxford,Matthew M. Corey,R,0,0.00%
Representative in Congress 4,Oxford,Bob MacGuffie,R,0,0.00%
Representative in Congress 4,Oxford,Michael Goldstein,R,0,0.00%
United States Senator,Plainfield,Gerry Smith,R,0,0.00%
United States Senator,Plainfield,Matthew M. Corey,R,0,0.00%
United States Senator,Plainville,Gerry Smith,R,0,0.00%
United States Senator,Plainville,Matthew M. Corey,R,0,0.00%
United States Senator,Plymouth,Gerry Smith,R,0,0.00%
United States Senator,Plymouth,Matthew M. Corey,R,0,0.00%
United States Senator,Pomfret,Gerry Smith,R,0,0.00%
United States Senator,Pomfret,Matthew M. Corey,R,0,0.00%
State Senator 29,Pomfret,Chris Reddy,R,0,0.00%
State Senator 29,Pomfret,Susanne Witkowski,R,0,0.00%
United States Senator,Portland,Gerry Smith,R,0,0.00%
United States Senator,Portland,Matthew M. Corey,R,0,0.00%
United States Senator,Preston,Gerry Smith,R,0,0.00%
United States Senator,Preston,Matthew M. Corey,R,0,0.00%
United States Senator,Prospect,Gerry Smith,R,0,0.00%
United States Senator,Prospect,Matthew M. Corey,R,0,0.00%
United States Senator,Putnam,Gerry Smith,R,0,0.00%
United States Senator,Putnam,Matthew M. Corey,R,0,0.00%
State Senator 29,Putnam,Chris Reddy,R,0,0.00%
State Senator 29,Putnam,Susanne Witkowski,R,0,0.00%
United States Senator,Redding,Gerry Smith,R,0,0.00%
United States Senator,Redding,Matthew M. Corey,R,0,0.00%
Representative in Congress 4,Redding,Bob MacGuffie,R,0,0.00%
Representative in Congress 4,Redding,Michael Goldstein,R,0,0.00%
United States Senator,Ridgefield,Gerry Smith,R,0,0.00%
United States Senator,Ridgefield,Matthew M. Corey,R,0,0.00%
Representative in Congress 4,Ridgefield,Bob MacGuffie,R,0,0.00%
Representative in Congress 4,Ridgefield,Michael Goldstein,R,0,0.00%
United States Senator,Rocky Hill,Gerry Smith,R,0,0.00%
United States Senator,Rocky Hill,Matthew M. Corey,R,0,0.00%
United States Senator,Roxbury,Gerry Smith,R,0,0.00%
United States Senator,Roxbury,Matthew M. Corey,R,0,0.00%
State Representative 69,Roxbury,Jason Buchsbaum,R,0,0.00%
State Representative 69,Roxbury,Edwin N. Cady,R,0,0.00%
United States Senator,Salem,Gerry Smith,R,0,0.00%
United States Senator,Salem,Matthew M. Corey,R,0,0.00%
United States Senator,Salisbury,Gerry Smith,R,0,0.00%
United States Senator,Salisbury,Matthew M. Corey,R,0,0.00%
United States Senator,Scotland,Gerry Smith,R,0,0.00%
United States Senator,Scotland,Matthew M. Corey,R,0,0.00%
State Senator 29,Scotland,Chris Reddy,R,0,0.00%
State Senator 29,Scotland,Susanne Witkowski,R,0,0.00%
United States Senator,Seymour,Gerry Smith,R,0,0.00%
United States Senator,Seymour,Matthew M. Corey,R,0,0.00%
United States Senator,Sharon,Gerry Smith,R,0,0.00%
United States Senator,Sharon,Matthew M. Corey,R,0,0.00%
United States Senator,Shelton,Gerry Smith,R,0,0.00%
United States Senator,Shelton,Matthew M. Corey,R,0,0.00%
Representative in Congress 4,Shelton,Bob MacGuffie,R,0,0.00%
Representative in Congress 4,Shelton,Michael Goldstein,R,0,0.00%
United States Senator,Sherman,Gerry Smith,R,0,0.00%
United States Senator,Sherman,Matthew M. Corey,R,0,0.00%
United States Senator,Simsbury,Gerry Smith,R,0,0.00%
United States Senator,Simsbury,Matthew M. Corey,R,0,0.00%
United States Senator,Somers,Gerry Smith,R,0,0.00%
United States Senator,Somers,Matthew M. Corey,R,0,0.00%
United States Senator,Southbury,Gerry Smith,R,0,0.00%
United States Senator,Southbury,Matthew M. Corey,R,0,0.00%
State Representative 69,Southbury,Jason Buchsbaum,R,0,0.00%
State Representative 69,Southbury,Edwin N. Cady,R,0,0.00%
United States Senator,Southington,Gerry Smith,R,0,0.00%
United States Senator,Southington,Matthew M. Corey,R,0,0.00%
United States Senator,South Windsor,Gerry Smith,R,0,0.00%
United States Senator,South Windsor,Matthew M. Corey,R,0,0.00%
United States Senator,Sprague,Gerry Smith,R,0,0.00%
United States Senator,Sprague,Matthew M. Corey,R,0,0.00%
United States Senator,Stafford,Gerry Smith,R,0,0.00%
United States Senator,Stafford,Matthew M. Corey,R,0,0.00%
United States Senator,Stamford,Gerry Smith,R,0,0.00%
United States Senator,Stamford,Matthew M. Corey,R,0,0.00%
Representative in Congress 4,Stamford,Bob MacGuffie,R,0,0.00%
Representative in Congress 4,Stamford,Michael Goldstein,R,0,0.00%
United States Senator,Sterling,Gerry Smith,R,0,0.00%
United States Senator,Sterling,Matthew M. Corey,R,0,0.00%
United States Senator,Stonington,Gerry Smith,R,0,0.00%
United States Senator,Stonington,Matthew M. Corey,R,0,0.00%
United States Senator,Stratford,Gerry Smith,R,0,0.00%
United States Senator,Stratford,Matthew M. Corey,R,0,0.00%
United States Senator,Suffield,Gerry Smith,R,0,0.00%
United States Senator,Suffield,Matthew M. Corey,R,0,0.00%
United States Senator,Thomaston,Gerry Smith,R,0,0.00%
United States Senator,Thomaston,Matthew M. Corey,R,0,0.00%
United States Senator,Thompson,Gerry Smith,R,0,0.00%
United States Senator,Thompson,Matthew M. Corey,R,0,0.00%
State Senator 29,Thompson,Chris Reddy,R,0,0.00%
State Senator 29,Thompson,Susanne Witkowski,R,0,0.00%
United States Senator,Tolland,Gerry Smith,R,0,0.00%
United States Senator,Tolland,Matthew M. Corey,R,0,0.00%
United States Senator,Torrington,Gerry Smith,R,0,0.00%
United States Senator,Torrington,Matthew M. Corey,R,0,0.00%
United States Senator,Trumbull,Gerry Smith,R,0,0.00%
United States Senator,Trumbull,Matthew M. Corey,R,0,0.00%
Representative in Congress 4,Trumbull,Bob MacGuffie,R,0,0.00%
Representative in Congress 4,Trumbull,Michael Goldstein,R,0,0.00%
United States Senator,Union,Gerry Smith,R,0,0.00%
United States Senator,Union,Matthew M. Corey,R,0,0.00%
United States Senator,Vernon,Gerry Smith,R,0,0.00%
United States Senator,Vernon,Matthew M. Corey,R,0,0.00%
United States Senator,Voluntown,Gerry Smith,R,0,0.00%
United States Senator,Voluntown,Matthew M. Corey,R,0,0.00%
United States Senator,Wallingford,Gerry Smith,R,0,0.00%
United States Senator,Wallingford,Matthew M. Corey,R,0,0.00%
United States Senator,Warren,Gerry Smith,R,0,0.00%
United States Senator,Warren,Matthew M. Corey,R,0,0.00%
United States Senator,Washington,Gerry Smith,R,0,0.00%
United States Senator,Washington,Matthew M. Corey,R,0,0.00%
United States Senator,Waterbury,Gerry Smith,R,0,0.00%
United States Senator,Waterbury,Matthew M. Corey,R,0,0.00%
United States Senator,Waterford,Gerry Smith,R,0,0.00%
United States Senator,Waterford,Matthew M. Corey,R,0,0.00%
United States Senator,Watertown,Gerry Smith,R,0,0.00%
United States Senator,Watertown,Matthew M. Corey,R,0,0.00%
United States Senator,Westbrook,Gerry Smith,R,0,0.00%
United States Senator,Westbrook,Matthew M. Corey,R,0,0.00%
United States Senator,West Hartford,Gerry Smith,R,0,0.00%
United States Senator,West Hartford,Matthew M. Corey,R,0,0.00%
United States Senator,West Haven,Gerry Smith,R,0,0.00%
United States Senator,West Haven,Matthew M. Corey,R,0,0.00%
United States Senator,Weston,Gerry Smith,R,0,0.00%
United States Senator,Weston,Matthew M. Corey,R,0,0.00%
Representative in Congress 4,Weston,Bob MacGuffie,R,0,0.00%
Representative in Congress 4,Weston,Michael Goldstein,R,0,0.00%
United States Senator,Westport,Gerry Smith,R,0,0.00%
United States Senator,Westport,Matthew M. Corey,R,0,0.00%
Representative in Congress 4,Westport,Bob MacGuffie,R,0,0.00%
Representative in Congress 4,Westport,Michael Goldstein,R,0,0.00%
United States Senator,Wethersfield,Gerry Smith,R,0,0.00%
United States Senator,Wethersfield,Matthew M. Corey,R,0,0.00%
United States Senator,Willington,Gerry Smith,R,0,0.00%
United States Senator,Willington,Matthew M. Corey,R,0,0.00%
United States Senator,Wilton,Gerry Smith,R,0,0.00%
United States Senator,Wilton,Matthew M. Corey,R,0,0.00%
Representative in Congress 4,Wilton,Bob MacGuffie,R,0,0.00%
Representative in Congress 4,Wilton,Michael Goldstein,R,0,0.00%
United States Senator,Winchester,Gerry Smith,R,0,0.00%
United States Senator,Winchester,Matthew M. Corey,R,0,0.00%
United States Senator,Windham,Gerry Smith,R,0,0.00%
United States Senator,Windham,Matthew M. Corey,R,0,0.00%
State Senator 29,Windham,Chris Reddy,R,0,0.00%
State Senator 29,Windham,Susanne Witkowski,R,0,0.00%
United States Senator,Windsor,Gerry Smith,R,0,0.00%
United States Senator,Windsor,Matthew M. Corey,R,0,0.00%
United States Senator,Windsor Locks,Gerry Smith,R,0,0.00%
United States Senator,Windsor Locks,Matthew M. Corey,R,0,0.00%
United States Senator,Wolcott,Gerry Smith,R,0,0.00%
United States Senator,Wolcott,Matthew M. Corey,R,0,0.00%
United States Senator,Woodbridge,Gerry Smith,R,0,0.00%
United States Senator,Woodbridge,Matthew M. Corey,R,0,0.00%
United States Senator,Woodbury,Gerry Smith,R,0,0.00%
United States Senator,Woodbury,Matthew M. Corey,R,0,0.00%
United States Senator,Woodstock,Gerry Smith,R,0,0.00%
United States Senator,Woodstock,Matthew M. Corey,R,0,0.00%
