office,town,candidate,party,votes,vote_percent
Representative in Congress 1,Bloomfield,Jim Griffin,R,1557,13.93%
Representative in Congress 1,Bloomfield,John B. Larson,WF,261,2.33%
Representative in Congress 1,Bloomfield,Mary L. Sanders,G,157,1.40%
State Senator 2,Bloomfield,Douglas McCrory,D,8233,84.67%
State Senator 2,Bloomfield,Kristin Hoffman,R,1491,15.33%
State Senator 5,Bloomfield,Derek Slap,D,1027,77.10%
State Senator 5,Bloomfield,Kyla Zimmermann,R,305,22.90%
State Representative 15,Bloomfield,Bobby Gibson,D,9284,84.03%
State Representative 15,Bloomfield,Quentin Johnson,R,1765,15.97%
Registrar of Voters,Bloomfield,Sharon Ann O'Connor,D,8908,83.00%
Registrar of Voters,Bloomfield,Robert Ike,R,1824,17.00%
Presidential Electors for,Bolton,Harris and Walz,D,1649,52.02%
Presidential Electors for,Bolton,Trump and Vance,R,1459,46.03%
Presidential Electors for,Bolton,Stein and Ware,G,22,0.69%
Presidential Electors for,Bolton,Oliver and ter Maat,LI,21,0.66%
Presidential Electors for,Bolton,"Kennedy, Jr. and Shanahan",PC,16,0.50%
Presidential Electors for,Bolton,De la Cruz and Garcia,WI,3,0.09%
Presidential Electors for,Bolton,Fox and McVay,WI,0,0.00%
Presidential Electors for,Bolton,McNeil and McNeil,WI,0,0.00%
Presidential Electors for,Bolton,Potus and Kennedy,WI,0,0.00%
Presidential Electors for,Bolton,Ayyadurai and Ellis,WI,0,0.00%
Presidential Electors for,Bolton,Sonski and Onak,WI,0,0.00%
Presidential Electors for,Bolton,West and Abdullah,WI,0,0.00%
United States Senator,Bolton,Christopher S. Murphy,D,1570,50.21%
United States Senator,Bolton,Matthew M. Corey,R,1441,46.08%
United States Senator,Bolton,Christopher S. Murphy,WF,72,2.30%
United States Senator,Bolton,Justin C. Paglino,G,17,0.54%
United States Senator,Bolton,Robert Finley Hyde,CGG,27,0.86%
United States Senator,Bolton,John Flynn,WI,0,0.00%
Representative in Congress 2,Bolton,Joe Courtney,D,1717,55.39%
Representative in Congress 2,Bolton,Mike France,R,1383,44.61%
Representative in Congress 2,Bolton,"Kenneth Kusmierski, Jr.",WI,0,0.00%
Representative in Congress 2,Bolton,Jeffery Russell,WI,0,0.00%
State Senator 4,Bolton,MD Rahman,D,1552,50.32%
State Senator 4,Bolton,Stephen King,R,1440,46.69%
State Senator 4,Bolton,MD Rahman,WF,92,2.98%
State Representative 8,Bolton,Nancy Hammarstrom,D,622,45.24%
State Representative 8,Bolton,Timothy Ackert,R,724,52.65%
State Representative 8,Bolton,Nancy Hammarstrom,WF,29,2.11%
State Representative 55,Bolton,Amanda Veneziano,D,766,45.03%
State Representative 55,Bolton,Steve Weir,R,888,52.20%
State Representative 55,Bolton,Amanda Veneziano,WF,33,1.94%
State Representative 55,Bolton,Amanda Veneziano,IND,14,0.82%
Registrar of Voters,Bolton,Sandra W. Pierog,D,1605,52.31%
Registrar of Voters,Bolton,Ross Lally,R,1463,47.69%
Presidential Electors for,Bozrah,Harris and Walz,D,685,42.95%
Presidential Electors for,Bozrah,Trump and Vance,R,885,55.49%
Presidential Electors for,Bozrah,Stein and Ware,G,7,0.44%
Presidential Electors for,Bozrah,Oliver and ter Maat,LI,12,0.75%
Presidential Electors for,Bozrah,"Kennedy, Jr. and Shanahan",PC,6,0.38%
Presidential Electors for,Bozrah,De la Cruz and Garcia,WI,0,0.00%
Presidential Electors for,Bozrah,Fox and McVay,WI,0,0.00%
Presidential Electors for,Bozrah,McNeil and McNeil,WI,0,0.00%
Presidential Electors for,Bozrah,Potus and Kennedy,WI,0,0.00%
Presidential Electors for,Bozrah,Ayyadurai and Ellis,WI,0,0.00%
Presidential Electors for,Bozrah,Sonski and Onak,WI,0,0.00%
Presidential Electors for,Bozrah,West and Abdullah,WI,0,0.00%
United States Senator,Bozrah,Christopher S. Murphy,D,657,42.61%
United States Senator,Bozrah,Matthew M. Corey,R,784,50.84%
United States Senator,Bozrah,Christopher S. Murphy,WF,61,3.96%
United States Senator,Bozrah,Justin C. Paglino,G,11,0.71%
United States Senator,Bozrah,Robert Finley Hyde,CGG,29,1.88%
United States Senator,Bozrah,John Flynn,WI,0,0.00%
Representative in Congress 2,Bozrah,Joe Courtney,D,811,52.46%
Representative in Congress 2,Bozrah,Mike France,R,735,47.54%
Representative in Congress 2,Bozrah,"Kenneth Kusmierski, Jr.",WI,0,0.00%
Representative in Congress 2,Bozrah,Jeffery Russell,WI,0,0.00%
State Senator 20,Bozrah,Martha Marx,D,646,42.11%
State Senator 20,Bozrah,Shaun Mastroianni,R,816,53.19%
State Senator 20,Bozrah,Martha Marx,WF,34,2.22%
State Senator 20,Bozrah,Shaun Mastroianni,IND,38,2.48%
State Representative 48,Bozrah,Christopher Rivers,D,624,40.55%
State Representative 48,Bozrah,Mark DeCaprio,R,861,55.95%
State Representative 48,Bozrah,Christopher Rivers,WF,34,2.21%
State Representative 48,Bozrah,Lance Lusignan,IND,20,1.30%
Presidential Electors for,Branford,Harris and Walz,D,0,0.00%
Presidential Electors for,Branford,Trump and Vance,R,0,0.00%
Presidential Electors for,Branford,Stein and Ware,G,0,0.00%
Presidential Electors for,Branford,Oliver and ter Maat,LI,0,0.00%
Presidential Electors for,Branford,"Kennedy, Jr. and Shanahan",PC,0,0.00%
Presidential Electors for,Branford,De la Cruz and Garcia,WI,0,0.00%
Presidential Electors for,Branford,Fox and McVay,WI,0,0.00%
Presidential Electors for,Branford,McNeil and McNeil,WI,0,0.00%
Presidential Electors for,Branford,Potus and Kennedy,WI,0,0.00%
Presidential Electors for,Branford,Ayyadurai and Ellis,WI,0,0.00%
Presidential Electors for,Branford,Sonski and Onak,WI,0,0.00%
Presidential Electors for,Branford,West and Abdullah,WI,0,0.00%
United States Senator,Branford,Christopher S. Murphy,D,0,0.00%
United States Senator,Branford,Matthew M. Corey,R,0,0.00%
United States Senator,Branford,Christopher S. Murphy,WF,0,0.00%
United States Senator,Branford,Justin C. Paglino,G,0,0.00%
United States Senator,Branford,Robert Finley Hyde,CGG,0,0.00%
United States Senator,Branford,John Flynn,WI,0,0.00%
Representative in Congress 3,Branford,Rosa L. DeLauro,D,0,0.00%
Representative in Congress 3,Branford,Michael Massey,R,0,0.00%
Representative in Congress 3,Branford,Michael Massey,IND,0,0.00%
Representative in Congress 3,Branford,Leo Almoney,WI,0,0.00%
Representative in Congress 3,Branford,Omar Scott Antar,WI,0,0.00%
Representative in Congress 3,Branford,Shahd Omar,WI,0,0.00%
State Senator 12,Branford,Christine Cohen,D,0,0.00%
State Senator 12,Branford,Paul Crisci,R,0,0.00%
State Senator 12,Branford,Christine Cohen,WF,0,0.00%
State Senator 12,Branford,Christine Cohen,IND,0,0.00%
State Representative 98,Branford,Moira Rader,D,0,0.00%
State Representative 98,Branford,Richard S. DiNardo,R,0,0.00%
State Representative 98,Branford,Moira Rader,WF,0,0.00%
State Representative 102,Branford,Robin Comey,D,0,0.00%
State Representative 102,Branford,Ray Ingraham,R,0,0.00%
State Representative 102,Branford,Robin Comey,WF,0,0.00%
Registrar of Voters,Branford,Jeff Rowan,D,0,0.00%
Registrar of Voters,Branford,"Darren ""Howie"" Lawler",R,0,0.00%
Presidential Electors for,Bridgeport,Harris and Walz,D,0,0.00%
Presidential Electors for,Bridgeport,Trump and Vance,R,0,0.00%
Presidential Electors for,Bridgeport,Stein and Ware,G,0,0.00%
Presidential Electors for,Bridgeport,Oliver and ter Maat,LI,0,0.00%
Presidential Electors for,Bridgeport,"Kennedy, Jr. and Shanahan",PC,0,0.00%
Presidential Electors for,Bridgeport,De la Cruz and Garcia,WI,0,0.00%
Presidential Electors for,Bridgeport,Fox and McVay,WI,0,0.00%
Presidential Electors for,Bridgeport,McNeil and McNeil,WI,0,0.00%
Presidential Electors for,Bridgeport,Potus and Kennedy,WI,0,0.00%
Presidential Electors for,Bridgeport,Ayyadurai and Ellis,WI,0,0.00%
Presidential Electors for,Bridgeport,Sonski and Onak,WI,0,0.00%
Presidential Electors for,Bridgeport,West and Abdullah,WI,0,0.00%
United States Senator,Bridgeport,Christopher S. Murphy,D,0,0.00%
United States Senator,Bridgeport,Matthew M. Corey,R,0,0.00%
United States Senator,Bridgeport,Christopher S. Murphy,WF,0,0.00%
United States Senator,Bridgeport,Justin C. Paglino,G,0,0.00%
United States Senator,Bridgeport,Robert Finley Hyde,CGG,0,0.00%
United States Senator,Bridgeport,John Flynn,WI,0,0.00%
Representative in Congress 4,Bridgeport,Jim Himes,D,0,0.00%
Representative in Congress 4,Bridgeport,Michael Goldstein,R,0,0.00%
Representative in Congress 4,Bridgeport,Benjamin Wesley,IND,0,0.00%
State Senator 22,Bridgeport,Sujata Gadkar-Wilcox,D,0,0.00%
State Senator 22,Bridgeport,Chris Carrena,R,0,0.00%
State Senator 22,Bridgeport,Robert Edward Halstead,IND,0,0.00%
State Senator 22,Bridgeport,Louis Anthony Bevilacqua,WI,0,0.00%
State Senator 23,Bridgeport,Herron Gaston,D,0,0.00%
State Senator 23,Bridgeport,Brian Banacowski,R,0,0.00%
State Senator 23,Bridgeport,Herron Gaston,WF,0,0.00%
State Representative 124,Bridgeport,"Andre Baker, Jr.",D,0,0.00%
State Representative 124,Bridgeport,Yoshiyahu Yisrael,R,0,0.00%
State Representative 126,Bridgeport,"Fred Gee, Jr.",D,0,0.00%
State Representative 126,Bridgeport,David R. Herz,R,0,0.00%
State Representative 127,Bridgeport,Marcus A. Brown,D,0,0.00%
State Representative 128,Bridgeport,Christopher Rosario,D,0,0.00%
State Representative 128,Bridgeport,Ramona Marquez,R,0,0.00%
State Representative 128,Bridgeport,Angel M. Gonzalez,IND,0,0.00%
State Representative 129,Bridgeport,Steve Stafstrom,D,0,0.00%
State Representative 129,Bridgeport,Francis Kalangala,R,0,0.00%
State Representative 130,Bridgeport,Antonio D. Felipe,D,0,0.00%
State Representative 130,Bridgeport,"Terry ""Cowboy"" Sullivan",R,0,0.00%
State Representative 133,Bridgeport,Cristin McCarthy Vahey,D,0,0.00%
State Representative 133,Bridgeport,Chris Verras,R,0,0.00%
State Representative 133,Bridgeport,Cristin McCarthy Vahey,WF,0,0.00%
Registrar of Voters,Bridgeport,Patricia A. Howard,D,0,0.00%
Registrar of Voters,Bridgeport,Linda A. Grace,R,0,0.00%
Presidential Electors for,Bridgewater,Harris and Walz,D,607,51.70%
Presidential Electors for,Bridgewater,Trump and Vance,R,548,46.68%
Presidential Electors for,Bridgewater,Stein and Ware,G,7,0.60%
Presidential Electors for,Bridgewater,Oliver and ter Maat,LI,3,0.26%
Presidential Electors for,Bridgewater,"Kennedy, Jr. and Shanahan",PC,7,0.60%
Presidential Electors for,Bridgewater,De la Cruz and Garcia,WI,2,0.17%
Presidential Electors for,Bridgewater,Fox and McVay,WI,0,0.00%
Presidential Electors for,Bridgewater,McNeil and McNeil,WI,0,0.00%
Presidential Electors for,Bridgewater,Potus and Kennedy,WI,0,0.00%
Presidential Electors for,Bridgewater,Ayyadurai and Ellis,WI,0,0.00%
Presidential Electors for,Bridgewater,Sonski and Onak,WI,0,0.00%
Presidential Electors for,Bridgewater,West and Abdullah,WI,0,0.00%
United States Senator,Bridgewater,Christopher S. Murphy,D,580,50.66%
United States Senator,Bridgewater,Matthew M. Corey,R,527,46.03%
United States Senator,Bridgewater,Christopher S. Murphy,WF,25,2.18%
United States Senator,Bridgewater,Justin C. Paglino,G,9,0.79%
United States Senator,Bridgewater,Robert Finley Hyde,CGG,4,0.35%
United States Senator,Bridgewater,John Flynn,WI,0,0.00%
Representative in Congress 5,Bridgewater,Jahana Hayes,D,577,49.91%
Representative in Congress 5,Bridgewater,George Logan,R,551,47.66%
Representative in Congress 5,Bridgewater,Jahana Hayes,WF,28,2.42%
Representative in Congress 5,Bridgewater,Ahmad AJ Darwish,WI,0,0.00%
Representative in Congress 5,Bridgewater,Bertram Ferguson,WI,0,0.00%
State Senator 32,Bridgewater,Jeff Desmarais,D,578,51.38%
State Senator 32,Bridgewater,Eric C. Berthel,R,547,48.62%
State Representative 69,Bridgewater,Ed Edelson,D,540,47.66%
State Representative 69,Bridgewater,Jason Buchsbaum,R,593,52.34%
Presidential Electors for,Bristol,Harris and Walz,D,14038,49.06%
Presidential Electors for,Bristol,Trump and Vance,R,14187,49.58%
Presidential Electors for,Bristol,Stein and Ware,G,142,0.50%
Presidential Electors for,Bristol,Oliver and ter Maat,LI,108,0.38%
Presidential Electors for,Bristol,"Kennedy, Jr. and Shanahan",PC,122,0.43%
Presidential Electors for,Bristol,De la Cruz and Garcia,WI,3,0.01%
Presidential Electors for,Bristol,Fox and McVay,WI,0,0.00%
Presidential Electors for,Bristol,McNeil and McNeil,WI,0,0.00%
Presidential Electors for,Bristol,Potus and Kennedy,WI,0,0.00%
Presidential Electors for,Bristol,Ayyadurai and Ellis,WI,10,0.03%
Presidential Electors for,Bristol,Sonski and Onak,WI,3,0.01%
Presidential Electors for,Bristol,West and Abdullah,WI,2,0.01%
United States Senator,Bristol,Christopher S. Murphy,D,13386,48.27%
United States Senator,Bristol,Matthew M. Corey,R,12894,46.50%
United States Senator,Bristol,Christopher S. Murphy,WF,860,3.10%
United States Senator,Bristol,Justin C. Paglino,G,244,0.88%
United States Senator,Bristol,Robert Finley Hyde,CGG,348,1.25%
United States Senator,Bristol,John Flynn,WI,0,0.00%
Representative in Congress 1,Bristol,John B. Larson,D,13389,49.00%
Representative in Congress 1,Bristol,Jim Griffin,R,12328,45.12%
Representative in Congress 1,Bristol,John B. Larson,WF,972,3.56%
Representative in Congress 1,Bristol,Mary L. Sanders,G,634,2.32%
State Senator 31,Bristol,Henri Martin,R,17907,100.00%
State Representative 77,Bristol,Cara C. Pavalock-D'Amato,R,6655,69.23%
State Representative 77,Bristol,"Mary ""Mim"" Rydingsward",WF,1836,19.10%
State Representative 77,Bristol,"Mary ""Mim"" Rydingsward",IND,1122,11.67%
State Representative 78,Bristol,Joe Hoxha,R,3805,100.00%
State Representative 79,Bristol,Mary B. Fortier,D,5066,53.01%
State Representative 79,Bristol,David Schrager,R,4046,42.34%
State Representative 79,Bristol,Mary B. Fortier,WF,287,3.00%
State Representative 79,Bristol,Mary B. Fortier,IND,158,1.65%
Registrar of Voters,Bristol,Kevin McCauley,D,13334,50.70%
Registrar of Voters,Bristol,Jolene Lusitani,R,12964,49.30%
Presidential Electors for,Brookfield,Harris and Walz,D,4900,47.15%
Presidential Electors for,Brookfield,Trump and Vance,R,5321,51.20%
Presidential Electors for,Brookfield,Stein and Ware,G,81,0.78%
Presidential Electors for,Brookfield,Oliver and ter Maat,LI,38,0.37%
Presidential Electors for,Brookfield,"Kennedy, Jr. and Shanahan",PC,51,0.49%
Presidential Electors for,Brookfield,De la Cruz and Garcia,WI,0,0.00%
Presidential Electors for,Brookfield,Fox and McVay,WI,0,0.00%
Presidential Electors for,Brookfield,McNeil and McNeil,WI,0,0.00%
Presidential Electors for,Brookfield,Potus and Kennedy,WI,0,0.00%
Presidential Electors for,Brookfield,Ayyadurai and Ellis,WI,0,0.00%
Presidential Electors for,Brookfield,Sonski and Onak,WI,0,0.00%
Presidential Electors for,Brookfield,West and Abdullah,WI,1,0.01%
United States Senator,Brookfield,Christopher S. Murphy,D,4782,47.10%
United States Senator,Brookfield,Matthew M. Corey,R,4986,49.11%
United States Senator,Brookfield,Christopher S. Murphy,WF,251,2.47%
United States Senator,Brookfield,Justin C. Paglino,G,78,0.77%
United States Senator,Brookfield,Robert Finley Hyde,CGG,54,0.53%
United States Senator,Brookfield,John Flynn,WI,1,0.01%
Representative in Congress 5,Brookfield,Jahana Hayes,D,4629,45.80%
Representative in Congress 5,Brookfield,George Logan,R,5230,51.75%
Representative in Congress 5,Brookfield,Jahana Hayes,WF,233,2.31%
Representative in Congress 5,Brookfield,Ahmad AJ Darwish,WI,15,0.15%
Representative in Congress 5,Brookfield,Bertram Ferguson,WI,0,0.00%
State Senator 30,Brookfield,Justin Potter,D,3200,38.97%
State Senator 30,Brookfield,Stephen G. Harding,R,4846,59.02%
State Senator 30,Brookfield,Stephen G. Harding,IND,165,2.01%
State Senator 32,Brookfield,Jeff Desmarais,D,882,46.42%
State Senator 32,Brookfield,Eric C. Berthel,R,1018,53.58%
State Representative 107,Brookfield,Aaron Zimmer,D,4383,43.62%
State Representative 107,Brookfield,Martin J. Foncello,R,5404,53.78%
State Representative 107,Brookfield,Aaron Zimmer,WF,148,1.47%
State Representative 107,Brookfield,Aaron Zimmer,IND,114,1.13%
Registrar of Voters,Brookfield,Leslie Ruggiero,D,4522,45.72%
Registrar of Voters,Brookfield,Catherine Iannone,R,5369,54.28%
Presidential Electors for,Brooklyn,Harris and Walz,D,1869,42.67%
Presidential Electors for,Brooklyn,Trump and Vance,R,2445,55.82%
Presidential Electors for,Brooklyn,Stein and Ware,G,19,0.43%
Presidential Electors for,Brooklyn,Oliver and ter Maat,LI,23,0.53%
Presidential Electors for,Brooklyn,"Kennedy, Jr. and Shanahan",PC,24,0.55%
Presidential Electors for,Brooklyn,De la Cruz and Garcia,WI,0,0.00%
Presidential Electors for,Brooklyn,Fox and McVay,WI,0,0.00%
Presidential Electors for,Brooklyn,McNeil and McNeil,WI,0,0.00%
Presidential Electors for,Brooklyn,Potus and Kennedy,WI,0,0.00%
Presidential Electors for,Brooklyn,Ayyadurai and Ellis,WI,0,0.00%
Presidential Electors for,Brooklyn,Sonski and Onak,WI,0,0.00%
Presidential Electors for,Brooklyn,West and Abdullah,WI,0,0.00%
United States Senator,Brooklyn,Christopher S. Murphy,D,1906,45.78%
United States Senator,Brooklyn,Matthew M. Corey,R,2178,52.32%
United States Senator,Brooklyn,Christopher S. Murphy,WF,0,0.00%
United States Senator,Brooklyn,Justin C. Paglino,G,28,0.67%
United States Senator,Brooklyn,Robert Finley Hyde,CGG,51,1.23%
United States Senator,Brooklyn,John Flynn,WI,0,0.00%
Representative in Congress 2,Brooklyn,Joe Courtney,D,0,0.00%
Representative in Congress 2,Brooklyn,Mike France,R,0,0.00%
Representative in Congress 2,Brooklyn,"Kenneth Kusmierski, Jr.",WI,0,0.00%
Representative in Congress 2,Brooklyn,Jeffery Russell,WI,0,0.00%
State Senator 29,Brooklyn,Mae Flexer,D,0,0.00%
State Senator 29,Brooklyn,Chris Reddy,R,0,0.00%
State Senator 29,Brooklyn,Mae Flexer,WF,0,0.00%
State Senator 29,Brooklyn,Mae Flexer,IND,0,0.00%
State Senator 29,Brooklyn,Alice Leibowitz,G,0,0.00%
State Representative 47,Brooklyn,Aaron Spruance,D,0,0.00%
State Representative 47,Brooklyn,Doug Dubitsky,R,0,0.00%
State Representative 50,Brooklyn,Pat Boyd,D,0,0.00%
Registrar of Voters,Brooklyn,Richard Ives,D,1717,41.80%
Registrar of Voters,Brooklyn,Jo Ann Gerardi-Voccio,R,2391,58.20%
Presidential Electors for,Burlington,Harris and Walz,D,2768,47.98%
Presidential Electors for,Burlington,Trump and Vance,R,2907,50.39%
Presidential Electors for,Burlington,Stein and Ware,G,25,0.43%
Presidential Electors for,Burlington,Oliver and ter Maat,LI,31,0.54%
Presidential Electors for,Burlington,"Kennedy, Jr. and Shanahan",PC,35,0.61%
Presidential Electors for,Burlington,De la Cruz and Garcia,WI,2,0.03%
Presidential Electors for,Burlington,Fox and McVay,WI,0,0.00%
Presidential Electors for,Burlington,McNeil and McNeil,WI,0,0.00%
Presidential Electors for,Burlington,Potus and Kennedy,WI,0,0.00%
Presidential Electors for,Burlington,Ayyadurai and Ellis,WI,0,0.00%
Presidential Electors for,Burlington,Sonski and Onak,WI,1,0.02%
Presidential Electors for,Burlington,West and Abdullah,WI,0,0.00%
United States Senator,Burlington,Christopher S. Murphy,D,2676,47.08%
United States Senator,Burlington,Matthew M. Corey,R,2835,49.88%
United States Senator,Burlington,Christopher S. Murphy,WF,111,1.95%
United States Senator,Burlington,Justin C. Paglino,G,29,0.51%
United States Senator,Burlington,Robert Finley Hyde,CGG,33,0.58%
United States Senator,Burlington,John Flynn,WI,0,0.00%
Representative in Congress 5,Burlington,Jahana Hayes,D,2532,44.43%
Representative in Congress 5,Burlington,George Logan,R,3061,53.71%
Representative in Congress 5,Burlington,Jahana Hayes,WF,106,1.86%
Representative in Congress 5,Burlington,Ahmad AJ Darwish,WI,0,0.00%
Representative in Congress 5,Burlington,Bertram Ferguson,WI,0,0.00%
State Senator 5,Burlington,Derek Slap,D,2660,47.61%
State Senator 5,Burlington,Kyla Zimmermann,R,2927,52.39%
State Representative 76,Burlington,Stephen Simonin,D,2172,38.77%
State Representative 76,Burlington,John Piscopo,R,3430,61.23%
Presidential Electors for,Canaan,Harris and Walz,D,451,68.75%
Presidential Electors for,Canaan,Trump and Vance,R,198,30.18%
Presidential Electors for,Canaan,Stein and Ware,G,1,0.15%
Presidential Electors for,Canaan,Oliver and ter Maat,LI,3,0.46%
Presidential Electors for,Canaan,"Kennedy, Jr. and Shanahan",PC,3,0.46%
Presidential Electors for,Canaan,De la Cruz and Garcia,WI,0,0.00%
Presidential Electors for,Canaan,Fox and McVay,WI,0,0.00%
Presidential Electors for,Canaan,McNeil and McNeil,WI,0,0.00%
Presidential Electors for,Canaan,Potus and Kennedy,WI,0,0.00%
Presidential Electors for,Canaan,Ayyadurai and Ellis,WI,0,0.00%
Presidential Electors for,Canaan,Sonski and Onak,WI,0,0.00%
Presidential Electors for,Canaan,West and Abdullah,WI,0,0.00%
United States Senator,Canaan,Christopher S. Murphy,D,428,66.56%
United States Senator,Canaan,Matthew M. Corey,R,180,27.99%
United States Senator,Canaan,Christopher S. Murphy,WF,29,4.51%
United States Senator,Canaan,Justin C. Paglino,G,2,0.31%
United States Senator,Canaan,Robert Finley Hyde,CGG,4,0.62%
United States Senator,Canaan,John Flynn,WI,0,0.00%
Representative in Congress 5,Canaan,Jahana Hayes,D,424,65.43%
Representative in Congress 5,Canaan,George Logan,R,195,30.09%
Representative in Congress 5,Canaan,Jahana Hayes,WF,29,4.48%
Representative in Congress 5,Canaan,Ahmad AJ Darwish,WI,0,0.00%
Representative in Congress 5,Canaan,Bertram Ferguson,WI,0,0.00%
State Senator 30,Canaan,Justin Potter,D,432,67.82%
State Senator 30,Canaan,Stephen G. Harding,R,189,29.67%
State Senator 30,Canaan,Stephen G. Harding,IND,16,2.51%
State Representative 64,Canaan,Maria Horn,D,424,65.43%
State Representative 64,Canaan,Barbara L. Breor,R,187,28.86%
State Representative 64,Canaan,Maria Horn,WF,28,4.32%
State Representative 64,Canaan,Maria Horn,IND,9,1.39%
Presidential Electors for,Canterbury,Harris and Walz,D,1137,36.72%
Presidential Electors for,Canterbury,Trump and Vance,R,1904,61.50%
Presidential Electors for,Canterbury,Stein and Ware,G,16,0.52%
Presidential Electors for,Canterbury,Oliver and ter Maat,LI,10,0.32%
Presidential Electors for,Canterbury,"Kennedy, Jr. and Shanahan",PC,29,0.94%
Presidential Electors for,Canterbury,De la Cruz and Garcia,WI,0,0.00%
Presidential Electors for,Canterbury,Fox and McVay,WI,0,0.00%
Presidential Electors for,Canterbury,McNeil and McNeil,WI,0,0.00%
Presidential Electors for,Canterbury,Potus and Kennedy,WI,0,0.00%
Presidential Electors for,Canterbury,Ayyadurai and Ellis,WI,0,0.00%
Presidential Electors for,Canterbury,Sonski and Onak,WI,0,0.00%
Presidential Electors for,Canterbury,West and Abdullah,WI,0,0.00%
United States Senator,Canterbury,Christopher S. Murphy,D,1099,36.68%
United States Senator,Canterbury,Matthew M. Corey,R,1755,58.58%
United States Senator,Canterbury,Christopher S. Murphy,WF,87,2.90%
United States Senator,Canterbury,Justin C. Paglino,G,14,0.47%
United States Senator,Canterbury,Robert Finley Hyde,CGG,39,1.30%
United States Senator,Canterbury,John Flynn,WI,2,0.07%
Representative in Congress 2,Canterbury,Joe Courtney,D,1291,43.02%
Representative in Congress 2,Canterbury,Mike France,R,1710,56.98%
Representative in Congress 2,Canterbury,"Kenneth Kusmierski, Jr.",WI,0,0.00%
Representative in Congress 2,Canterbury,Jeffery Russell,WI,0,0.00%
State Senator 29,Canterbury,Mae Flexer,D,978,32.75%
State Senator 29,Canterbury,Chris Reddy,R,1906,63.83%
State Senator 29,Canterbury,Mae Flexer,WF,43,1.44%
State Senator 29,Canterbury,Mae Flexer,IND,22,0.74%
State Senator 29,Canterbury,Alice Leibowitz,G,37,1.24%
State Representative 47,Canterbury,Aaron Spruance,D,1002,33.69%
State Representative 47,Canterbury,Doug Dubitsky,R,1972,66.31%
Registrar of Voters,Canterbury,Linda Sangermano,R,2232,99.78%
Registrar of Voters,Canterbury,Loreen Hegan,WI,5,0.22%
Presidential Electors for,Canton,Harris and Walz,D,3819,57.77%
Presidential Electors for,Canton,Trump and Vance,R,2667,40.34%
Presidential Electors for,Canton,Stein and Ware,G,49,0.74%
Presidential Electors for,Canton,Oliver and ter Maat,LI,38,0.57%
Presidential Electors for,Canton,"Kennedy, Jr. and Shanahan",PC,31,0.47%
Presidential Electors for,Canton,De la Cruz and Garcia,WI,3,0.05%
Presidential Electors for,Canton,Fox and McVay,WI,0,0.00%
Presidential Electors for,Canton,McNeil and McNeil,WI,0,0.00%
Presidential Electors for,Canton,Potus and Kennedy,WI,0,0.00%
Presidential Electors for,Canton,Ayyadurai and Ellis,WI,1,0.02%
Presidential Electors for,Canton,Sonski and Onak,WI,2,0.03%
Presidential Electors for,Canton,West and Abdullah,WI,1,0.02%
United States Senator,Canton,Christopher S. Murphy,D,3661,55.94%
United States Senator,Canton,Matthew M. Corey,R,2655,40.57%
United States Senator,Canton,Christopher S. Murphy,WF,136,2.08%
United States Senator,Canton,Justin C. Paglino,G,43,0.66%
United States Senator,Canton,Robert Finley Hyde,CGG,50,0.76%
United States Senator,Canton,John Flynn,WI,0,0.00%
Representative in Congress 5,Canton,Jahana Hayes,D,3559,54.39%
Representative in Congress 5,Canton,George Logan,R,2844,43.46%
Representative in Congress 5,Canton,Jahana Hayes,WF,141,2.15%
Representative in Congress 5,Canton,Ahmad AJ Darwish,WI,0,0.00%
Representative in Congress 5,Canton,Bertram Ferguson,WI,0,0.00%
State Senator 8,Canton,Paul Honig,D,3275,50.32%
State Senator 8,Canton,Lisa Seminara,R,3007,46.20%
State Senator 8,Canton,Paul Honig,WF,134,2.06%
State Senator 8,Canton,Lisa Seminara,IND,92,1.41%
State Representative 17,Canton,Eleni Kavros DeGraw,D,3586,55.33%
State Representative 17,Canton,Manju Gerber,R,2661,41.06%
State Representative 17,Canton,Eleni Kavros DeGraw,WF,134,2.07%
State Representative 17,Canton,Eleni Kavros DeGraw,IND,100,1.54%
Registrar of Voters,Canton,Cynthia Zdanzukas,D,3414,53.45%
Registrar of Voters,Canton,Warren Humphrey,R,2973,46.55%
Presidential Electors for,Chaplin,Harris and Walz,D,535,42.77%
Presidential Electors for,Chaplin,Trump and Vance,R,695,55.56%
Presidential Electors for,Chaplin,Stein and Ware,G,13,1.04%
Presidential Electors for,Chaplin,Oliver and ter Maat,LI,3,0.24%
Presidential Electors for,Chaplin,"Kennedy, Jr. and Shanahan",PC,5,0.40%
Presidential Electors for,Chaplin,De la Cruz and Garcia,WI,0,0.00%
Presidential Electors for,Chaplin,Fox and McVay,WI,0,0.00%
Presidential Electors for,Chaplin,McNeil and McNeil,WI,0,0.00%
Presidential Electors for,Chaplin,Potus and Kennedy,WI,0,0.00%
Presidential Electors for,Chaplin,Ayyadurai and Ellis,WI,0,0.00%
Presidential Electors for,Chaplin,Sonski and Onak,WI,0,0.00%
Presidential Electors for,Chaplin,West and Abdullah,WI,0,0.00%
United States Senator,Chaplin,Christopher S. Murphy,D,531,43.63%
United States Senator,Chaplin,Matthew M. Corey,R,628,51.60%
United States Senator,Chaplin,Christopher S. Murphy,WF,37,3.04%
United States Senator,Chaplin,Justin C. Paglino,G,9,0.74%
