office,town,candidate,party,votes,vote_percent
Planning and Zoning Commission Alternate To Fill Vacancy for Four Years,Chester,Patricia Bandzes,CGP,213,25.51%
Zoning Board of Appeals,Chester,Mark C. Borton,D,702,34.56%
Zoning Board of Appeals,Chester,Erik P. Anderson,D,717,35.30%
Zoning Board of Appeals,Chester,Robert Blair,R,612,30.13%
Zoning Board of Appeals Alternate Full Term,Chester,Victor Fetter,D,726,61.63%
Zoning Board of Appeals Alternate Full Term,Chester,Alexander C. Stein,CGP,452,38.37%
Zoning Board of Appeals Alternate To Fill Vacancy for Two Years,Chester,Michael Peck,D,741,100.00%
Library Trustees Full Term,Chester,Abigail J. Rice,D,732,55.33%
Library Trustees Full Term,Chester,Jennifer Rice,R,591,44.67%
Library Trustee To Fill Vacancy for Four Years,Chester,Devin L. Chester,CGP,564,100.00%
Regional Board of Education,Chester,John Stack,D,775,100.00%
Town Council Full Four Year Term,Clinton,Christine Goupil,D,1441,10.99%
Town Council Full Four Year Term,Clinton,Jack Scherban,D,1282,9.78%
Town Council Full Four Year Term,Clinton,Dara Onofrio,D,1062,8.10%
Town Council Full Four Year Term,Clinton,Tim Guerra,D,1048,7.99%
Town Council Full Four Year Term,Clinton,Mark Richards,R,1245,9.50%
Town Council Full Four Year Term,Clinton,Dennis Donovan,R,1316,10.04%
Town Council Full Four Year Term,Clinton,Carol Walter,R,1399,10.67%
Town Council Full Four Year Term,Clinton,Chris Aniskovich,R,1473,11.24%
Town Council Full Four Year Term,Clinton,Eric Bergman,G,1205,9.19%
Town Council Full Four Year Term,Clinton,Leah Marie Saunders,PC,660,5.03%
Town Council Full Four Year Term,Clinton,Jane Scully Welch,PC,978,7.46%
Town Council Full Two Year Term,Clinton,Dara Onofrio,D,1087,11.69%
Town Council Full Two Year Term,Clinton,Christine Goupil,D,1407,15.14%
Town Council Full Two Year Term,Clinton,Tim Guerra,D,1133,12.19%
Town Council Full Two Year Term,Clinton,Chris Aniskovich,R,1520,16.35%
Town Council Full Two Year Term,Clinton,Dennis Donovan,R,1460,15.71%
Town Council Full Two Year Term,Clinton,Mark Richards,R,1346,14.48%
Town Council Full Two Year Term,Clinton,Eric Bergman,G,1342,14.44%
Board of Education,Clinton,Jason Adler,D,1728,20.84%
Board of Education,Clinton,Chris Passante,D,1689,20.37%
Board of Education,Clinton,Catherine Staunton,R,1679,20.25%
Board of Education,Clinton,Dylan Walter,R,1420,17.12%
Board of Education,Clinton,Jason Feeney,G,965,11.64%
Board of Education,Clinton,John May,G,811,9.78%
Board of Assessment Appeals,Clinton,Donald R Hansen,D,1698,51.01%
Board of Assessment Appeals,Clinton,Ona Nejdl,R,1157,34.76%
Board of Assessment Appeals,Clinton,John Escobales,G,474,14.24%
Board of Assessment Appeals Alternate,Clinton,Alyson Roberts,D,1564,49.92%
Board of Assessment Appeals Alternate,Clinton,Thomas Hollinger,R,1569,50.08%
Planning and Zoning Commission,Clinton,Alan Kravitz,D,1612,14.79%
Planning and Zoning Commission,Clinton,Martin Jaffe,D,1580,14.50%
Planning and Zoning Commission,Clinton,Eddie Alberino Jr,R,1706,15.65%
Planning and Zoning Commission,Clinton,Walter Clark,R,1496,13.73%
Planning and Zoning Commission,Clinton,Adam Moore,R,1605,14.73%
Planning and Zoning Commission,Clinton,Wayne Buchanan,R,1458,13.38%
Planning and Zoning Commission,Clinton,James Connolly,G,1442,13.23%
Planning and Zoning Commission Alternate,Clinton,Will Benoit,D,1510,50.47%
Planning and Zoning Commission Alternate,Clinton,Wayne Buchanan,R,1482,49.53%
Zoning Board of Appeals,Clinton,Laurie Jaffe,D,1411,24.18%
Zoning Board of Appeals,Clinton,Drew Richards,R,1548,26.53%
Zoning Board of Appeals,Clinton,George Doerrer,R,1444,24.74%
Zoning Board of Appeals,Clinton,Lorain Simister,G,861,14.75%
Zoning Board of Appeals,Clinton,Aldea Savva,G,572,9.80%
Zoning Board of Appeals Alternate,Clinton,Maureen Noonan,D,1550,51.44%
Zoning Board of Appeals Alternate,Clinton,Dylan Walter,R,1463,48.56%
Police Commission,Clinton,Peter Niles,D,1646,26.70%
Police Commission,Clinton,Bruce Farmer,R,1180,19.14%
Police Commission,Clinton,Lou Russo,R,1083,17.57%
Police Commission,Clinton,Rob Derry,G,1234,20.02%
Police Commission,Clinton,Phil Sengle,G,1022,16.58%
First Selectman,Colchester,Mary Bylone,D,2143,53.51%
First Selectman,Colchester,Art Shilosky,R,1862,46.49%
Selectmen,Colchester,Denise Turner,D,2174,21.01%
Selectmen,Colchester,Rosemary Coyle,D,2178,21.05%
Selectmen,Colchester,Denise Q. Mizla,R,1931,18.67%
Selectmen,Colchester,David J Gesiak,R,1634,15.80%
Selectmen,Colchester,Taras W Rudko,R,1560,15.08%
Selectmen,Colchester,Taras W Rudko,CIP,311,3.01%
Selectmen,Colchester,Deanna E. Bouchard,CIP,557,5.38%
Town Clerk,Colchester,Gayle Furman,D,2188,55.35%
Town Clerk,Colchester,Rachel M. Fuller,R,1600,40.48%
Town Clerk,Colchester,Rachel M. Fuller,CIP,165,4.17%
Town Treasurer,Colchester,Jennifer Pulse,D,2146,54.62%
Town Treasurer,Colchester,Steven A. Schuster,R,1783,45.38%
Tax Collector,Colchester,Michele Wyatt,D,2802,100.00%
Board of Finance Full Term,Colchester,Michael Hayes,D,2152,32.79%
Board of Finance Full Term,Colchester,Michael Egan,D,2335,35.58%
Board of Finance Full Term,Colchester,Evan A. Evans,R,1854,28.25%
Board of Finance Full Term,Colchester,Evan A. Evans,CIP,222,3.38%
Board of Finance to Fill Vacancy for Four Years,Colchester,Nilda Negron,D,2140,69.35%
Board of Finance to Fill Vacancy for Four Years,Colchester,Tearice Peters,CIP,946,30.65%
Board of Education,Colchester,Sue Hickey,D,2215,21.26%
Board of Education,Colchester,Jessica  Morozowich,D,1987,19.07%
Board of Education,Colchester,Mary Tomasi,D,2500,24.00%
Board of Education,Colchester,Bradley J. Bernier,R,1865,17.90%
Board of Education,Colchester,Jason Violette,R,1850,17.76%
Board of Assessment Appeals,Colchester,Andrew J. Cournoyer,D,1899,24.93%
Board of Assessment Appeals,Colchester,Christos Stravoravdis,D,1810,23.76%
Board of Assessment Appeals,Colchester,Jeffrey M. Brainard,R,1627,21.36%
Board of Assessment Appeals,Colchester,David K. Anderson,R,1603,21.04%
Board of Assessment Appeals,Colchester,Kerri Lynn Gesiak,CIP,361,4.74%
Board of Assessment Appeals,Colchester,Joyce A. Maine,CIP,318,4.17%
First Selectman,Colebrook,Thomas D. McKeon,D,257,59.91%
First Selectman,Colebrook,Duncan Wilber,WI,172,40.09%
Selectman,Colebrook,Matthew J. Klimkosky,D,202,48.21%
Selectman,Colebrook,Christopher L. Johnstone,R,217,51.79%
Town Clerk,Colebrook,Debra L. McKeon,D,341,100.00%
Town Treasurer,Colebrook,Amy B. Gardner,R,368,100.00%
Tax Collector,Colebrook,Laura M. Bartlett,D,381,100.00%
Board of Finance,Colebrook,"James Millar, Jr.",D,339,49.42%
Board of Finance,Colebrook,Robert D. Carfiro,D,347,50.58%
Board of Finance To Fill Vacancy for Two Years,Colebrook,Kate Kennedy,R,352,100.00%
Board of Education,Colebrook,Hope L. Carfiro,D,267,30.94%
Board of Education,Colebrook,Andrew P. Bakulski,D,149,17.27%
Board of Education,Colebrook,Rebecca Roy,R,194,22.48%
Board of Education,Colebrook,Amy B. Gardner,R,253,29.32%
Board of Assessment Appeals,Colebrook,Diane E. Johnstone,R,343,100.00%
Constables,Colebrook,John H. Lossin,D,214,24.54%
Constables,Colebrook,Gerald J. Peters,D,223,25.57%
Constables,Colebrook,Rick Tillotson,R,210,24.08%
Constables,Colebrook,Timothy W. Hill,R,225,25.80%
Selectmen,Columbia,William P O'Brien,D,599,33.88%
Selectmen,Columbia,Judith Szegda Ortiz,D,598,33.82%
Selectmen,Columbia,Jeffrey J Viens,R,571,32.30%
Board of Education,Columbia,James A Chakulski Jr,D,627,23.24%
Board of Education,Columbia,Katherine F Tolsdorf,D,658,24.39%
Board of Education,Columbia,Joseph R Napolitano,R,722,26.76%
Board of Education,Columbia,David A Crim,R,691,25.61%
Board of Assessment Appeals,Columbia,Michael N Hamilton,R,780,100.00%
Planning & Zoning Commission Four Year Term Begins 2019,Columbia,Tom  Currier,D,683,48.51%
Planning & Zoning Commission Four Year Term Begins 2019,Columbia,Richard R Napolitano,R,725,51.49%
Planning & Zoning Commission Four Year Term Begins 2020,Columbia,Vera M Englert,R,728,100.00%
Planning & Zoning Commission Alternate,Columbia,Alex Bothell,D,636,47.04%
Planning & Zoning Commission Alternate,Columbia,John L Preston Jr,R,716,52.96%
Zoning Board of Appeals Four Year Term Begins 2019,Columbia,Jeffrey L Vose,R,792,100.00%
Zoning Board of Appeals Four Year Term Begins 2020,Columbia,no candidate,D,0,0.00%
Zoning Board of Appeals Alternate,Columbia,Edward A DiGiovanni,D,685,51.47%
Zoning Board of Appeals Alternate,Columbia,Stanley L Rosenstein,D,646,48.53%
Financial Planning And Allocation Commission,Columbia,Richard J Szegda,D,640,24.30%
Financial Planning And Allocation Commission,Columbia,Judith A Jordan,D,629,23.88%
Financial Planning And Allocation Commission,Columbia,Earnest G Sharpe,D,645,24.49%
Financial Planning And Allocation Commission,Columbia,Mike J Patel,R,720,27.33%
First Selectman,Cornwall,Gordon M. Ridgway,D,337,100.00%
Selectman,Cornwall,Marina A. Kotchoubey,D,251,62.75%
Selectman,Cornwall,Priscilla W. Pavel,R,149,37.25%
Town Clerk,Cornwall,Vera L. Dinneen,D,293,72.35%
Town Clerk,Cornwall,Vera L. Dinneen,R,112,27.65%
Town Treasurer,Cornwall,Richard Bramley,D,266,66.67%
Town Treasurer,Cornwall,Kenneth C. Baird,R,133,33.33%
Tax Collector,Cornwall,Jean D. Bouteiller,D,282,72.31%
Tax Collector,Cornwall,Jean D. Bouteiller,R,108,27.69%
Board of Finance,Cornwall,Janet D. Carlson,D,319,57.69%
Board of Finance,Cornwall,Carl Zejke Hermann,R,234,42.31%
Board of Finance Alternates,Cornwall,Simon C. Hewett,D,322,56.39%
Board of Finance Alternates,Cornwall,"John F. Brown, Jr.",R,249,43.61%
Board of Education,Cornwall,Iris B. Hermann,D,323,33.47%
Board of Education,Cornwall,Hugh A. Cheney,D,360,37.31%
Board of Education,Cornwall,Rachel Matsudaira,R,282,29.22%
Board of Assessment Appeals,Cornwall,Roger L. Kane,D,292,74.30%
Board of Assessment Appeals,Cornwall,"Blaine E. Matthews, Jr.",R,101,25.70%
Planning & Zoning Commission Full Term,Cornwall,"Ben S. Gray, Jr.",D,322,50.87%
Planning & Zoning Commission Full Term,Cornwall,Stephen D. Saccardi,R,311,49.13%
Planning & Zoning Commission To Fill Two Year Vacancy,Cornwall,Keith J. Bodwell,R,279,100.00%
Zoning Board of Appeals,Cornwall,Donald Bardot,D,336,56.28%
Zoning Board of Appeals,Cornwall,Joanne P. Wojtusiak,R,261,43.72%
Zoning Board of Appeals To Fill Two Year Vacancy,Cornwall,George Wolfe,D,287,72.11%
Zoning Board of Appeals To Fill Two Year Vacancy,Cornwall,Carl Zejke Hermann,R,111,27.89%
Town Council,Coventry,Jonathan B. Hand,D,1613,9.55%
Town Council,Coventry,Lisa K. Conant,D,1662,9.84%
Town Council,Coventry,Sandye G. Simon,D,1553,9.19%
Town Council,Coventry,Lisa D. Thomas,D,1652,9.78%
Town Council,Coventry,Carolyn G. Arabolos,D,1531,9.06%
Town Council,Coventry,John E. French,R,1518,8.98%
Town Council,Coventry,"Matthew D. O'Brien, Jr.",R,1567,9.27%
Town Council,Coventry,"Matthew D. O'Brien, Sr.",R,1583,9.37%
Town Council,Coventry,Julie A. Blanchard,R,1794,10.62%
Town Council,Coventry,"Richard L. Williams, Jr.",R,1611,9.53%
Town Council,Coventry,Michael A. Sobol,PC,813,4.81%
Board of Education,Coventry,Eugene T. Marchand,D,1567,11.58%
Board of Education,Coventry,Jennifer E. Beausoleil,D,1726,12.76%
Board of Education,Coventry,Sean M. Gallagher,D,1556,11.50%
Board of Education,Coventry,Mary S. Kortmann,D,1580,11.68%
Board of Education,Coventry,William M. Oros,R,1559,11.52%
Board of Education,Coventry,Robert M. Williams,R,1573,11.63%
Board of Education,Coventry,Christina M. Williams,R,1628,12.03%
Board of Education,Coventry,Barbara D. Pare,R,1600,11.83%
Board of Education,Coventry,Kelly Marie Sobol,PC,741,5.48%
Board of Assessment Appeals Full Term,Coventry,Joan A. Lewis,D,1745,51.46%
Board of Assessment Appeals Full Term,Coventry,Mary Jo Lewis,R,1646,48.54%
Zoning Board of Appeals,Coventry,Elizabeth E. Bauer,D,1824,16.01%
Zoning Board of Appeals,Coventry,Claire C. Twerdy,D,1875,16.46%
Zoning Board of Appeals,Coventry,Cheryl-Ann Resha,D,1736,15.24%
Zoning Board of Appeals,Coventry,Courtney L.Rossignol,R,2068,18.15%
Zoning Board of Appeals,Coventry,Monika Debowska,R,1941,17.04%
Zoning Board of Appeals,Coventry,Frank Infante,R,1950,17.11%
Zoning Board of Appeals Alternates,Coventry,Thomas Scott Boudreau,D,2052,51.67%
Zoning Board of Appeals Alternates,Coventry,Valdis Vinkels,D,1919,48.33%
Mayor,Cromwell,J. Scott Lamberson,D,1237,34.41%
Mayor,Cromwell,Enzo Faienza,R,2358,65.59%
Councilman,Cromwell,Al Waters,D,1630,11.87%
Councilman,Cromwell,Jennifer Lepore,D,1534,11.18%
Councilman,Cromwell,James N. Demetriades,D,1698,12.37%
Councilman,Cromwell,"Edwin L. Kosinski, Jr.",D,1296,9.44%
Councilman,Cromwell,Jennifer Donohue,R,1997,14.55%
Councilman,Cromwell,Stephen Fortenbach,R,1704,12.41%
Councilman,Cromwell,Pat Ahlquist,R,1966,14.32%
Councilman,Cromwell,Jack Henehan,R,1902,13.86%
Town Clerk,Cromwell,Julie C. Petrella,D,1718,48.72%
Town Clerk,Cromwell,JoAnn Doyle,R,1808,51.28%
Tax Collector,Cromwell,Douglas A. Sienna,R,2771,100.00%
Board of Finance Full Term,Cromwell,Daniel T. Kelly,D,2241,51.06%
Board of Finance Full Term,Cromwell,"Edwin J. Maley, Jr.",D,2148,48.94%
Board of Finance To Fill Vacancy for Four Years,Cromwell,Anne Hulick,D,1390,40.52%
Board of Finance To Fill Vacancy for Four Years,Cromwell,Allan Spotts,R,2040,59.48%
Board of Education Full Term,Cromwell,Jennifer Lamberson,D,1946,18.68%
Board of Education Full Term,Cromwell,John M. Flanders,D,1852,17.78%
Board of Education Full Term,Cromwell,Laurie Cantwell,D,2079,19.96%
Board of Education Full Term,Cromwell,Kathryn Russ,R,2388,22.93%
Board of Education Full Term,Cromwell,Dipti Post,R,2151,20.65%
Board of Assessment Appeals,Cromwell,Bob Milardo,D,1297,19.65%
Board of Assessment Appeals,Cromwell,Charles R. Epstein,D,1289,19.53%
Board of Assessment Appeals,Cromwell,Justin Boutin,R,1614,24.45%
Board of Assessment Appeals,Cromwell,"William Vincenzi, Jr.",R,1671,25.32%
Board of Assessment Appeals,Cromwell,Matthew Joseph Long,LI,729,11.05%
Planning & Zoning Commission,Cromwell,Joseph Corlis,D,1381,15.03%
Planning & Zoning Commission,Cromwell,Anne Hulick,D,1527,16.61%
Planning & Zoning Commission,Cromwell,Paul Cordone,R,2116,23.02%
Planning & Zoning Commission,Cromwell,Chris Cambareri,R,2223,24.19%
Planning & Zoning Commission,Cromwell,Brian Dufresne,R,1944,21.15%
Zoning Board of Appeals Full Term,Cromwell,John Whitney,D,2059,30.75%
Zoning Board of Appeals Full Term,Cromwell,Joseph R. Morin,D,2137,31.91%
Zoning Board of Appeals Full Term,Cromwell,Daniel T. Delisle,R,2501,37.35%
Mayor,Danbury,Christopher C. Setaro,D,7320,44.23%
Mayor,Danbury,Mark D. Boughton,R,8468,51.17%
Mayor,Danbury,Christopher C. Setaro,WF,263,1.59%
Mayor,Danbury,Mark D. Boughton,IND,497,3.00%
Treasurer,Danbury,Kate Johnson,D,6601,42.13%
Treasurer,Danbury,Daniel P. Jowdy,R,8167,52.12%
Treasurer,Danbury,Kate Johnson,WF,374,2.39%
Treasurer,Danbury,Daniel P. Jowdy,IND,527,3.36%
Town Clerk,Danbury,Andrea Gartner,D,7091,45.67%
Town Clerk,Danbury,Janice R. Giegler,R,7568,48.74%
Town Clerk,Danbury,Andrea Gartner,WF,374,2.41%
Town Clerk,Danbury,Janice R. Giegler,IND,494,3.18%
Council at Large,Danbury,Robert J. Taborsak,D,7275,7.22%
Council at Large,Danbury,Timothy K. Gaburungyi,D,5795,5.75%
Council at Large,Danbury,Wilson Hernandez,D,6421,6.38%
Council at Large,Danbury,Roberto Alves,D,6958,6.91%
Council at Large,Danbury,Anjali E. Illescas,D,5908,5.87%
Council at Large,Danbury,Frank Salvatore Jr.,D,7311,7.26%
Council at Large,Danbury,Helena M. Abrantes,D,6634,6.59%
Council at Large,Danbury,Colleen A. Stanley,R,6958,6.91%
Council at Large,Danbury,Michael J. Esposito,R,7595,7.54%
Council at Large,Danbury,Warren M. Levy,R,6971,6.92%
Council at Large,Danbury,Bruce E. Bennett,R,6742,6.69%
Council at Large,Danbury,Emile G. Buzaid Jr.,R,7202,7.15%
Council at Large,Danbury,Rachel E. Chaleski,R,6501,6.46%
Council at Large,Danbury,Philip D. Curran,R,6718,6.67%
Council at Large,Danbury,Timothy K. Gaburungyi,WF,302,0.30%
Council at Large,Danbury,Wilson Hernandez,WF,360,0.36%
Council at Large,Danbury,Roberto Alves,WF,409,0.41%
Council at Large,Danbury,Anjali E. Illescas,WF,308,0.31%
Council at Large,Danbury,Helena M. Abrantes,WF,404,0.40%
Council at Large,Danbury,Colleen A. Stanley,IND,549,0.55%
Council at Large,Danbury,Michael J. Esposito,IND,558,0.55%
Council at Large,Danbury,Warren M. Levy,IND,512,0.51%
Council at Large,Danbury,Bruce E. Bennett,IND,499,0.50%
Council at Large,Danbury,Emile G. Buzaid Jr.,IND,576,0.57%
Council at Large,Danbury,Rachel E. Chaleski,IND,506,0.50%
Council at Large,Danbury,Philip D. Curran,IND,497,0.49%
Council at Large,Danbury,Cindy Robin Owens,PC,242,0.24%
Council Ward 1,Danbury,Dennis R. Perkins Jr.,D,1162,22.76%
Council Ward 1,Danbury,George O'Loughlin,D,1043,20.43%
Council Ward 1,Danbury,Irving Matthew Fox,R,1301,25.48%
Council Ward 1,Danbury,John D. Priola,R,1268,24.83%
Council Ward 1,Danbury,Dennis R. Perkins Jr.,WF,72,1.41%
Council Ward 1,Danbury,George O'Loughlin,WF,71,1.39%
Council Ward 1,Danbury,Irving Matthew Fox,IND,100,1.96%
Council Ward 1,Danbury,John D. Priola,IND,89,1.74%
Council Ward 2,Danbury,Kirsten L. Kovacs-Hardy,D,955,21.83%
Council Ward 2,Danbury,Elvis A. Novas,D,867,19.82%
Council Ward 2,Danbury,Elmer Palma,R,1171,26.77%
Council Ward 2,Danbury,Vinny DiGilio,R,1086,24.83%
Council Ward 2,Danbury,Kirsten L. Kovacs-Hardy,WF,70,1.60%
Council Ward 2,Danbury,Elvis A. Novas,WF,52,1.19%
Council Ward 2,Danbury,Elmer Palma,IND,89,2.03%
Council Ward 2,Danbury,Vinny DiGilio,IND,84,1.92%
Council Ward 3,Danbury,Mary M. Consoli,D,1066,19.56%
Council Ward 3,Danbury,Carolyn A. Thibodeau,D,937,17.19%
Council Ward 3,Danbury,Joe Cavo,R,1513,27.76%
Council Ward 3,Danbury,Christopher J. Arconti,R,1623,29.78%
Council Ward 3,Danbury,Mary M. Consoli,WF,56,1.03%
Council Ward 3,Danbury,Carolyn A. Thibodeau,WF,54,0.99%
Council Ward 3,Danbury,Joe Cavo,IND,96,1.76%
Council Ward 3,Danbury,Christopher J. Arconti,IND,105,1.93%
Council Ward 4,Danbury,John Esposito III,D,1076,33.05%
Council Ward 4,Danbury,Farley Santos,D,969,29.76%
Council Ward 4,Danbury,Alexander Rodriguez,R,547,16.80%
Council Ward 4,Danbury,Erin M. Domenech,R,541,16.62%
Council Ward 4,Danbury,Farley Santos,WF,53,1.63%
Council Ward 4,Danbury,Alexander Rodriguez,IND,37,1.14%
Council Ward 4,Danbury,Erin M. Domenech,IND,33,1.01%
Council Ward 5,Danbury,Fred Visconti,D,982,31.04%
Council Ward 5,Danbury,Duane E. Perkins,D,1009,31.89%
Council Ward 5,Danbury,Delvin A. Rodriguez,R,565,17.86%
Council Ward 5,Danbury,Matthew D. Orr,R,540,17.07%
Council Ward 5,Danbury,Delvin A. Rodriguez,IND,35,1.11%
Council Ward 5,Danbury,Matthew D. Orr,IND,33,1.04%
Council Ward 6,Danbury,Benjamin Chianese,D,1190,27.69%
Council Ward 6,Danbury,Paul Taylor Rotello,D,1089,25.34%
Council Ward 6,Danbury,Andrew R. Wetmore,R,868,20.20%
Council Ward 6,Danbury,Rachel Mary Halas,R,938,21.83%
Council Ward 6,Danbury,Paul Taylor Rotello,WF,54,1.26%
Council Ward 6,Danbury,Andrew R. Wetmore,IND,79,1.84%
Council Ward 6,Danbury,Rachel Mary Halas,IND,79,1.84%
Council Ward 7,Danbury,Fidel A. Hombra,D,881,22.00%
Council Ward 7,Danbury,Richard W. Molinaro,D,1021,25.49%
Council Ward 7,Danbury,Nancy M. Cammisa,R,940,23.47%
Council Ward 7,Danbury,Joseph L. Scozzafava,R,919,22.95%
Council Ward 7,Danbury,Fidel A. Hombra,WF,43,1.07%
Council Ward 7,Danbury,Richard W. Molinaro,WF,63,1.57%
Council Ward 7,Danbury,Nancy M. Cammisa,IND,72,1.80%
Council Ward 7,Danbury,Joseph L. Scozzafava,IND,66,1.65%
Board of Education Full Term.  Six to be Elected. Not more than Three from One Party,Danbury,Joseph W. Britton,D,7768,10.93%
Board of Education Full Term.  Six to be Elected. Not more than Three from One Party,Danbury,Kate A. Conetta,D,7710,10.85%
Board of Education Full Term.  Six to be Elected. Not more than Three from One Party,Danbury,Gladys B. Cooper,D,7932,11.16%
Board of Education Full Term.  Six to be Elected. Not more than Three from One Party,Danbury,A. Kathryn Hodgdon,R,6854,9.64%
Board of Education Full Term.  Six to be Elected. Not more than Three from One Party,Danbury,Maegen E. Bollin,R,6465,9.10%
Board of Education Full Term.  Six to be Elected. Not more than Three from One Party,Danbury,Ralph G. Pietrafesa,R,6421,9.03%
Board of Education Full Term.  Six to be Elected. Not more than Three from One Party,Danbury,Loren L. Daly,R,7064,9.94%
Board of Education Full Term.  Six to be Elected. Not more than Three from One Party,Danbury,Albert A. Russo,R,6821,9.60%
Board of Education Full Term.  Six to be Elected. Not more than Three from One Party,Danbury,Veasna Roeun,R,6132,8.63%
Board of Education Full Term.  Six to be Elected. Not more than Three from One Party,Danbury,Joseph W. Britton,WF,518,0.73%
Board of Education Full Term.  Six to be Elected. Not more than Three from One Party,Danbury,Kate A. Conetta,WF,572,0.80%
Board of Education Full Term.  Six to be Elected. Not more than Three from One Party,Danbury,A. Kathryn Hodgdon,IND,870,1.22%
Board of Education Full Term.  Six to be Elected. Not more than Three from One Party,Danbury,Maegen E. Bollin,IND,849,1.19%
Board of Education Full Term.  Six to be Elected. Not more than Three from One Party,Danbury,Ralph G. Pietrafesa,IND,743,1.05%
Board of Education Full Term.  Six to be Elected. Not more than Three from One Party,Danbury,Loren L. Daly,IND,1538,2.16%
Board of Education Full Term.  Six to be Elected. Not more than Three from One Party,Danbury,Albert A. Russo,IND,1396,1.96%
Board of Education Full Term.  Six to be Elected. Not more than Three from One Party,Danbury,Veasna Roeun,IND,1423,2.00%
Board of Education To Fill Vacancy for Two Years,Danbury,Kathy Molinaro,D,7387,26.02%
Board of Education To Fill Vacancy for Two Years,Danbury,Joseph DaSilva Jr.,D,7378,25.99%
Board of Education To Fill Vacancy for Two Years,Danbury,Eileen W. Alberts,R,6263,22.06%
Board of Education To Fill Vacancy for Two Years,Danbury,Patrick G. Johnston,R,5943,20.93%
Board of Education To Fill Vacancy for Two Years,Danbury,Joseph DaSilva Jr.,WF,491,1.73%
Board of Education To Fill Vacancy for Two Years,Danbury,Eileen W. Alberts,IND,496,1.75%
Board of Education To Fill Vacancy for Two Years,Danbury,Patrick G. Johnston,IND,432,1.52%
Zoning Commission,Danbury,Don T. Troiano,D,6235,5.22%
Zoning Commission,Danbury,Ryan Hawley,D,6551,5.48%
Zoning Commission,Danbury,James Kelly,D,6726,5.63%
Zoning Commission,Danbury,Sidney Almeida,D,6285,5.26%
Zoning Commission,Danbury,Theodore J. Haddad Jr.,D,6938,5.81%
Zoning Commission,Danbury,Henry H. Hall,D,5942,4.97%
Zoning Commission,Danbury,Candace V. Fay,D,6651,5.57%
Zoning Commission,Danbury,Wayne A. Skelly,D,6533,5.47%
Zoning Commission,Danbury,Richard P. Jowdy,D,7317,6.12%
Zoning Commission,Danbury,Michael J. Masi,R,6543,5.48%
Zoning Commission,Danbury,John P. Carreiro,R,5901,4.94%
Zoning Commission,Danbury,Juan Gabriel Rivas,R,5755,4.82%
Zoning Commission,Danbury,Angela M. Hylenski,R,6236,5.22%
Zoning Commission,Danbury,Sally M. Estefan,R,6028,5.04%
Zoning Commission,Danbury,Luis Bautista,R,5925,4.96%
Zoning Commission,Danbury,Milan David,R,5920,4.95%
Zoning Commission,Danbury,Joseph M Raya,R,5790,4.85%
Zoning Commission,Danbury,Robert C. Melillo,R,6103,5.11%
Zoning Commission,Danbury,Ryan Hawley,WF,407,0.34%
Zoning Commission,Danbury,Sidney Almeida,WF,398,0.33%
Zoning Commission,Danbury,Theodore J. Haddad Jr.,WF,453,0.38%
Zoning Commission,Danbury,Henry H. Hall,WF,370,0.31%
Zoning Commission,Danbury,Michael J. Masi,IND,539,0.45%
Zoning Commission,Danbury,John P. Carreiro,IND,459,0.38%
Zoning Commission,Danbury,Juan Gabriel Rivas,IND,489,0.41%
Zoning Commission,Danbury,Angela M. Hylenski,IND,512,0.43%
Zoning Commission,Danbury,Sally M. Estefan,IND,492,0.41%
Zoning Commission,Danbury,Luis Bautista,IND,486,0.41%
Zoning Commission,Danbury,Milan David,IND,506,0.42%
Zoning Commission,Danbury,Joseph M Raya,IND,490,0.41%
Zoning Commission,Danbury,Robert C. Melillo,IND,508,0.43%
Zoning Commission Alternates,Danbury,Rolando Castro,D,6746,18.23%
Zoning Commission Alternates,Danbury,Nelson Merchan,D,6491,17.54%
Zoning Commission Alternates,Danbury,Thomas A. Nejame,R,7410,20.03%
Zoning Commission Alternates,Danbury,Robert W. Laber,R,6260,16.92%
Zoning Commission Alternates,Danbury,Michael E. Henry,R,7249,19.59%
Zoning Commission Alternates,Danbury,Nelson Merchan,WF,447,1.21%
Zoning Commission Alternates,Danbury,Thomas A. Nejame,IND,795,2.15%
Zoning Commission Alternates,Danbury,Robert W. Laber,IND,538,1.45%
Zoning Commission Alternates,Danbury,Michael E. Henry,IND,1067,2.88%
Constables,Danbury,Nicole Cossitt-Levy,D,6726,16.52%
Constables,Danbury,Emil A. Coladarci,D,6135,15.07%
Constables,Danbury,Francis Keiras,D,6396,15.71%
Constables,Danbury,Louise P. McMahon,R,6357,15.61%
Constables,Danbury,Michael J. Halas,R,7139,17.54%
Constables,Danbury,Michael Safranek,R,5942,14.60%
Constables,Danbury,Emil A. Coladarci,WF,401,0.98%
Constables,Danbury,Louise P. McMahon,IND,550,1.35%
Constables,Danbury,Michael J. Halas,IND,577,1.42%
Constables,Danbury,Michael Safranek,IND,489,1.20%
First Selectman,Darien,Jayme Stevenson,R,2946,90.51%
First Selectman,Darien,Christian Noe,PC,309,9.49%
Selectmen,Darien,Sarah Neumann,D,1401,19.35%
Selectmen,Darien,David Martin,D,1324,18.28%
Selectmen,Darien,Christa Sheehan McNamara,R,2279,31.47%
Selectmen,Darien,"Charles ""Kip"" Koons",R,2238,30.90%
Town Clerk,Darien,Caryn L. DIller,R,2951,100.00%
