office,town,candidate,party,votes,vote_percent
Representative in Congress 04,statewide,Jim Himes,D,168726,61.21%
Representative in Congress 04,statewide,Harry Arora,R,103175,37.43%
Representative in Congress 04,statewide,Harry Arora,IND,3746,1.36%
Representative in Congress 04,statewide,Yusheng Peng,WI,4,0.00%
Representative in Congress 05,statewide,Jahana Hayes,D,142901,52.80%
Representative in Congress 05,statewide,Manny Santos,R,115146,42.54%
Representative in Congress 05,statewide,Jahana Hayes,WF,8324,3.08%
Representative in Congress 05,statewide,Manny Santos,IND,4280,1.58%
Representative in Congress 05,statewide,John Pistone,WI,13,0.00%
State Senator 01,statewide,John W Fonfara,D,15612,73.98%
State Senator 01,statewide,Barbara Ruhe,R,5044,23.90%
State Senator 01,statewide,Barbara Barry,G,447,2.12%
State Senator 02,statewide,Douglas McCrory,D,26542,100.00%
State Senator 03,statewide,Tim Larson,D,22018,60.69%
State Senator 03,statewide,Jennifer L Lovett,R,13464,37.11%
State Senator 03,statewide,Jennifer L Lovett,IND,796,2.19%
State Senator 04,statewide,Steve Cassano,D,22303,52.00%
State Senator 04,statewide,Mark Tweedie,R,18612,43.40%
State Senator 04,statewide,Steve Cassano,WF,954,2.22%
State Senator 04,statewide,Mark Tweedie,IND,1020,2.38%
State Senator 05,statewide,Beth Bye,D,30988,65.68%
State Senator 05,statewide,Phillip Chabot,R,15471,32.79%
State Senator 05,statewide,Phillip Chabot,IND,721,1.53%
State Senator 06,statewide,Terry Bielinski Gerratana,D,16087,58.63%
State Senator 06,statewide,Robert Smedley,R,10263,37.41%
State Senator 06,statewide,Terry Bielinski Gerratana,WF,1086,3.96%
State Senator 07,statewide,Annie Hornish,D,17416,43.02%
State Senator 07,statewide,John A Kissel,R,21072,52.06%
State Senator 07,statewide,Annie Hornish,WF,1060,2.62%
State Senator 07,statewide,John A Kissel,IND,932,2.30%
State Senator 08,statewide,Melissa E Osborne,D,20091,43.20%
State Senator 08,statewide,Kevin Witkos,R,25242,54.27%
State Senator 08,statewide,Kevin Witkos,IND,1176,2.53%
State Senator 09,statewide,Matt Lesser,D,22734,54.22%
State Senator 09,statewide,Ed Charamut,R,17674,42.15%
State Senator 09,statewide,Matt Lesser,WF,1519,3.62%
State Senator 10,statewide,Gary Winfield,D,19284,84.11%
State Senator 10,statewide,Douglas E Losty,R,2745,11.97%
State Senator 10,statewide,Gary Winfield,WF,898,3.92%
State Senator 11,statewide,Martin M Looney,D,23787,77.88%
State Senator 11,statewide,Erin Reilly,R,6758,22.12%
State Senator 12,statewide,Christine Cohen,D,24289,49.37%
State Senator 12,statewide,Adam Greenberg,R,22967,46.68%
State Senator 12,statewide,Christine Cohen,WF,976,1.98%
State Senator 12,statewide,Adam Greenberg,IND,966,1.96%
State Senator 13,statewide,Mary Daugherty Abrams,D,18381,49.40%
State Senator 13,statewide,Len Suzio,R,16866,45.33%
State Senator 13,statewide,Mary Daugherty Abrams,WF,1121,3.01%
State Senator 13,statewide,Len Suzio,IND,842,2.26%
State Senator 14,statewide,James J Maroney,D,20502,47.89%
State Senator 14,statewide,Pam Staneski,R,20888,48.79%
State Senator 14,statewide,James J Maroney,WF,854,1.99%
State Senator 14,statewide,James J Maroney,IND,570,1.33%
State Senator 15,statewide,Joan V Hartley,D,16426,84.72%
State Senator 15,statewide,James Russell,IND,2963,15.28%
State Senator 16,statewide,Vickie Orsini Nardello,D,17162,40.55%
State Senator 16,statewide,Rob Sampson,R,23099,54.58%
State Senator 16,statewide,Vickie Orsini Nardello,WF,1170,2.76%
State Senator 16,statewide,Rob Sampson,IND,889,2.10%
State Senator 17,statewide,Jorge Cabrera,D,17623,47.66%
State Senator 17,statewide,George S Logan,R,17544,47.45%
State Senator 17,statewide,Jorge Cabrera,WF,823,2.23%
State Senator 17,statewide,George S Logan,IND,987,2.67%
State Senator 18,statewide,Robert R Statchen,D,16502,43.24%
State Senator 18,statewide,Heather Somers,R,19584,51.32%
State Senator 18,statewide,Robert R Statchen,WF,774,2.03%
State Senator 18,statewide,Heather Somers,IND,1303,3.41%
State Senator 19,statewide,Catherine A Osten,D,19769,53.49%
State Senator 19,statewide,Mark A Lounsbury,R,14817,40.09%
State Senator 19,statewide,Catherine A Osten,WF,1620,4.38%
State Senator 19,statewide,Mark A Lounsbury,IND,750,2.03%
State Senator 20,statewide,Martha E Marx,D,18203,45.61%
State Senator 20,statewide,Paul M Formica,R,19598,49.11%
State Senator 20,statewide,Martha E Marx,WF,961,2.41%
State Senator 20,statewide,Paul M Formica,IND,1148,2.88%
State Senator 21,statewide,Monica Tujak Brill,D,18805,43.34%
State Senator 21,statewide,Kevin C Kelly,R,24589,56.66%
State Senator 22,statewide,Marilyn Moore,D,19130,57.09%
State Senator 22,statewide,Rich Deecken,R,13155,39.26%
State Senator 22,statewide,Marilyn Moore,WF,665,1.98%
State Senator 22,statewide,Rich Deecken,IND,557,1.66%
State Senator 23,statewide,Dennis Bradley,D,14456,86.80%
State Senator 23,statewide,John Rodriguez,R,2199,13.20%
State Senator 24,statewide,Julie Kushner,D,16400,51.50%
State Senator 24,statewide,Michael A McLachlan,R,14077,44.21%
State Senator 24,statewide,Julie Kushner,WF,786,2.47%
State Senator 24,statewide,Michael A McLachlan,IND,581,1.82%
State Senator 25,statewide,Bob Duff,D,23629,61.05%
State Senator 25,statewide,Marc D'Amelio,R,13627,35.21%
State Senator 25,statewide,Bob Duff,WF,815,2.11%
State Senator 25,statewide,Marc D'Amelio,IND,634,1.64%
State Senator 26,statewide,Will Haskell,D,28159,53.40%
State Senator 26,statewide,Toni Boucher,R,23525,44.61%
State Senator 26,statewide,Toni Boucher,IND,1049,1.99%
State Senator 27,statewide,Carlo Leone,D,22161,64.79%
State Senator 27,statewide,Jerry Bosak,R,11101,32.46%
State Senator 27,statewide,Jerry Bosak,IND,548,1.60%
State Senator 27,statewide,Cora M Santaguida,G,392,1.15%
State Senator 28,statewide,Michelle Lapine McCabe,D,22610,46.51%
State Senator 28,statewide,Tony Hwang,R,24105,49.59%
State Senator 28,statewide,Michelle Lapine McCabe,WF,726,1.49%
State Senator 28,statewide,Tony Hwang,IND,1172,2.41%
State Senator 29,statewide,Mae Flexer,D,17794,52.97%
State Senator 29,statewide,David W Coderre,R,13706,40.80%
State Senator 29,statewide,Mae Flexer,WF,1121,3.34%
State Senator 29,statewide,David W Coderre,IND,973,2.90%
State Senator 30,statewide,David A Lawson,D,19039,44.14%
State Senator 30,statewide,Craig A Miner,R,22068,51.16%
State Senator 30,statewide,David A Lawson,WF,972,2.25%
State Senator 30,statewide,Craig A Miner,IND,1053,2.44%
State Senator 31,statewide,Christopher A Wright,D,15762,41.34%
State Senator 31,statewide,Henri Martin,R,21317,55.91%
State Senator 31,statewide,Henri Martin,IND,1050,2.75%
State Senator 32,statewide,Catherine P DeCarli,D,17501,38.81%
State Senator 32,statewide,Eric C Berthel,R,27598,61.19%
State Senator 33,statewide,Norman Needleman,D,25280,50.08%
State Senator 33,statewide,Melissa Ziobron,R,23906,47.36%
State Senator 33,statewide,Melissa Ziobron,IND,1289,2.55%
State Senator 34,statewide,Aili McKeen,D,16939,41.53%
State Senator 34,statewide,Len Fasano,R,22826,55.96%
State Senator 34,statewide,Len Fasano,IND,1027,2.52%
State Senator 35,statewide,John Perrier,D,19999,44.67%
State Senator 35,statewide,Dan Champagne,R,22837,51.00%
State Senator 35,statewide,John Perrier,WF,1065,2.38%
State Senator 35,statewide,John Perrier,IND,874,1.95%
State Senator 36,statewide,"Alexandra ""Alex"" Bergstein",D,22261,50.43%
State Senator 36,statewide,L Scott Frantz,R,21002,47.58%
State Senator 36,statewide,L Scott Frantz,IND,643,1.46%
State Senator 36,statewide,Megan E Cassano,G,238,0.54%
State Representative 01,statewide,Matthew Ritter,D,4419,100.00%
State Representative 02,statewide,Raghib Allie-Brennan,D,5245,50.57%
State Representative 02,statewide,William Duff,R,4623,44.57%
State Representative 02,statewide,Raghib Allie-Brennan,WF,264,2.55%
State Representative 02,statewide,William Duff,IND,240,2.31%
State Representative 03,statewide,Minnie Gonzalez,D,2975,100.00%
State Representative 04,statewide,Julio A Concepcion,D,2733,79.26%
State Representative 04,statewide,Bryan C Nelson,R,335,9.72%
State Representative 04,statewide,Kennard Ray,WF,321,9.31%
State Representative 04,statewide,Mary L Sanders,G,59,1.71%
State Representative 05,statewide,Brandon McGee,D,6474,84.98%
State Representative 05,statewide,Charles Jackson,R,1144,15.02%
State Representative 06,statewide,Edwin Vargas,D,3563,84.41%
State Representative 06,statewide,Michael P Barlowski,R,516,12.22%
State Representative 06,statewide,Edwin Vargas,WF,142,3.36%
State Representative 07,statewide,Joshua Malik Hall,D,4098,94.58%
State Representative 07,statewide,Joshua Malik Hall,WF,143,3.30%
State Representative 07,statewide,Giselle Gigi Jacobs,PC,92,2.12%
State Representative 08,statewide,Brenda Falusi,D,4597,37.66%
State Representative 08,statewide,Tim Ackert,R,7610,62.34%
State Representative 09,statewide,Jason Rojas,D,6042,88.04%
State Representative 09,statewide,Anthony Armetta,LI,821,11.96%
State Representative 10,statewide,Henry J Genga,D,5236,100.00%
State Representative 11,statewide,Jeff Currey,D,4547,100.00%
State Representative 12,statewide,Geoff Luxenberg,D,5327,59.18%
State Representative 12,statewide,Thomas J Tierney,R,3345,37.16%
State Representative 12,statewide,Geoff Luxenberg,WF,329,3.66%
State Representative 13,statewide,Jason Doucette,D,5799,56.09%
State Representative 13,statewide,Jennifer Fiereck,R,4053,39.20%
State Representative 13,statewide,Jason Doucette,WF,232,2.24%
State Representative 13,statewide,Jennifer Fiereck,IND,255,2.47%
State Representative 14,statewide,John P Pelkey,D,4976,43.53%
State Representative 14,statewide,Tom Delnicki,R,5929,51.87%
State Representative 14,statewide,John P Pelkey,WF,187,1.64%
State Representative 14,statewide,Tom Delnicki,IND,339,2.97%
State Representative 15,statewide,Bobby Gibson,D,9268,95.59%
State Representative 15,statewide,Bobby Gibson,WF,428,4.41%
State Representative 16,statewide,John Hampton,D,7625,59.44%
State Representative 16,statewide,Tim Walczak,R,4935,38.47%
State Representative 16,statewide,Tim Walczak,IND,218,1.70%
State Representative 16,statewide,Robert H Kalechman,PC,51,0.40%
State Representative 17,statewide,Eleni Kavros Degraw,D,5929,47.67%
State Representative 17,statewide,Leslee Hill,R,6004,48.28%
State Representative 17,statewide,Eleni Kavros Degraw,WF,230,1.85%
State Representative 17,statewide,Leslee B Hill,IND,274,2.20%
State Representative 18,statewide,Jillian Gilchrest,D,7608,71.88%
State Representative 18,statewide,Mary M Fay,R,2783,26.29%
State Representative 18,statewide,Mary M Fay,IND,194,1.83%
State Representative 19,statewide,Derek Slap,D,9515,100.00%
State Representative 20,statewide,Joe Verrengia,D,7220,100.00%
State Representative 21,statewide,Mike Demicco,D,6323,53.96%
State Representative 21,statewide,Chris Forster,R,4918,41.97%
State Representative 21,statewide,Mike Demicco,WF,290,2.47%
State Representative 21,statewide,Chris Forster,IND,187,1.60%
State Representative 22,statewide,Richard Ireland Jr,D,2989,34.25%
State Representative 22,statewide,William A Petit Jr,R,5297,60.70%
State Representative 22,statewide,William A Petit Jr,IND,441,5.05%
State Representative 23,statewide,Matt Pugliese,D,5566,43.11%
State Representative 23,statewide,Devin R Carney,R,6854,53.08%
State Representative 23,statewide,Matt Pugliese,WF,184,1.43%
State Representative 23,statewide,Devin R Carney,IND,308,2.39%
State Representative 24,statewide,Rick Lopes,D,3945,56.73%
State Representative 24,statewide,Sharon Beloin Saavedra,R,2699,38.81%
State Representative 24,statewide,Rick Lopes,WF,310,4.46%
State Representative 25,statewide,Bobby Sanchez,D,3075,91.33%
State Representative 25,statewide,Bobby Sanchez,WF,216,6.42%
State Representative 25,statewide,Alfred P Mayo,PC,76,2.26%
State Representative 26,statewide,Peter A Tercyak,D,3440,64.92%
State Representative 26,statewide,Tremell J Collins,R,1601,30.21%
State Representative 26,statewide,Peter A Tercyak,WF,258,4.87%
State Representative 27,statewide,Gary Turco,D,5215,47.77%
State Representative 27,statewide,Gary Byron,R,5171,47.37%
State Representative 27,statewide,Gary Turco,WF,276,2.53%
State Representative 27,statewide,Gary Byron,IND,254,2.33%
State Representative 28,statewide,Russell A Morin,D,6273,54.89%
State Representative 28,statewide,Michael Hurley,R,4691,41.04%
State Representative 28,statewide,Russell A Morin,WF,290,2.54%
State Representative 28,statewide,Michael Hurley,IND,175,1.53%
State Representative 29,statewide,Kerry Szeps Wood,D,5817,55.72%
State Representative 29,statewide,Andrew A Lanciotto,R,4622,44.28%
State Representative 30,statewide,Joe Aresimowicz,D,5499,46.82%
State Representative 30,statewide,Michael Gagliardi,R,5848,49.79%
State Representative 30,statewide,Joe Aresimowicz,WF,399,3.40%
State Representative 31,statewide,Jill Barry,D,6303,48.58%
State Representative 31,statewide,Lillian Tanski,R,6192,47.72%
State Representative 31,statewide,Jill Barry,WF,237,1.83%
State Representative 31,statewide,Lillian Tanski,IND,243,1.87%
State Representative 32,statewide,Laurel Steinhauser,D,4655,40.46%
State Representative 32,statewide,Christie M Carpino,R,6298,54.74%
State Representative 32,statewide,Laurel Steinhauser,WF,266,2.31%
State Representative 32,statewide,Christie M Carpino,IND,286,2.49%
State Representative 33,statewide,Joseph E Serra,D,5356,62.09%
State Representative 33,statewide,Linda Szynkowicz,R,3096,35.89%
State Representative 33,statewide,Linda Szynkowicz,IND,174,2.02%
State Representative 34,statewide,Theresa Govert,D,5183,45.41%
State Representative 34,statewide,Irene Haines,R,5631,49.33%
State Representative 34,statewide,Theresa Govert,WF,295,2.58%
State Representative 34,statewide,Irene Haines,IND,305,2.67%
State Representative 35,statewide,Jason Adler,D,5461,45.96%
State Representative 35,statewide,Jesse MacLachlan,R,5979,50.32%
State Representative 35,statewide,Jesse MacLachlan,IND,261,2.20%
State Representative 35,statewide,Madeleine Leveille,G,181,1.52%
State Representative 36,statewide,Christine Palm,D,6338,49.01%
State Representative 36,statewide,Robert Siegrist,R,6078,47.00%
State Representative 36,statewide,Christine Palm,WF,234,1.81%
State Representative 36,statewide,Robert Siegrist,IND,282,2.18%
State Representative 37,statewide,Hugh McKenney,D,5244,46.73%
State Representative 37,statewide,Holly H Cheeseman,R,5473,48.77%
State Representative 37,statewide,Hugh McKenney,WF,212,1.89%
State Representative 37,statewide,Holly H Cheeseman,IND,293,2.61%
State Representative 38,statewide,Baird Welch-Collins,D,5088,46.04%
State Representative 38,statewide,Kathleen M McCarty,R,5362,48.52%
State Representative 38,statewide,Kathleen M McCarty,IND,339,3.07%
State Representative 38,statewide,Baird Welch-Collins,G,262,2.37%
State Representative 39,statewide,Chris Soto,D,4136,93.98%
State Representative 39,statewide,Chris Soto,G,265,6.02%
State Representative 40,statewide,Christine Conley,D,3572,54.66%
State Representative 40,statewide,John F Scott,R,2557,39.13%
State Representative 40,statewide,Christine Conley,WF,243,3.72%
State Representative 40,statewide,John F Scott,IND,163,2.49%
State Representative 41,statewide,Joe de la Cruz,D,5526,61.85%
State Representative 41,statewide,Kenneth W Richards,R,2961,33.14%
State Representative 41,statewide,Joe de la Cruz,WF,302,3.38%
State Representative 41,statewide,Kenneth W Richards,IND,145,1.62%
State Representative 42,statewide,Elizabeth Schwebel,D,3616,40.33%
State Representative 42,statewide,Mike France,R,4810,53.65%
State Representative 42,statewide,Elizabeth Schwebel,WF,264,2.94%
State Representative 42,statewide,Mike France,IND,275,3.07%
State Representative 43,statewide,Kate Rotella,D,6369,54.96%
State Representative 43,statewide,Shaun Mastroianni,R,4913,42.39%
State Representative 43,statewide,Shaun Mastroianni,IND,307,2.65%
State Representative 44,statewide,Christine Rosati Randall,D,2774,35.83%
State Representative 44,statewide,Anne Dubay Dauphinais,R,4441,57.36%
State Representative 44,statewide,Christine Rosati Randall,WF,224,2.89%
State Representative 44,statewide,Anne Dubay Dauphinais,IND,303,3.91%
State Representative 45,statewide,Steven Mikutel,D,4035,46.11%
State Representative 45,statewide,Brian Lanoue,R,4410,50.39%
State Representative 45,statewide,Brian Lanoue,IND,306,3.50%
State Representative 46,statewide,Emmett D Riley,D,3422,60.99%
State Representative 46,statewide,Andrew Lockwood,R,1846,32.90%
State Representative 46,statewide,Emmett D Riley,WF,199,3.55%
State Representative 46,statewide,Andrew Lockwood,IND,144,2.57%
State Representative 47,statewide,Kate Donnelly,D,4343,40.08%
State Representative 47,statewide,Doug Dubitsky,R,5829,53.80%
State Representative 47,statewide,Kate Donnelly,WF,335,3.09%
State Representative 47,statewide,Doug Dubitsky,IND,328,3.03%
State Representative 48,statewide,Linda A Orange,D,5641,51.54%
State Representative 48,statewide,Mark DeCaprio,R,4628,42.29%
State Representative 48,statewide,Linda A Orange,WF,388,3.55%
State Representative 48,statewide,Mark DeCaprio,IND,287,2.62%
State Representative 49,statewide,Susan Johnson,D,4325,88.19%
State Representative 49,statewide,Susan Johnson,WF,579,11.81%
State Representative 50,statewide,Pat Boyd,D,5662,56.94%
State Representative 50,statewide,AJ Kerouac,R,4282,43.06%
State Representative 51,statewide,Larry Groh Jr,D,3577,43.07%
State Representative 51,statewide,Ricky L Hayes,R,4110,49.49%
State Representative 51,statewide,Larry Groh Jr,WF,300,3.61%
State Representative 51,statewide,Ricky L Hayes,IND,318,3.83%
State Representative 52,statewide,David F Walsh,D,3307,35.30%
State Representative 52,statewide,Kurt Vail,R,5433,58.00%
State Representative 52,statewide,David F Walsh,WF,213,2.27%
State Representative 52,statewide,Kurt Vail,IND,248,2.65%
State Representative 52,statewide,Linda Louise LaCasse,PC,166,1.77%
State Representative 53,statewide,Pat Wilson Pheanious,D,5508,48.98%
State Representative 53,statewide,Samuel P Belsito Jr,R,5110,45.44%
State Representative 53,statewide,Pat Wilson Pheanious,WF,368,3.27%
State Representative 53,statewide,Samuel P Belsito Jr,IND,259,2.30%
State Representative 54,statewide,Gregg Haddad,D,5956,92.64%
State Representative 54,statewide,Gregg Haddad,WF,473,7.36%
State Representative 55,statewide,Tiffany V Thiele,D,5219,42.78%
State Representative 55,statewide,Robin Green,R,6668,54.66%
State Representative 55,statewide,Tiffany V Thiele,WF,313,2.57%
State Representative 56,statewide,Michael Winkler,D,4846,54.11%
State Representative 56,statewide,Laura B Bush,R,3602,40.22%
State Representative 56,statewide,Michael Winkler,WF,304,3.39%
State Representative 56,statewide,Laura B Bush,IND,204,2.28%
State Representative 57,statewide,Dennis Milanovich,D,3978,37.83%
State Representative 57,statewide,Christopher Davis,R,6538,62.17%
State Representative 58,statewide,Tom Arnone,D,4079,51.12%
State Representative 58,statewide,Greg Stokes,R,3438,43.08%
State Representative 58,statewide,Tom Arnone,WF,230,2.88%
State Representative 58,statewide,Greg Stokes,IND,233,2.92%
State Representative 59,statewide,Tony DiPace,D,3608,42.59%
State Representative 59,statewide,Carol Hall,R,4411,52.07%
State Representative 59,statewide,Tony DiPace,WF,211,2.49%
State Representative 59,statewide,Carol Hall,IND,242,2.86%
State Representative 60,statewide,Jane M Garibay,D,5454,52.86%
State Representative 60,statewide,Scott A Storms,R,4606,44.64%
State Representative 60,statewide,Scott A Storms,IND,257,2.49%
State Representative 61,statewide,Jack Henrie,D,4078,39.63%
State Representative 61,statewide,Tami Zawistowski,R,5926,57.59%
State Representative 61,statewide,Tami Zawistowski,IND,286,2.78%
State Representative 62,statewide,Amanda Webster,D,5092,40.54%
State Representative 62,statewide,Bill Simanski,R,6871,54.70%
State Representative 62,statewide,Amanda Webster,WF,325,2.59%
State Representative 62,statewide,Bill Simanski,IND,273,2.17%
State Representative 63,statewide,Althea Candy Perez,D,3443,35.89%
State Representative 63,statewide,Jay M Case,R,5868,61.16%
State Representative 63,statewide,Jay M Case,IND,283,2.95%
State Representative 64,statewide,Maria P Horn,D,5665,48.57%
State Representative 64,statewide,Brian M Ohler,R,5455,46.77%
State Representative 64,statewide,Maria P Horn,WF,212,1.82%
State Representative 64,statewide,Brian M Ohler,IND,332,2.85%
State Representative 65,statewide,Michelle L Cook,D,3388,47.70%
State Representative 65,statewide,Molly Spino,R,3214,45.25%
State Representative 65,statewide,Michelle L Cook,WF,273,3.84%
State Representative 65,statewide,Molly Spino,IND,143,2.01%
State Representative 65,statewide,Kent Johnson,LI,85,1.20%
State Representative 66,statewide,Alex Larsson,D,5172,41.22%
State Representative 66,statewide,David T Wilson,R,6900,54.99%
State Representative 66,statewide,Alex Larsson,WF,222,1.77%
State Representative 66,statewide,David T Wilson,IND,253,2.02%
State Representative 67,statewide,Thomas P O'Brien,D,3911,39.86%
State Representative 67,statewide,William Buckbee,R,5301,54.02%
State Representative 67,statewide,Thomas P O'Brien,WF,239,2.44%
State Representative 67,statewide,William Buckbee,IND,362,3.69%
State Representative 68,statewide,Jeff Desmarais,D,2949,28.02%
State Representative 68,statewide,Joe Polletta,R,7261,68.99%
State Representative 68,statewide,Jeff Desmarais,WF,166,1.58%
State Representative 68,statewide,Jeff Desmarais,IND,148,1.41%
State Representative 69,statewide,Greg Cava,D,4501,38.05%
State Representative 69,statewide,Arthur O'Neill,R,7085,59.89%
State Representative 69,statewide,Greg Cava,WF,244,2.06%
State Representative 70,statewide,Rosa Rebimbas,R,5901,100.00%
State Representative 71,statewide,Stephen R Ferrucci III,D,3158,37.11%
State Representative 71,statewide,Anthony J D'Amelio,R,5018,58.97%
State Representative 71,statewide,Danielle N. Albert,IND,334,3.92%
State Representative 72,statewide,Larry B Butler,D,3362,74.09%
State Representative 72,statewide,Michael N Cervellino III,R,1072,23.62%
State Representative 72,statewide,Michael N Cervellino III,IND,104,2.29%
State Representative 73,statewide,Ronald A Napoli Jr,D,3828,54.29%
State Representative 73,statewide,Steven R Giacomi,R,2883,40.89%
State Representative 73,statewide,Ronald A Napoli Jr,WF,198,2.81%
State Representative 73,statewide,Steven R Giacomi,IND,142,2.01%
State Representative 74,statewide,Wendy M Tyson-Wood,D,2877,45.77%
State Representative 74,statewide,Stephanie Cummings,R,3168,50.40%
State Representative 74,statewide,Stephanie Cummings,IND,241,3.83%
State Representative 75,statewide,Geraldo C Reyes Jr,D,2491,91.11%
State Representative 75,statewide,Ted Derouin,IND,243,8.89%
State Representative 76,statewide,Paul Honig,D,4190,35.49%
State Representative 76,statewide,John Piscopo,R,7615,64.51%
State Representative 77,statewide,Kevin Fuller,D,4396,47.28%
State Representative 77,statewide,Cara C Pavalock-D'Amato,R,4640,49.91%
State Representative 77,statewide,Cara C Pavalock-D'Amato,IND,261,2.81%
State Representative 78,statewide,Allen Marko,D,2900,32.27%
State Representative 78,statewide,Whit Betts,R,5818,64.75%
State Representative 78,statewide,Whit Betts,IND,268,2.98%
State Representative 79,statewide,Christopher Ziogas,D,3927,54.05%
State Representative 79,statewide,David Rackliffe,R,3156,43.44%
State Representative 79,statewide,David Rackliffe,IND,183,2.52%
State Representative 80,statewide,David Borzellino,D,3338,30.98%
State Representative 80,statewide,Gale L Mastrofrancesco,R,7089,65.79%
State Representative 80,statewide,Gale L Mastrofrancesco,IND,289,2.68%
State Representative 80,statewide,Benjamin Taylor Conroy,PC,59,0.55%
State Representative 81,statewide,Ryan Rogers,D,4286,41.22%
State Representative 81,statewide,John Fusco,R,5586,53.73%
State Representative 81,statewide,Ryan Rogers,WF,252,2.42%
State Representative 81,statewide,John Fusco,IND,273,2.63%
State Representative 82,statewide,"Emil ""Buddy"" Altobello",D,5401,59.35%
State Representative 82,statewide,Ernestine Holloway,R,3699,40.65%
State Representative 83,statewide,Catherine F Abercrombie,D,4765,51.06%
State Representative 83,statewide,Lou Arata,R,4251,45.55%
State Representative 83,statewide,Lou Arata,IND,199,2.13%
State Representative 83,statewide,Roger P Misbach,LI,117,1.25%
State Representative 84,statewide,Hilda E Santiago,D,3513,100.00%
State Representative 85,statewide,Mary M Mushinsky,D,4763,52.05%
State Representative 85,statewide,Don Crouch,R,3857,42.15%
State Representative 85,statewide,Mary M Mushinsky,WF,337,3.68%
State Representative 85,statewide,Don Crouch,IND,194,2.12%
State Representative 86,statewide,Vincent J Mase Sr,D,3961,36.34%
State Representative 86,statewide,Vincent J Candelora,R,6506,59.68%
State Representative 86,statewide,Vincent J Candelora,IND,290,2.66%
State Representative 86,statewide,Colin C Souney,G,144,1.32%
State Representative 87,statewide,Theresa Ranciato-Viele,D,4308,35.66%
State Representative 87,statewide,David W Yaccarino,R,7428,61.49%
State Representative 87,statewide,David W Yaccarino,IND,344,2.85%
State Representative 88,statewide,Josh Elliott,D,6218,66.52%
State Representative 88,statewide,Debra Rigney,R,2786,29.81%
State Representative 88,statewide,Josh Elliott,WF,343,3.67%
State Representative 89,statewide,Anne Harrigan,D,4367,36.42%
State Representative 89,statewide,Lezlye W Zupkus,R,7348,61.28%
State Representative 89,statewide,Lezlye W Zupkus,IND,275,2.29%
State Representative 90,statewide,Daniel Fontaine,D,4789,43.23%
State Representative 90,statewide,Craig Fishbein,R,5683,51.30%
State Representative 90,statewide,Daniel Fontaine,WF,361,3.26%
State Representative 90,statewide,Craig Fishbein,IND,246,2.22%
State Representative 91,statewide,Michael D'Agostino,D,7841,92.14%
State Representative 91,statewide,Gary J Walsh,LI,669,7.86%
State Representative 92,statewide,Pat Dillon,D,6221,86.13%
State Representative 92,statewide,Joshua Alan Rose,R,627,8.68%
State Representative 92,statewide,Pat Dillon,WF,344,4.76%
State Representative 92,statewide,Wayne A Jackson,PC,31,0.43%
State Representative 93,statewide,Toni Walker,D,4782,93.91%
State Representative 93,statewide,Grant Richardson,R,310,6.09%
State Representative 94,statewide,Robyn Porter,D,6043,86.51%
State Representative 94,statewide,Jordan A Grode,R,743,10.64%
State Representative 94,statewide,Robyn Porter,WF,199,2.85%
State Representative 95,statewide,Juan Candelaria,D,3166,88.19%
State Representative 95,statewide,John Carlson,R,424,11.81%
State Representative 96,statewide,Roland Lemar,D,6183,74.98%
State Representative 96,statewide,Eric Michael Mastroianni Sr,R,1598,19.38%
