office,town,candidate,party,votes,vote_percent
Governor and Lieutenant Governor,Bridgeport,Ned Lamont and Susan Bysiewicz,WF,410,1.41%
Governor and Lieutenant Governor,Bridgeport,Bob Stefanowski and Joe Markley,IND,255,0.88%
Governor and Lieutenant Governor,Bridgeport,Rodney Hanscomb and Jeffrey Thibeault,LI,82,0.28%
Governor and Lieutenant Governor,Bridgeport,Mark Stewart Greenstein and John Demitrus,ACL,24,0.08%
Governor and Lieutenant Governor,Bridgeport,Oz Griebel and Monte E Frank,GFCT,245,0.84%
Governor and Lieutenant Governor,Bridgeport,Lee Whitnum and Jacey Wyatt,WI,0,0.00%
United States Senator,Bridgeport,Christopher S Murphy,D,23623,82.37%
United States Senator,Bridgeport,Matthew Corey,R,4147,14.46%
United States Senator,Bridgeport,Christopher S Murphy,WF,675,2.35%
United States Senator,Bridgeport,Richard Lion,LI,107,0.37%
United States Senator,Bridgeport,Jeff Russell,G,126,0.44%
United States Senator,Bridgeport,Fred Linck,WI,2,0.01%
United States Senator,Bridgeport,Kristi L Talmadge,WI,0,0.00%
Representative in Congress 04,Bridgeport,Jim Himes,D,23762,83.65%
Representative in Congress 04,Bridgeport,Harry Arora,R,4335,15.26%
Representative in Congress 04,Bridgeport,Harry Arora,IND,308,1.08%
Representative in Congress 04,Bridgeport,Yusheng Peng,WI,2,0.01%
State Senator 22,Bridgeport,Marilyn Moore,D,10362,75.17%
State Senator 22,Bridgeport,Rich Deecken,R,2902,21.05%
State Senator 22,Bridgeport,Marilyn Moore,WF,346,2.51%
State Senator 22,Bridgeport,Rich Deecken,IND,175,1.27%
State Senator 23,Bridgeport,Dennis Bradley,D,12651,87.34%
State Senator 23,Bridgeport,John Rodriguez,R,1834,12.66%
State Representative 124,Bridgeport,Andre F Baker Jr,D,3971,89.66%
State Representative 124,Bridgeport,Jose L Quiroga,R,458,10.34%
State Representative 126,Bridgeport,Charlie Stallworth,D,5362,84.32%
State Representative 126,Bridgeport,Manuel Bataguas,R,997,15.68%
State Representative 127,Bridgeport,John (Jack) F Hennessy,D,3965,73.13%
State Representative 127,Bridgeport,Peter Perillo,R,1341,24.73%
State Representative 127,Bridgeport,John (Jack) F Hennessy,WF,116,2.14%
State Representative 128,Bridgeport,Christopher Rosario,D,2366,88.18%
State Representative 128,Bridgeport,Ethan Book,R,317,11.82%
State Representative 129,Bridgeport,Steven Stafstrom,D,4507,82.20%
State Representative 129,Bridgeport,Vallorie L Clark,R,976,17.80%
State Representative 130,Bridgeport,Ezequiel Santiago,D,3202,89.84%
State Representative 130,Bridgeport,Terry A Sullivan,R,362,10.16%
Secretary of the State,Bridgeport,Denise W Merrill,D,22586,80.54%
Secretary of the State,Bridgeport,Susan Chapman,R,4368,15.58%
Secretary of the State,Bridgeport,Denise W Merrill,WF,487,1.74%
Secretary of the State,Bridgeport,Susan Chapman,IND,259,0.92%
Secretary of the State,Bridgeport,Heather Lynn Sylvestre Gwynn,LI,131,0.47%
Secretary of the State,Bridgeport,S Michael DeRosa,G,212,0.76%
Treasurer,Bridgeport,Shawn Wooden,D,22573,81.15%
Treasurer,Bridgeport,Thad Gray,R,4331,15.57%
Treasurer,Bridgeport,Shawn Wooden,WF,523,1.88%
Treasurer,Bridgeport,Thad Gray,IND,208,0.75%
Treasurer,Bridgeport,Jesse Brohinsky,LI,182,0.65%
Treasurer,Bridgeport,W. Michael Downes,WI,0,0.00%
Comptroller,Bridgeport,Kevin Lembo,D,22403,80.80%
Comptroller,Bridgeport,Kurt Miller,R,4318,15.57%
Comptroller,Bridgeport,Kevin Lembo,WF,458,1.65%
Comptroller,Bridgeport,Kurt Miller,IND,210,0.76%
Comptroller,Bridgeport,Paul Passarelli,LI,171,0.62%
Comptroller,Bridgeport,Edward G Heflin,G,167,0.60%
Attorney General,Bridgeport,William Tong,D,22393,80.50%
Attorney General,Bridgeport,Sue Hatfield,R,4507,16.20%
Attorney General,Bridgeport,William Tong,WF,461,1.66%
Attorney General,Bridgeport,Sue Hatfield,IND,239,0.86%
Attorney General,Bridgeport,Peter D Goselin,G,219,0.79%
Judge of Probate 48,Bridgeport,Paul Ganim,D,23068,100.00%
Registrar of Voters,Bridgeport,Santa I Ayala,D,21708,80.52%
Registrar of Voters,Bridgeport,Linda A Grace,R,5253,19.48%
Governor and Lieutenant Governor,Bridgewater,Ned Lamont and Susan Bysiewicz,D,459,43.18%
Governor and Lieutenant Governor,Bridgewater,Bob Stefanowski and Joe Markley,R,546,51.36%
Governor and Lieutenant Governor,Bridgewater,Ned Lamont and Susan Bysiewicz,WF,10,0.94%
Governor and Lieutenant Governor,Bridgewater,Bob Stefanowski and Joe Markley,IND,20,1.88%
Governor and Lieutenant Governor,Bridgewater,Rodney Hanscomb and Jeffrey Thibeault,LI,1,0.09%
Governor and Lieutenant Governor,Bridgewater,Mark Stewart Greenstein and John Demitrus,ACL,0,0.00%
Governor and Lieutenant Governor,Bridgewater,Oz Griebel and Monte E Frank,GFCT,27,2.54%
Governor and Lieutenant Governor,Bridgewater,Lee Whitnum and Jacey Wyatt,WI,0,0.00%
United States Senator,Bridgewater,Christopher S Murphy,D,522,49.29%
United States Senator,Bridgewater,Matthew Corey,R,505,47.69%
United States Senator,Bridgewater,Christopher S Murphy,WF,22,2.08%
United States Senator,Bridgewater,Richard Lion,LI,5,0.47%
United States Senator,Bridgewater,Jeff Russell,G,5,0.47%
United States Senator,Bridgewater,Fred Linck,WI,0,0.00%
United States Senator,Bridgewater,Kristi L Talmadge,WI,0,0.00%
Representative in Congress 05,Bridgewater,Jahana Hayes,D,538,51.00%
Representative in Congress 05,Bridgewater,Manny Santos,R,473,44.83%
Representative in Congress 05,Bridgewater,Jahana Hayes,WF,27,2.56%
Representative in Congress 05,Bridgewater,Manny Santos,IND,17,1.61%
Representative in Congress 05,Bridgewater,John Pistone,WI,0,0.00%
State Senator 32,Bridgewater,Catherine P DeCarli,D,427,44.11%
State Senator 32,Bridgewater,Eric C Berthel,R,541,55.89%
State Representative 69,Bridgewater,Greg Cava,D,444,42.61%
State Representative 69,Bridgewater,Arthur O'Neill,R,577,55.37%
State Representative 69,Bridgewater,Greg Cava,WF,21,2.02%
Secretary of the State,Bridgewater,Denise W Merrill,D,491,47.03%
Secretary of the State,Bridgewater,Susan Chapman,R,513,49.14%
Secretary of the State,Bridgewater,Denise W Merrill,WF,12,1.15%
Secretary of the State,Bridgewater,Susan Chapman,IND,16,1.53%
Secretary of the State,Bridgewater,Heather Lynn Sylvestre Gwynn,LI,6,0.57%
Secretary of the State,Bridgewater,S Michael DeRosa,G,6,0.57%
Treasurer,Bridgewater,Shawn Wooden,D,486,46.96%
Treasurer,Bridgewater,Thad Gray,R,513,49.57%
Treasurer,Bridgewater,Shawn Wooden,WF,17,1.64%
Treasurer,Bridgewater,Thad Gray,IND,15,1.45%
Treasurer,Bridgewater,Jesse Brohinsky,LI,4,0.39%
Treasurer,Bridgewater,W. Michael Downes,WI,0,0.00%
Comptroller,Bridgewater,Kevin Lembo,D,486,46.82%
Comptroller,Bridgewater,Kurt Miller,R,508,48.94%
Comptroller,Bridgewater,Kevin Lembo,WF,16,1.54%
Comptroller,Bridgewater,Kurt Miller,IND,14,1.35%
Comptroller,Bridgewater,Paul Passarelli,LI,5,0.48%
Comptroller,Bridgewater,Edward G Heflin,G,9,0.87%
Attorney General,Bridgewater,William Tong,D,472,45.08%
Attorney General,Bridgewater,Sue Hatfield,R,535,51.10%
Attorney General,Bridgewater,William Tong,WF,10,0.96%
Attorney General,Bridgewater,Sue Hatfield,IND,20,1.91%
Attorney General,Bridgewater,Peter D Goselin,G,10,0.96%
Judge of Probate 44,Bridgewater,Martin F Landgrebe,R,713,100.00%
Registrar of Voters,Bridgewater,Margaret Judith Sullivan,D,493,48.86%
Registrar of Voters,Bridgewater,Susan L. Patrick,R,516,51.14%
Governor and Lieutenant Governor,Bristol,Ned Lamont and Susan Bysiewicz,D,8779,40.53%
Governor and Lieutenant Governor,Bristol,Bob Stefanowski and Joe Markley,R,11024,50.90%
Governor and Lieutenant Governor,Bristol,Ned Lamont and Susan Bysiewicz,WF,209,0.96%
Governor and Lieutenant Governor,Bristol,Bob Stefanowski and Joe Markley,IND,423,1.95%
Governor and Lieutenant Governor,Bristol,Rodney Hanscomb and Jeffrey Thibeault,LI,93,0.43%
Governor and Lieutenant Governor,Bristol,Mark Stewart Greenstein and John Demitrus,ACL,26,0.12%
Governor and Lieutenant Governor,Bristol,Oz Griebel and Monte E Frank,GFCT,1104,5.10%
Governor and Lieutenant Governor,Bristol,Lee Whitnum and Jacey Wyatt,WI,2,0.01%
United States Senator,Bristol,Christopher S Murphy,D,10754,50.53%
United States Senator,Bristol,Matthew Corey,R,9652,45.35%
United States Senator,Bristol,Christopher S Murphy,WF,597,2.81%
United States Senator,Bristol,Richard Lion,LI,148,0.70%
United States Senator,Bristol,Jeff Russell,G,124,0.58%
United States Senator,Bristol,Fred Linck,WI,7,0.03%
United States Senator,Bristol,Kristi L Talmadge,WI,0,0.00%
Representative in Congress 01,Bristol,John B Larson,D,10750,51.13%
Representative in Congress 01,Bristol,Jennifer T Nye,R,9346,44.45%
Representative in Congress 01,Bristol,John B Larson,WF,670,3.19%
Representative in Congress 01,Bristol,Thomas McCormick,G,260,1.24%
State Senator 31,Bristol,Christopher A Wright,D,9792,46.15%
State Senator 31,Bristol,Henri Martin,R,10889,51.32%
State Senator 31,Bristol,Henri Martin,IND,536,2.53%
State Representative 77,Bristol,Kevin Fuller,D,4396,47.28%
State Representative 77,Bristol,Cara C Pavalock-D'Amato,R,4640,49.91%
State Representative 77,Bristol,Cara C Pavalock-D'Amato,IND,261,2.81%
State Representative 78,Bristol,Allen Marko,D,1644,35.42%
State Representative 78,Bristol,Whit Betts,R,2860,61.61%
State Representative 78,Bristol,Whit Betts,IND,138,2.97%
State Representative 79,Bristol,Christopher Ziogas,D,3927,54.05%
State Representative 79,Bristol,David Rackliffe,R,3156,43.44%
State Representative 79,Bristol,David Rackliffe,IND,183,2.52%
Secretary of the State,Bristol,Denise W Merrill,D,10229,48.59%
Secretary of the State,Bristol,Susan Chapman,R,9618,45.69%
Secretary of the State,Bristol,Denise W Merrill,WF,397,1.89%
Secretary of the State,Bristol,Susan Chapman,IND,424,2.01%
Secretary of the State,Bristol,Heather Lynn Sylvestre Gwynn,LI,167,0.79%
Secretary of the State,Bristol,S Michael DeRosa,G,216,1.03%
Treasurer,Bristol,Shawn Wooden,D,10049,48.18%
Treasurer,Bristol,Thad Gray,R,9669,46.36%
Treasurer,Bristol,Shawn Wooden,WF,457,2.19%
Treasurer,Bristol,Thad Gray,IND,387,1.86%
Treasurer,Bristol,Jesse Brohinsky,LI,296,1.42%
Treasurer,Bristol,W. Michael Downes,WI,0,0.00%
Comptroller,Bristol,Kevin Lembo,D,9995,47.82%
Comptroller,Bristol,Kurt Miller,R,9708,46.45%
Comptroller,Bristol,Kevin Lembo,WF,398,1.90%
Comptroller,Bristol,Kurt Miller,IND,403,1.93%
Comptroller,Bristol,Paul Passarelli,LI,209,1.00%
Comptroller,Bristol,Edward G Heflin,G,187,0.89%
Attorney General,Bristol,William Tong,D,9157,43.39%
Attorney General,Bristol,Sue Hatfield,R,10883,51.57%
Attorney General,Bristol,William Tong,WF,292,1.38%
Attorney General,Bristol,Sue Hatfield,IND,509,2.41%
Attorney General,Bristol,Peter D Goselin,G,263,1.25%
Judge of Probate 19,Bristol,Andre Dorval,D,13702,100.00%
Registrar of Voters,Bristol,Kevin McCauley,D,10180,49.91%
Registrar of Voters,Bristol,Sharon M Krawiecki,R,10215,50.09%
Governor and Lieutenant Governor,Brookfield,Ned Lamont and Susan Bysiewicz,D,3396,41.11%
Governor and Lieutenant Governor,Brookfield,Bob Stefanowski and Joe Markley,R,4406,53.33%
Governor and Lieutenant Governor,Brookfield,Ned Lamont and Susan Bysiewicz,WF,90,1.09%
Governor and Lieutenant Governor,Brookfield,Bob Stefanowski and Joe Markley,IND,139,1.68%
Governor and Lieutenant Governor,Brookfield,Rodney Hanscomb and Jeffrey Thibeault,LI,41,0.50%
Governor and Lieutenant Governor,Brookfield,Mark Stewart Greenstein and John Demitrus,ACL,19,0.23%
Governor and Lieutenant Governor,Brookfield,Oz Griebel and Monte E Frank,GFCT,169,2.05%
Governor and Lieutenant Governor,Brookfield,Lee Whitnum and Jacey Wyatt,WI,1,0.01%
United States Senator,Brookfield,Christopher S Murphy,D,4030,49.31%
United States Senator,Brookfield,Matthew Corey,R,3886,47.55%
United States Senator,Brookfield,Christopher S Murphy,WF,180,2.20%
United States Senator,Brookfield,Richard Lion,LI,45,0.55%
United States Senator,Brookfield,Jeff Russell,G,32,0.39%
United States Senator,Brookfield,Fred Linck,WI,0,0.00%
United States Senator,Brookfield,Kristi L Talmadge,WI,0,0.00%
Representative in Congress 05,Brookfield,Jahana Hayes,D,3934,48.25%
Representative in Congress 05,Brookfield,Manny Santos,R,3891,47.72%
Representative in Congress 05,Brookfield,Jahana Hayes,WF,206,2.53%
Representative in Congress 05,Brookfield,Manny Santos,IND,120,1.47%
Representative in Congress 05,Brookfield,John Pistone,WI,3,0.04%
State Senator 30,Brookfield,David A Lawson,D,3596,44.40%
State Senator 30,Brookfield,Craig A Miner,R,4206,51.93%
State Senator 30,Brookfield,David A Lawson,WF,145,1.79%
State Senator 30,Brookfield,Craig A Miner,IND,152,1.88%
State Representative 107,Brookfield,Daniel Pearson,D,3067,37.44%
State Representative 107,Brookfield,Stephen G Harding,R,4884,59.63%
State Representative 107,Brookfield,Stephen G Harding,IND,240,2.93%
Secretary of the State,Brookfield,Denise W Merrill,D,3623,44.70%
Secretary of the State,Brookfield,Susan Chapman,R,4106,50.66%
Secretary of the State,Brookfield,Denise W Merrill,WF,123,1.52%
Secretary of the State,Brookfield,Susan Chapman,IND,157,1.94%
Secretary of the State,Brookfield,Heather Lynn Sylvestre Gwynn,LI,52,0.64%
Secretary of the State,Brookfield,S Michael DeRosa,G,44,0.54%
Treasurer,Brookfield,Shawn Wooden,D,3542,44.02%
Treasurer,Brookfield,Thad Gray,R,4157,51.66%
Treasurer,Brookfield,Shawn Wooden,WF,142,1.76%
Treasurer,Brookfield,Thad Gray,IND,137,1.70%
Treasurer,Brookfield,Jesse Brohinsky,LI,69,0.86%
Treasurer,Brookfield,W. Michael Downes,WI,0,0.00%
Comptroller,Brookfield,Kevin Lembo,D,3532,43.85%
Comptroller,Brookfield,Kurt Miller,R,4160,51.64%
Comptroller,Brookfield,Kevin Lembo,WF,117,1.45%
Comptroller,Brookfield,Kurt Miller,IND,150,1.86%
Comptroller,Brookfield,Paul Passarelli,LI,58,0.72%
Comptroller,Brookfield,Edward G Heflin,G,38,0.47%
Attorney General,Brookfield,William Tong,D,3463,42.68%
Attorney General,Brookfield,Sue Hatfield,R,4297,52.96%
Attorney General,Brookfield,William Tong,WF,125,1.54%
Attorney General,Brookfield,Sue Hatfield,IND,167,2.06%
Attorney General,Brookfield,Peter D Goselin,G,62,0.76%
Judge of Probate 44,Brookfield,Martin F Landgrebe,R,5453,100.00%
Governor and Lieutenant Governor,Brooklyn,Ned Lamont and Susan Bysiewicz,D,1138,36.31%
Governor and Lieutenant Governor,Brooklyn,Bob Stefanowski and Joe Markley,R,1682,53.67%
Governor and Lieutenant Governor,Brooklyn,Ned Lamont and Susan Bysiewicz,WF,31,0.99%
Governor and Lieutenant Governor,Brooklyn,Bob Stefanowski and Joe Markley,IND,87,2.78%
Governor and Lieutenant Governor,Brooklyn,Rodney Hanscomb and Jeffrey Thibeault,LI,31,0.99%
Governor and Lieutenant Governor,Brooklyn,Mark Stewart Greenstein and John Demitrus,ACL,3,0.10%
Governor and Lieutenant Governor,Brooklyn,Oz Griebel and Monte E Frank,GFCT,162,5.17%
Governor and Lieutenant Governor,Brooklyn,Lee Whitnum and Jacey Wyatt,WI,0,0.00%
United States Senator,Brooklyn,Christopher S Murphy,D,1445,46.73%
United States Senator,Brooklyn,Matthew Corey,R,1509,48.80%
United States Senator,Brooklyn,Christopher S Murphy,WF,85,2.75%
United States Senator,Brooklyn,Richard Lion,LI,32,1.03%
United States Senator,Brooklyn,Jeff Russell,G,21,0.68%
United States Senator,Brooklyn,Fred Linck,WI,0,0.00%
United States Senator,Brooklyn,Kristi L Talmadge,WI,0,0.00%
Representative in Congress 02,Brooklyn,Joe Courtney,D,1571,50.86%
Representative in Congress 02,Brooklyn,Danny Postemski Jr,R,1303,42.18%
Representative in Congress 02,Brooklyn,Joe Courtney,WF,130,4.21%
Representative in Congress 02,Brooklyn,Daniel Reale,LI,46,1.49%
Representative in Congress 02,Brooklyn,Michelle Louise Bicking,G,39,1.26%
State Senator 29,Brooklyn,Mae Flexer,D,1279,41.55%
State Senator 29,Brooklyn,David W Coderre,R,1620,52.63%
State Senator 29,Brooklyn,Mae Flexer,WF,85,2.76%
State Senator 29,Brooklyn,David W Coderre,IND,94,3.05%
State Representative 50,Brooklyn,Pat Boyd,D,1606,52.76%
State Representative 50,Brooklyn,AJ Kerouac,R,1438,47.24%
Secretary of the State,Brooklyn,Denise W Merrill,D,1311,42.87%
Secretary of the State,Brooklyn,Susan Chapman,R,1531,50.07%
Secretary of the State,Brooklyn,Denise W Merrill,WF,78,2.55%
Secretary of the State,Brooklyn,Susan Chapman,IND,74,2.42%
Secretary of the State,Brooklyn,Heather Lynn Sylvestre Gwynn,LI,36,1.18%
Secretary of the State,Brooklyn,S Michael DeRosa,G,28,0.92%
Treasurer,Brooklyn,Shawn Wooden,D,1268,41.82%
Treasurer,Brooklyn,Thad Gray,R,1559,51.42%
Treasurer,Brooklyn,Shawn Wooden,WF,74,2.44%
Treasurer,Brooklyn,Thad Gray,IND,73,2.41%
Treasurer,Brooklyn,Jesse Brohinsky,LI,58,1.91%
Treasurer,Brooklyn,W. Michael Downes,WI,0,0.00%
Comptroller,Brooklyn,Kevin Lembo,D,1265,41.72%
Comptroller,Brooklyn,Kurt Miller,R,1541,50.82%
Comptroller,Brooklyn,Kevin Lembo,WF,84,2.77%
Comptroller,Brooklyn,Kurt Miller,IND,72,2.37%
Comptroller,Brooklyn,Paul Passarelli,LI,43,1.42%
Comptroller,Brooklyn,Edward G Heflin,G,27,0.89%
Attorney General,Brooklyn,William Tong,D,1103,35.98%
Attorney General,Brooklyn,Sue Hatfield,R,1771,57.76%
Attorney General,Brooklyn,William Tong,WF,45,1.47%
Attorney General,Brooklyn,Sue Hatfield,IND,103,3.36%
Attorney General,Brooklyn,Peter D Goselin,G,44,1.44%
Judge of Probate 26,Brooklyn,Leah Schad,D,1358,46.19%
Judge of Probate 26,Brooklyn,Leah Schad,R,1582,53.81%
Registrar of Voters,Brooklyn,Katlyn Gugliotti,D,1625,76.80%
Registrar of Voters,Brooklyn,JoAnn Gerardi Voccio,PC,491,23.20%
Governor and Lieutenant Governor,Burlington,Ned Lamont and Susan Bysiewicz,D,1811,36.92%
Governor and Lieutenant Governor,Burlington,Bob Stefanowski and Joe Markley,R,2629,53.60%
Governor and Lieutenant Governor,Burlington,Ned Lamont and Susan Bysiewicz,WF,50,1.02%
Governor and Lieutenant Governor,Burlington,Bob Stefanowski and Joe Markley,IND,115,2.34%
Governor and Lieutenant Governor,Burlington,Rodney Hanscomb and Jeffrey Thibeault,LI,7,0.14%
Governor and Lieutenant Governor,Burlington,Mark Stewart Greenstein and John Demitrus,ACL,3,0.06%
Governor and Lieutenant Governor,Burlington,Oz Griebel and Monte E Frank,GFCT,290,5.91%
Governor and Lieutenant Governor,Burlington,Lee Whitnum and Jacey Wyatt,WI,0,0.00%
United States Senator,Burlington,Christopher S Murphy,D,2236,46.15%
United States Senator,Burlington,Matthew Corey,R,2449,50.55%
United States Senator,Burlington,Christopher S Murphy,WF,109,2.25%
United States Senator,Burlington,Richard Lion,LI,22,0.45%
United States Senator,Burlington,Jeff Russell,G,28,0.58%
United States Senator,Burlington,Fred Linck,WI,1,0.02%
United States Senator,Burlington,Kristi L Talmadge,WI,0,0.00%
Representative in Congress 05,Burlington,Jahana Hayes,D,2287,47.51%
Representative in Congress 05,Burlington,Manny Santos,R,2300,47.78%
Representative in Congress 05,Burlington,Jahana Hayes,WF,142,2.95%
Representative in Congress 05,Burlington,Manny Santos,IND,85,1.77%
Representative in Congress 05,Burlington,John Pistone,WI,0,0.00%
State Senator 05,Burlington,Beth Bye,D,2238,46.75%
State Senator 05,Burlington,Phillip Chabot,R,2445,51.08%
State Senator 05,Burlington,Phillip Chabot,IND,104,2.17%
State Representative 76,Burlington,Paul Honig,D,1998,41.64%
State Representative 76,Burlington,John Piscopo,R,2800,58.36%
Secretary of the State,Burlington,Denise W Merrill,D,2108,43.95%
Secretary of the State,Burlington,Susan Chapman,R,2444,50.96%
Secretary of the State,Burlington,Denise W Merrill,WF,80,1.67%
Secretary of the State,Burlington,Susan Chapman,IND,94,1.96%
Secretary of the State,Burlington,Heather Lynn Sylvestre Gwynn,LI,28,0.58%
Secretary of the State,Burlington,S Michael DeRosa,G,42,0.88%
Treasurer,Burlington,Shawn Wooden,D,2016,42.31%
Treasurer,Burlington,Thad Gray,R,2525,52.99%
Treasurer,Burlington,Shawn Wooden,WF,85,1.78%
Treasurer,Burlington,Thad Gray,IND,91,1.91%
Treasurer,Burlington,Jesse Brohinsky,LI,48,1.01%
Treasurer,Burlington,W. Michael Downes,WI,0,0.00%
Comptroller,Burlington,Kevin Lembo,D,2047,43.02%
Comptroller,Burlington,Kurt Miller,R,2480,52.12%
Comptroller,Burlington,Kevin Lembo,WF,83,1.74%
Comptroller,Burlington,Kurt Miller,IND,79,1.66%
Comptroller,Burlington,Paul Passarelli,LI,39,0.82%
Comptroller,Burlington,Edward G Heflin,G,30,0.63%
Attorney General,Burlington,William Tong,D,1944,40.46%
Attorney General,Burlington,Sue Hatfield,R,2642,54.98%
Attorney General,Burlington,William Tong,WF,79,1.64%
Attorney General,Burlington,Sue Hatfield,IND,86,1.79%
Attorney General,Burlington,Peter D Goselin,G,54,1.12%
Judge of Probate 10,Burlington,Evelyn M Daly,D,2797,100.00%
Registrar of Voters,Burlington,Beverly Jackson,D,2141,46.67%
Registrar of Voters,Burlington,Donna Rusgrove,R,2447,53.33%
Governor and Lieutenant Governor,Canaan,Ned Lamont and Susan Bysiewicz,D,312,55.32%
Governor and Lieutenant Governor,Canaan,Bob Stefanowski and Joe Markley,R,199,35.28%
Governor and Lieutenant Governor,Canaan,Ned Lamont and Susan Bysiewicz,WF,15,2.66%
Governor and Lieutenant Governor,Canaan,Bob Stefanowski and Joe Markley,IND,19,3.37%
Governor and Lieutenant Governor,Canaan,Rodney Hanscomb and Jeffrey Thibeault,LI,3,0.53%
Governor and Lieutenant Governor,Canaan,Mark Stewart Greenstein and John Demitrus,ACL,1,0.18%
Governor and Lieutenant Governor,Canaan,Oz Griebel and Monte E Frank,GFCT,15,2.66%
Governor and Lieutenant Governor,Canaan,Lee Whitnum and Jacey Wyatt,WI,0,0.00%
United States Senator,Canaan,Christopher S Murphy,D,352,63.20%
United States Senator,Canaan,Matthew Corey,R,178,31.96%
United States Senator,Canaan,Christopher S Murphy,WF,21,3.77%
United States Senator,Canaan,Richard Lion,LI,1,0.18%
United States Senator,Canaan,Jeff Russell,G,5,0.90%
United States Senator,Canaan,Fred Linck,WI,0,0.00%
United States Senator,Canaan,Kristi L Talmadge,WI,0,0.00%
Representative in Congress 05,Canaan,Jahana Hayes,D,362,65.23%
Representative in Congress 05,Canaan,Manny Santos,R,161,29.01%
Representative in Congress 05,Canaan,Jahana Hayes,WF,24,4.32%
Representative in Congress 05,Canaan,Manny Santos,IND,8,1.44%
Representative in Congress 05,Canaan,John Pistone,WI,0,0.00%
State Senator 30,Canaan,David A Lawson,D,320,58.18%
State Senator 30,Canaan,Craig A Miner,R,194,35.27%
State Senator 30,Canaan,David A Lawson,WF,23,4.18%
State Senator 30,Canaan,Craig A Miner,IND,13,2.36%
State Representative 64,Canaan,Maria P Horn,D,275,48.59%
State Representative 64,Canaan,Brian M Ohler,R,257,45.41%
State Representative 64,Canaan,Maria P Horn,WF,12,2.12%
State Representative 64,Canaan,Brian M Ohler,IND,22,3.89%
Secretary of the State,Canaan,Denise W Merrill,D,346,62.57%
Secretary of the State,Canaan,Susan Chapman,R,163,29.48%
Secretary of the State,Canaan,Denise W Merrill,WF,21,3.80%
Secretary of the State,Canaan,Susan Chapman,IND,15,2.71%
Secretary of the State,Canaan,Heather Lynn Sylvestre Gwynn,LI,2,0.36%
Secretary of the State,Canaan,S Michael DeRosa,G,6,1.08%
Treasurer,Canaan,Shawn Wooden,D,317,57.53%
Treasurer,Canaan,Thad Gray,R,192,34.85%
Treasurer,Canaan,Shawn Wooden,WF,22,3.99%
Treasurer,Canaan,Thad Gray,IND,15,2.72%
Treasurer,Canaan,Jesse Brohinsky,LI,5,0.91%
Treasurer,Canaan,W. Michael Downes,WI,0,0.00%
Comptroller,Canaan,Kevin Lembo,D,320,58.29%
Comptroller,Canaan,Kurt Miller,R,180,32.79%
Comptroller,Canaan,Kevin Lembo,WF,22,4.01%
Comptroller,Canaan,Kurt Miller,IND,14,2.55%
Comptroller,Canaan,Paul Passarelli,LI,5,0.91%
Comptroller,Canaan,Edward G Heflin,G,8,1.46%
Attorney General,Canaan,William Tong,D,316,57.56%
Attorney General,Canaan,Sue Hatfield,R,188,34.24%
Attorney General,Canaan,William Tong,WF,19,3.46%
Attorney General,Canaan,Sue Hatfield,IND,17,3.10%
Attorney General,Canaan,Peter D Goselin,G,9,1.64%
Judge of Probate 24,Canaan,Diane S Blick,D,414,100.00%
Registrar of Voters,Canaan,Carole K McGuire,D,346,65.53%
Registrar of Voters,Canaan,Susan J. Kelsey,R,182,34.47%
Governor and Lieutenant Governor,Canterbury,Ned Lamont and Susan Bysiewicz,D,713,30.14%
Governor and Lieutenant Governor,Canterbury,Bob Stefanowski and Joe Markley,R,1410,59.59%
Governor and Lieutenant Governor,Canterbury,Ned Lamont and Susan Bysiewicz,WF,29,1.23%
Governor and Lieutenant Governor,Canterbury,Bob Stefanowski and Joe Markley,IND,59,2.49%
Governor and Lieutenant Governor,Canterbury,Rodney Hanscomb and Jeffrey Thibeault,LI,11,0.46%
Governor and Lieutenant Governor,Canterbury,Mark Stewart Greenstein and John Demitrus,ACL,2,0.08%
Governor and Lieutenant Governor,Canterbury,Oz Griebel and Monte E Frank,GFCT,142,6.00%
Governor and Lieutenant Governor,Canterbury,Lee Whitnum and Jacey Wyatt,WI,0,0.00%
United States Senator,Canterbury,Christopher S Murphy,D,911,39.00%
United States Senator,Canterbury,Matthew Corey,R,1302,55.74%
United States Senator,Canterbury,Christopher S Murphy,WF,76,3.25%
United States Senator,Canterbury,Richard Lion,LI,25,1.07%
United States Senator,Canterbury,Jeff Russell,G,22,0.94%
United States Senator,Canterbury,Fred Linck,WI,0,0.00%
United States Senator,Canterbury,Kristi L Talmadge,WI,0,0.00%
Representative in Congress 02,Canterbury,Joe Courtney,D,1058,45.33%
Representative in Congress 02,Canterbury,Danny Postemski Jr,R,1102,47.22%
Representative in Congress 02,Canterbury,Joe Courtney,WF,116,4.97%
Representative in Congress 02,Canterbury,Daniel Reale,LI,33,1.41%
Representative in Congress 02,Canterbury,Michelle Louise Bicking,G,25,1.07%
State Senator 29,Canterbury,Mae Flexer,D,832,35.86%
State Senator 29,Canterbury,David W Coderre,R,1361,58.66%
State Senator 29,Canterbury,Mae Flexer,WF,67,2.89%
State Senator 29,Canterbury,David W Coderre,IND,60,2.59%
State Representative 47,Canterbury,Kate Donnelly,D,759,32.52%
State Representative 47,Canterbury,Doug Dubitsky,R,1443,61.83%
State Representative 47,Canterbury,Kate Donnelly,WF,58,2.49%
State Representative 47,Canterbury,Doug Dubitsky,IND,74,3.17%
