office,town,candidate,party,votes,vote_percent
State Representative To Fill a Vacancy,statewide,Mike Duncan,D,1479,47.45%
State Representative To Fill a Vacancy,statewide,Amy Romano,R,1638,52.55%
State Representative To Fill a Vacancy,Shelton,Mike Duncan,D,1479,47.45%
State Representative To Fill a Vacancy,Shelton,Amy Romano,R,1638,52.55%
