office,town,candidate,party,votes,vote_percent
Zoning Board of Appeals Alternate,statewide,John Lippert,D,764,49.84%
Regional Board of Education,statewide,Lisa Beth Connelly,D,1078,26.88%
Regional Board of Education,statewide,Kathleen Zandi,D,1046,26.08%
Regional Board of Education,statewide,Eileen Blewett,R,950,23.69%
Regional Board of Education,statewide,Heather Scholfield,R,936,23.34%
Planning and Zoning Commission To Fill A Vacancy For Two Years,statewide,Anna Christine Gray,D,484,100.00%
Library Trustee- To Fill Vacancy for Four Years,statewide,Lori Lenz,D,557,100.00%
Zoning Board of Appeals   Five Year Term Begins 2023,statewide,Kenric Gubner,D,518,100.00%
Zoning Commission Alternates,statewide,Michelle Whitford,D,495,18.54%
Zoning Commission Alternates,statewide,Theodore Root,R,1086,40.67%
Zoning Commission Alternates,statewide,David M Foster,R,1089,40.79%
Board of Assessment Appeals,statewide,KIM LANG,R,339,100.00%
Planning & Zoning Alternates,statewide,Peter W Zvingilas,D,821,17.81%
Planning & Zoning Alternates,statewide,James Krueger,D,709,15.38%
Planning & Zoning Alternates,statewide,Jena Rogers,R,946,20.53%
Planning & Zoning Alternates,statewide,Melissa Cassidy,R,1159,25.15%
Planning & Zoning Alternates,statewide,Rich Waselik,R,974,21.13%
Representative Town Meeting District Six,statewide,Candace Banks,NonP,446,26.82%
Representative Town Meeting District Six,statewide,Seth Braunstein,NonP,394,23.69%
Representative Town Meeting District Six,statewide,Jessica Bram,NonP,405,24.35%
Representative Town Meeting District Six,statewide,Cathy Talmadge,NonP,418,25.14%
Board of Assessment Appeals To Fill Vacancy for Two Years,statewide,Steven P Blackburn,R,504,100.00%
Board of Alder Ward 10,statewide,Anna M. Festa,D,548,100.00%
Planning & Zoning Commission Alternate Full Term,statewide,Edward Capowich,D,259,100.00%
Library Director To Fill Vacancy for Two Years,statewide,Angela Maschka,D,70,40.94%
Library Director To Fill Vacancy for Two Years,statewide,Angela Maschka,R,101,59.06%
Zoning Board of Appeals Alternate,statewide,John Allen Jr.,R,3678,100.00%
Zoning Board of Appeals (5 Year Term Begins 2021),statewide,Kip Kotzan,D,1897,100.00%
Council Members District 139,statewide,Wanda Simmons,WF,58,5.49%
Council Members District 139,statewide,Victoria L. Majewski,WF,70,6.63%
Council Members District 139,statewide,Wanda Simmons,D,272,25.76%
Council Members District 139,statewide,Ernest Newton II,D,355,33.62%
Council Members District 139,statewide,Jasmin B. Sanchez,R,47,4.45%
Council Members District 139,statewide,Anne Marie Verrilli,R,34,3.22%
Council Members District 139,statewide,Devon T. Brown,WI,0,0.00%
Council Members District 139,statewide,Eneida Martinez,WI,220,20.83%
Zoning Commission,statewide,Debbie Jett-Harris,D,2902,24.51%
Zoning Commission,statewide,James Liska,R,2822,23.84%
Zoning Commission,statewide,Norman B. Peck III,R,3190,26.94%
Zoning Commission,statewide,Terry Granatek,R,2925,24.71%
Planning and Zoning Commission Alternate,statewide,Julie Chalifoux,D,1186,100.00%
Constables,statewide,Elias Vazquez,D,3668,13.59%
Constables,statewide,Richard M. Suprynowicz,D,3495,12.95%
Constables,statewide,Suzanne Bielinski,D,3829,14.18%
Constables,statewide,Sean Steele,R,3899,14.44%
Constables,statewide,Richard Moreno,R,4483,16.61%
Constables,statewide,Alan F. Zaniewski,R,4059,15.04%
Constables,statewide,Kenneth A. Haas,R,3561,13.19%
Representative Town Meeting District 2,statewide,Hal Schwartz,D,678,12.17%
Representative Town Meeting District 2,statewide,Cindy Perham,D,718,12.89%
Representative Town Meeting District 2,statewide,Erin Lopez,D,674,12.10%
Representative Town Meeting District 2,statewide,William Gerber,D,679,12.19%
Representative Town Meeting District 2,statewide,Jarrett H. Crosby,R,672,12.06%
Representative Town Meeting District 2,statewide,Lori McArthur,R,675,12.12%
Representative Town Meeting District 2,statewide,Karen McCormack,R,730,13.10%
Representative Town Meeting District 2,statewide,Jeff Steele,R,745,13.37%
Library Trustee,statewide,Anthony Sycz,D,765,48.48%
Library Trustee,statewide,Catherine Walsh Sampson,D,813,51.52%
Zoning Board of Appeals,statewide,Betty Spence,D,405,37.89%
Zoning Board of Appeals,statewide,George Wolfe,D,401,37.51%
Zoning Board of Appeals,statewide,Daniel Hedden,R,263,24.60%
Ethics Commission,statewide,Robert F. Herrick,D,398,35.19%
Ethics Commission,statewide,Joshua Rutty,D,424,37.49%
Ethics Commission,statewide,Carol Flaim,R,287,25.38%
Ethics Commission,statewide,Robert John Ghinder,WI,22,1.95%
Constables,statewide,Ed Hayes,R,629,33.37%
Constables,statewide,William Mahoney,R,609,32.31%
Constables,statewide,Mike Crawford,R,647,34.32%
Zoning Board of Appeals Five Year Term Begins 2021,statewide,Payton D. Turpin,D,406,27.81%
Zoning Board of Appeals Five Year Term Begins 2021,statewide,Thomas J. Rotondo,R,1054,72.19%
Planning and Zoning Commission,statewide,RON GIROUX,D,214,17.29%
Planning and Zoning Commission,statewide,KIM SPERRY,D,202,16.32%
Planning and Zoning Commission,statewide,TREVOR DANBURG,D,205,16.56%
Planning and Zoning Commission,statewide,VERONICA LUTZEN,R,287,23.18%
Planning and Zoning Commission,statewide,ROBERT ADAMS,R,330,26.66%
Zoning Board of Appeals,statewide,Mary Ann Manning,D,837,22.52%
Zoning Board of Appeals,statewide,Joseph Savino,D,738,19.86%
Zoning Board of Appeals,statewide,Chris Chastang,R,1022,27.50%
Zoning Board of Appeals,statewide,Duane Button,R,1119,30.11%
Representative Town Meeting District Seven,statewide,Brandi Briggs,NonP,463,25.92%
Representative Town Meeting District Seven,statewide,Jack Klinge,NonP,429,24.02%
Representative Town Meeting District Seven,statewide,Ellen Lautenberg,NonP,442,24.75%
Representative Town Meeting District Seven,statewide,Lauren Karpf,NonP,452,25.31%
Planning & Zoning Commission Five Year Term Begins 2022,statewide,Johnny R G Polderman,R,502,100.00%
Board of Alder Ward 11,statewide,Renee Haywood,D,484,80.40%
Board of Alder Ward 11,statewide,Gail E. Roundtree,R,118,19.60%
Board of Alder Ward 11,statewide,Ira Johnson,WI,0,0.00%
Planning & Zoning Commission Alternate To Fill Vacancy for Two Years,statewide,Jesse Bunce,R,263,100.00%
Inland Wetlands Commission,statewide,Paul Fortier,D,2614,23.25%
Inland Wetlands Commission,statewide,Robert DeCarli,D,2725,24.24%
Inland Wetlands Commission,statewide,Barbie J. Granton,D,2624,23.34%
Inland Wetlands Commission,statewide,Daniel Slywka,R,3280,29.17%
Zoning Board of Appeals (5 Year Term Begins 2022),statewide,Russell Fogg,D,1632,51.53%
Zoning Board of Appeals (5 Year Term Begins 2022),statewide,Daniel Montano,R,1535,48.47%
Zoning Commission Alternate,statewide,Jay Ginsberg,D,2931,35.28%
Zoning Commission Alternate,statewide,David Schmitt,R,2748,33.08%
Zoning Commission Alternate,statewide,Frank Stanford,R,2628,31.64%
Zoning Board of Appeals,statewide,Jeffrey Walsh,D,968,29.03%
Zoning Board of Appeals,statewide,Eilleen Weinsteiger,R,1212,36.34%
Zoning Board of Appeals,statewide,David Geligoff,R,1155,34.63%
Representative Town Meeting District 3,statewide,Tom Lambert,D,882,13.34%
Representative Town Meeting District 3,statewide,Scott Nickel,D,806,12.19%
Representative Town Meeting District 3,statewide,Jeff Galdenzi,D,841,12.72%
Representative Town Meeting District 3,statewide,Sharon Pistilli,D,894,13.52%
Representative Town Meeting District 3,statewide,Cathy Politi,R,788,11.91%
Representative Town Meeting District 3,statewide,Alex Durrell,R,874,13.21%
Representative Town Meeting District 3,statewide,Michael J. O'Hara,R,758,11.46%
Representative Town Meeting District 3,statewide,Michael E. DiGiacomo,R,771,11.66%
Regional Board of Education,statewide,Morgaen Donaldson,D,784,49.34%
Regional Board of Education,statewide,Timothy Rourke,D,805,50.66%
Ethics Commission Alternate,statewide,Robert John Ghinder,WI,14,100.00%
Zoning Board of Appeals Five Year Term Begins 2022,statewide,Diane Moriarty,D,429,29.73%
Zoning Board of Appeals Five Year Term Begins 2022,statewide,Stephen Sheak,R,1014,70.27%
Planning and Zoning Commission Alternates,statewide,*,WI,0,0.00%
Planning and Zoning Commission Alternates,statewide,*,WI,0,0.00%
Planning and Zoning Commission Alternates,statewide,*,WI,0,0.00%
Zoning Board of Appeals Alternates,statewide,"Gordon ""Butch"" Santerre",D,733,16.17%
Zoning Board of Appeals Alternates,statewide,Gary Beaulac,D,699,15.42%
Zoning Board of Appeals Alternates,statewide,Greg Allard,R,1012,22.33%
Zoning Board of Appeals Alternates,statewide,Heather Edge,R,1095,24.16%
Zoning Board of Appeals Alternates,statewide,Joe Carignan,R,993,21.91%
Representative Town Meeting District Eight,statewide,Wendy Goldwyn Batteau,NonP,420,24.04%
Representative Town Meeting District Eight,statewide,Lisa Newman,NonP,509,29.14%
Representative Town Meeting District Eight,statewide,Stephen Shackelford,NonP,421,24.10%
Representative Town Meeting District Eight,statewide,Rachel Steel Cohn,NonP,397,22.72%
Planning & Zoning Commission Five Year Term Begins 2023,statewide,Christina Lavieri,R,525,100.00%
Board of Alder Ward 12,statewide,Gerald M. Antunes,D,236,100.00%
Zoning Board of Appeals,statewide,Brian D Allyn,D,246,31.02%
Zoning Board of Appeals,statewide,Matthew Freund,D,275,34.68%
Zoning Board of Appeals,statewide,Scott Zinke,R,272,34.30%
Inland Wetlands Commission Alternates,statewide,Rona Hovasapian,R,3666,100.00%
Zoning Board of Appeals Alternates,statewide,Kathleen Tracy,D,1651,23.90%
Zoning Board of Appeals Alternates,statewide,Sherry Johnston,R,1664,24.09%
Zoning Board of Appeals Alternates,statewide,Roderick Clingman,R,1722,24.93%
Zoning Board of Appeals Alternates,statewide,Christopher Kerr,R,1871,27.08%
Zoning Board of Appeals Alternate Full Term,statewide,Michael Ninteau,R,1373,100.00%
Representative Town Meeting District 4,statewide,Elizabeth Zezima,D,1001,20.77%
Representative Town Meeting District 4,statewide,Alice Kelly,D,1062,22.04%
Representative Town Meeting District 4,statewide,Laura Karson,D,1049,21.77%
Representative Town Meeting District 4,statewide,Marcy Spolyar,D,1024,21.25%
Representative Town Meeting District 4,statewide,Suzanne Cox-Testani,R,683,14.17%
Agent of School Deposit Fund,statewide,Tom Lindner,R,534,100.00%
Zoning Board of Appeals Alternate Five Year Term Begins 2021,statewide,Edward Moriarty,D,396,27.27%
Zoning Board of Appeals Alternate Five Year Term Begins 2021,statewide,Brooke Cheney,R,1056,72.73%
Zoning Board of Appeals,statewide,*,WI,0,0.00%
Representative Town Meeting District Nine,statewide,Clark Thiemann,NonP,314,14.73%
Representative Town Meeting District Nine,statewide,Sal Liccione,NonP,347,16.28%
Representative Town Meeting District Nine,statewide,Kristin Schneeman,NonP,427,20.03%
Representative Town Meeting District Nine,statewide,Marla J. Cowden,NonP,300,14.07%
Representative Town Meeting District Nine,statewide,Lori Church,NonP,343,16.09%
Representative Town Meeting District Nine,statewide,Nancy Kail,NonP,401,18.81%
Planning & Zoning Commission Alternate Five Year Term Begins 2023,statewide,Rejean Labrie,D,479,100.00%
Board of Alder Ward 13,statewide,Patricia M. Kane,G,134,27.69%
Board of Alder Ward 13,statewide,Rosa Ferraro-Santana,D,269,55.58%
Board of Alder Ward 13,statewide,Deborah Reyes,R,81,16.74%
Zoning Board of Appeals Alternate Full Term,statewide,Joseph P. Cieslowski,D,258,100.00%
Zoning Board of Appeals Alternate             To Fill Vacancy for Four Years,statewide,Jerome E. Walsh,R,1386,100.00%
Pomperaug Valley Water Authority,statewide,Richard Boritz,D,2443,44.16%
Pomperaug Valley Water Authority,statewide,Rae Van Egas,R,3089,55.84%
Regional Board of Education,statewide,Jason L. Kemp,D,1621,12.89%
Regional Board of Education,statewide,Marisa Calvi-Rogers,D,1520,12.09%
Regional Board of Education,statewide,Martha H. Shoemaker,D,1680,13.36%
Regional Board of Education,statewide,Alexander Lowry,D,1555,12.37%
Regional Board of Education,statewide,Mona Colwell,R,1391,11.06%
Regional Board of Education,statewide,Laura Dean-Frazier,R,1705,13.56%
Regional Board of Education,statewide,Michael Presti,R,1525,12.13%
Regional Board of Education,statewide,Christopher Staab,R,1578,12.55%
Representative Town Meeting District 5,statewide,Jay Wolk,D,696,19.87%
Representative Town Meeting District 5,statewide,Will Diaz,D,751,21.44%
Representative Town Meeting District 5,statewide,Josh Garskof,D,753,21.50%
Representative Town Meeting District 5,statewide,Joseph Siebert,D,758,21.64%
Representative Town Meeting District 5,statewide,Gwynne Magness Alperovich,R,544,15.53%
Regional Board of Education,statewide,E. Alex Silva,D,510,100.00%
Regional Board of Education,statewide,Nancy Shanley Lyons,D,539,20.89%
Regional Board of Education,statewide,Thomas R. Fausel,R,1005,38.95%
Regional Board of Education,statewide,Matthew Szydlo,R,1036,40.16%
Zoning Board of Appeals Alternate,statewide,*,WI,0,0.00%
Zoning Board of Appeals Five Year Term Begins 2022,statewide,Daniel F Lamont,R,497,100.00%
Board of Alder Ward 14,statewide,Sarah Miller,D,343,100.00%
Library Board of Trustees Full Term,statewide,Peggy McCarthy,D,971,21.36%
Library Board of Trustees Full Term,statewide,Suzanne Ninteau,R,1163,25.59%
Library Board of Trustees Full Term,statewide,Christine Hadyka,R,1275,28.05%
Library Board of Trustees Full Term,statewide,Guthrie Dinda,R,1136,24.99%
Regional Board of Education,statewide,Tara Beall-Gomes,D,2371,15.67%
Regional Board of Education,statewide,William Ollayos,D,2228,14.73%
Regional Board of Education,statewide,Tom Marks,R,3373,22.30%
Regional Board of Education,statewide,Marion Manzo,R,3479,23.00%
Regional Board of Education,statewide,Heather Rodgers,R,3675,24.30%
Representative Town Meeting District 6,statewide,Lisa Havey,D,477,13.61%
Representative Town Meeting District 6,statewide,Steve Berecz,D,453,12.93%
Representative Town Meeting District 6,statewide,Neil Parzych,D,430,12.27%
Representative Town Meeting District 6,statewide,Andrew Graceffa,D,443,12.64%
Representative Town Meeting District 6,statewide,Tameisha Powell-Dunmore,R,411,11.73%
Representative Town Meeting District 6,statewide,Nina Velez,R,424,12.10%
Representative Town Meeting District 6,statewide,Hannah Gale,R,437,12.47%
Representative Town Meeting District 6,statewide,Janice Bouloubasis,R,429,12.24%
Library Board of Trustees To Fill Vacancy for Two Years,statewide,Catherine McCall,R,1518,100.00%
Constables,statewide,JASON LEBEL,D,201,23.76%
Constables,statewide,TREVOR DANBURG,D,172,20.33%
Constables,statewide,STEVEN BECK,D,216,25.53%
Constables,statewide,BARBARA-JANE DARDEEN,R,257,30.38%
Zoning Board of Appeals Five Year Term Begins 2023,statewide,R Bruce Weller,D,469,100.00%
Board of Alder Ward 15,statewide,Ernie Santiago,D,165,100.00%
Representative Town Meeting District 7,statewide,Mark A. McDermott,D,501,13.68%
Representative Town Meeting District 7,statewide,John Kuhn,D,483,13.19%
Representative Town Meeting District 7,statewide,Karen P. Wackerman,D,488,13.33%
Representative Town Meeting District 7,statewide,Jill Vergara,D,530,14.48%
Representative Town Meeting District 7,statewide,Susan O'Neill,R,412,11.25%
Representative Town Meeting District 7,statewide,David G. Bothwell,R,400,10.93%
Representative Town Meeting District 7,statewide,Thomas McCarthy,R,446,12.18%
Representative Town Meeting District 7,statewide,Alex J. Plitsas,R,401,10.95%
Zoning Board of Appeals Alternate Five Year Term Begins 2023,statewide,Philip N Walker,D,463,100.00%
Board of Alder Ward 16,statewide,Jose Crespo,D,99,100.00%
Representative Town Meeting District 8,statewide,Rip Littig,D,642,10.70%
Representative Town Meeting District 8,statewide,Kerry Berchem,D,694,11.56%
Representative Town Meeting District 8,statewide,William (Liam) Burke,D,674,11.23%
Representative Town Meeting District 8,statewide,Nhi Tran,D,682,11.36%
Representative Town Meeting District 8,statewide,Peter Tallman,R,843,14.05%
Representative Town Meeting District 8,statewide,Pamela Iacono,R,872,14.53%
Representative Town Meeting District 8,statewide,Christine Messina,R,807,13.45%
Representative Town Meeting District 8,statewide,Francis (Hank) Ference,R,788,13.13%
Regional Board of Education,statewide,Micah Mann,D,340,45.88%
Regional Board of Education,statewide,Mary Duran,R,401,54.12%
Board of Alder Ward 17,statewide,Salvatore Punzo,D,390,80.91%
Board of Alder Ward 17,statewide,AnneMarie Rivera-Berrios,R,92,19.09%
Representative Town Meeting District 9,statewide,Christine Brown,D,848,12.46%
Representative Town Meeting District 9,statewide,Dru Georgiadis,D,887,13.04%
Representative Town Meeting District 9,statewide,Margaret Horton,D,821,12.07%
Representative Town Meeting District 9,statewide,Debby Zieff,D,738,10.85%
Representative Town Meeting District 9,statewide,Bill Perugini,R,708,10.41%
Representative Town Meeting District 9,statewide,Kelly Scinto,R,746,10.96%
Representative Town Meeting District 9,statewide,Crissy Kelly,R,729,10.71%
Representative Town Meeting District 9,statewide,Sarah Matthews,R,727,10.68%
Representative Town Meeting District 9,statewide,James Edwin Bowen Jr.,PC,600,8.82%
Board of Alder Ward 18,statewide,Salvatore DeCola,D,659,60.68%
Board of Alder Ward 18,statewide,Steven R. Orosco,R,427,39.32%
Representative Town Meeting District 10,statewide,Pierre Ratzki,D,702,11.67%
Representative Town Meeting District 10,statewide,Matthew Ambrose,D,721,11.99%
Representative Town Meeting District 10,statewide,Greg Alprin,D,687,11.43%
Representative Town Meeting District 10,statewide,Kevin J. Lennon,D,711,11.82%
Representative Town Meeting District 10,statewide,Stori Tallman,R,796,13.24%
Representative Town Meeting District 10,statewide,Frank W. Petise,R,811,13.49%
Representative Town Meeting District 10,statewide,Peter Britton,R,816,13.57%
Representative Town Meeting District 10,statewide,Kenneth Astarita,R,769,12.79%
Board of Alder Ward 19,statewide,Kimberly R. Edwards,D,527,100.00%
Board of Alder Ward 20,statewide,Devin Avshalom-Smith,D,427,90.47%
Board of Alder Ward 20,statewide,Addie D. Kimbrough,PC,45,9.53%
Board of Alder Ward 21,statewide,Steven Winter,D,359,100.00%
Board of Alder Ward 22,statewide,Jeanette Morrison,D,257,100.00%
Board of Alder Ward 23,statewide,Tyisha Walker-Myers,D,190,100.00%
Board of Alder Ward 24,statewide,Evette Hamilton,D,320,100.00%
Board of Alder Ward 25,statewide,Adam Marchand,D,976,100.00%
Board of Alder Ward 26,statewide,Darryl J. Brackeen Jr.,D,696,80.74%
Board of Alder Ward 26,statewide,Joshua Van Hoesen,R,166,19.26%
Board of Alder Ward 27,statewide,Richard Furlow,D,351,100.00%
Board of Alder Ward 28,statewide,Shafiq Abdussabur,D,411,100.00%
Board of Alder Ward 29,statewide,Brian Wingate,D,287,100.00%
Board of Alder Ward 30,statewide,Honda Smith,D,244,100.00%
Board of Education District 1,statewide,Edward T. Joyner,D,4948,79.04%
Board of Education District 1,statewide,James O'Connell,R,1312,20.96%
Mayor,Ansonia,David S. Cassetti,R,3006,99.80%
Mayor,Ansonia,Jonathan C. Krysinski,WI,6,0.20%
Alderman 1st Ward,Ansonia,John Feddern,D,169,16.82%
Alderman 1st Ward,Ansonia,"Gary Farrar, Jr.",D,173,17.21%
Alderman 1st Ward,Ansonia,Charles Stowe,R,339,33.73%
Alderman 1st Ward,Ansonia,Dan King,R,324,32.24%
Alderman 2nd Ward,Ansonia,William Phipps,D,189,29.49%
Alderman 2nd Ward,Ansonia,Steve Adamowski,R,218,34.01%
Alderman 2nd Ward,Ansonia,Bobbi Tar,R,234,36.51%
Alderman 3rd Ward,Ansonia,"Joseph Jeanette, Jr.",D,160,39.02%
Alderman 3rd Ward,Ansonia,Joseph Cassetti,R,250,60.98%
Alderman 4th Ward,Ansonia,Diane L. Stroman,D,115,23.33%
Alderman 4th Ward,Ansonia,Rohan Brown,D,96,19.47%
Alderman 4th Ward,Ansonia,"Robert J. Knott, III",R,141,28.60%
Alderman 4th Ward,Ansonia,Anthony Spigarolo,R,141,28.60%
Alderman 5th Ward,Ansonia,Brian Perkins,D,190,18.15%
Alderman 5th Ward,Ansonia,David M. Rhodes,D,209,19.96%
Alderman 5th Ward,Ansonia,Joseph A. Jaumann,R,329,31.42%
Alderman 5th Ward,Ansonia,Chicago Rivers,R,319,30.47%
Alderman 6th Ward,Ansonia,Jonathan Vining,D,205,15.14%
Alderman 6th Ward,Ansonia,Chris Grizzle,D,207,15.29%
Alderman 6th Ward,Ansonia,Josh Shuart,R,473,34.93%
Alderman 6th Ward,Ansonia,Tony Mammone,R,469,34.64%
Alderman 7th Ward,Ansonia,Len Duffus,D,237,15.06%
Alderman 7th Ward,Ansonia,Steven Erlingheuser,D,258,16.39%
Alderman 7th Ward,Ansonia,"David Blackwell, Jr.",R,544,34.56%
Alderman 7th Ward,Ansonia,"Frank DeLibero, Jr.",R,535,33.99%
Town and City Clerk,Ansonia,Beth Shortell Lynch,D,1172,33.76%
Town and City Clerk,Ansonia,Beth Shortell Lynch,R,2300,66.24%
Town and City Treasurer,Ansonia,Kianna DeCiucis,D,1003,28.45%
Town and City Treasurer,Ansonia,Judy Larkin Nicolari,R,2523,71.55%
Board of Education,Ansonia,Lauren Todd,D,1151,16.62%
Board of Education,Ansonia,David A. Knapp,D,1314,18.97%
Board of Education,Ansonia,Tracey DeLibero,R,2312,33.39%
Board of Education,Ansonia,Elizabeth LaBerge,R,2148,31.02%
City Sheriffs,Ansonia,"Joseph Jeanette, Jr.",D,1346,14.51%
City Sheriffs,Ansonia,Sean P. Rowley,D,1524,16.43%
City Sheriffs,Ansonia,Dan King,R,2184,23.54%
City Sheriffs,Ansonia,Bobbi Tar,R,1984,21.39%
City Sheriffs,Ansonia,Crystal Jaumann,R,2239,24.13%
First Selectman,Ashford,Cathryn Silver-Smith,D,689,49.04%
First Selectman,Ashford,William A. Falletti,R,716,50.96%
Selectman,Ashford,Roger Phillips,D,708,52.10%
Selectman,Ashford,Keith Lipker,R,651,47.90%
Board of Finance Full Term,Ashford,Judith Austin,D,620,23.15%
Board of Finance Full Term,Ashford,"Charles Earle Funk, IV",D,675,25.21%
Board of Finance Full Term,Ashford,Judith Austin,R,653,24.38%
Board of Finance Full Term,Ashford,Paul Varga,R,730,27.26%
Board of Finance Alternate Full Term,Ashford,Christina Davis,D,701,50.80%
Board of Finance Alternate Full Term,Ashford,John C. Kopec,R,679,49.20%
Board of Finance Alternate To Fill Vacancy for Four Years,Ashford,Hugh M. Mackenzie,R,782,100.00%
Board of Education,Ashford,Jane Urban,D,717,26.48%
Board of Education,Ashford,Kimberly Kouatly,D,687,25.37%
Board of Education,Ashford,Jon Laughlin,R,656,24.22%
Board of Education,Ashford,Meghan Dudas,R,648,23.93%
Board of Assessment Appeals,Ashford,Joseph F. Peters,D,822,100.00%
Planning and Zoning Commission,Ashford,Jeffrey Silver-Smith,D,730,32.07%
Planning and Zoning Commission,Ashford,"Gerald E. Dufresne, Sr.",R,782,34.36%
Planning and Zoning Commission,Ashford,Mark A. Schnubel,R,764,33.57%
Planning and Zoning Commission Alternates,Ashford,Douglas C. Jenne,D,706,32.39%
Planning and Zoning Commission Alternates,Ashford,Luther Brauch,D,693,31.79%
Planning and Zoning Commission Alternates,Ashford,John B. Calarese,R,781,35.83%
Zoning Board of Appeals,Ashford,Jean N. McCarthy,D,764,27.05%
Zoning Board of Appeals,Ashford,Thomas Hastings,D,672,23.80%
Zoning Board of Appeals,Ashford,Keith Lipker,R,726,25.71%
Zoning Board of Appeals,Ashford,Bob Brisard,R,662,23.44%
Zoning Board of Appeals Alternate,Ashford,Deborah Maccarone,D,769,50.16%
Zoning Board of Appeals Alternate,Ashford,John Lippert,D,764,49.84%
Library Trustee,Ashford,Anthony Sycz,D,765,48.48%
Library Trustee,Ashford,Catherine Walsh Sampson,D,813,51.52%
Regional Board of Education,Ashford,Morgaen Donaldson,D,784,49.34%
Regional Board of Education,Ashford,Timothy Rourke,D,805,50.66%
Town Council,Avon,Daniel Polhamus,D,3052,12.73%
Town Council,Avon,Barbara Ausiello,D,3099,12.93%
Town Council,Avon,Jason Indomenico,D,3069,12.80%
Town Council,Avon,Anthony Weber,D,3073,12.82%
Town Council,Avon,Heather Maguire,R,3147,13.13%
Town Council,Avon,James Speich,R,2891,12.06%
Town Council,Avon,Jeff Bernetich,R,2838,11.84%
Town Council,Avon,James Beaudoin,R,2800,11.68%
Board of Finance,Avon,Carl Gisnarian,D,2966,14.42%
Board of Finance,Avon,Houston Putnam Lowry,D,2960,14.39%
Board of Finance,Avon,Charles Harvell,D,2990,14.54%
Board of Finance,Avon,Ken Birk,R,2894,14.07%
Board of Finance,Avon,David Cavanaugh,R,2904,14.12%
Board of Finance,Avon,Margaret Bratton,R,2958,14.38%
Board of Finance,Avon,Brian R Loveless,R,2898,14.09%
Board of Education Full Term,Avon,Lynn Katz,D,3217,17.97%
Board of Education Full Term,Avon,Thej Singh,D,3180,17.77%
Board of Education Full Term,Avon,Liz Sommerkorn,R,2763,15.44%
Board of Education Full Term,Avon,Jennifer Das,R,2894,16.17%
Board of Education Full Term,Avon,Katie Kapisak,R,2921,16.32%
Board of Education Full Term,Avon,Jeffrey S Fleischman,R,2923,16.33%
Board of Assessment Appeals Full Term,Avon,Norm Sondheimer,D,3023,25.92%
Board of Assessment Appeals Full Term,Avon,Kershwin Singh,D,3035,26.02%
Board of Assessment Appeals Full Term,Avon,Adelina Cirikovic,R,2801,24.01%
Board of Assessment Appeals Full Term,Avon,John Boucher,R,2806,24.05%
Zoning Board of Appeals Full Term,Avon,Chet Bukowski,D,3030,25.97%
Zoning Board of Appeals Full Term,Avon,Jaime Polhamus,D,3035,26.01%
Zoning Board of Appeals Full Term,Avon,James P Williams,R,2807,24.06%
Zoning Board of Appeals Full Term,Avon,Ames B Shea,R,2796,23.96%
First Selectman,Barkhamsted,Donald S. Stein,D,530,100.00%
Selectman,Barkhamsted,Raymond P. Pech,D,382,49.93%
Selectman,Barkhamsted,Nick Lukiwsky,R,383,50.07%
Town Clerk,Barkhamsted,Holly Krouse,R,595,100.00%
Town Treasurer,Barkhamsted,Sally Roy,R,566,100.00%
Board of Finance Full Term,Barkhamsted,Salvatore Tartaglione,R,501,24.44%
Board of Finance Full Term,Barkhamsted,John Doyle Jr,R,519,25.32%
Board of Finance Full Term,Barkhamsted,David R Moulton,R,497,24.24%
Board of Finance Full Term,Barkhamsted,Richard T Winn,R,533,26.00%
Board of Finance To Fill Vacancy for Two Years,Barkhamsted,Frank J Miceli,D,478,100.00%
Board of Finance Alternate Full Term,Barkhamsted,Scott Thomas,R,521,100.00%
Board of Finance Alternate To Fill Vacancy For Four Years,Barkhamsted,Ricardo Torres,D,469,100.00%
Board of Education,Barkhamsted,Jennifer Grant,D,464,25.51%
Board of Education,Barkhamsted,Jaclyn N Dombrowski,D,458,25.18%
Board of Education,Barkhamsted,Caprice Shaw,D,448,24.63%
Board of Education,Barkhamsted,Brian Vincent,D,449,24.68%
Board of Education To Fill Vacancy for Two Years,Barkhamsted,Susan M Larson,R,505,100.00%
Board of Assessment Appeals,Barkhamsted,Robert H Brainard III,R,503,100.00%
Board of Assessment Appeals To Fill Vacancy for Two Years,Barkhamsted,Steven P Blackburn,R,504,100.00%
Planning & Zoning Commission Five Year Term Begins 2022,Barkhamsted,Johnny R G Polderman,R,502,100.00%
Planning & Zoning Commission Five Year Term Begins 2023,Barkhamsted,Christina Lavieri,R,525,100.00%
Planning & Zoning Commission Alternate Five Year Term Begins 2023,Barkhamsted,Rejean Labrie,D,479,100.00%
Zoning Board of Appeals Five Year Term Begins 2022,Barkhamsted,Daniel F Lamont,R,497,100.00%
Zoning Board of Appeals Five Year Term Begins 2023,Barkhamsted,R Bruce Weller,D,469,100.00%
Zoning Board of Appeals Alternate Five Year Term Begins 2023,Barkhamsted,Philip N Walker,D,463,100.00%
Regional Board of Education,Barkhamsted,Micah Mann,D,340,45.88%
Regional Board of Education,Barkhamsted,Mary Duran,R,401,54.12%
First Selectman,Beacon Falls,Peter Betkoski,D,507,27.80%
Selectman,Beacon Falls,Michael A Krenesky,R,1249,100.00%
Town Treasurer,Beacon Falls,Sheryl Groth-Feducia,D,579,32.53%
Board of Finance,Beacon Falls,James Carroll,D,626,36.08%
